Title,affliation_country
Transforming yawl workflows with time constraints to generalized stochastic petri nets,Thailand
Impact analysis of database schema changes on hibernate source code and test cases,Thailand
Formal modeling of multi-server queuing network using stochastic petri nets,Thailand
Stubs and drivers generator for class integration testing using sequence and class diagrams,Thailand
Visual design and code generation of user interface based on responsive web design approach,Thailand
Transforming flowchart into coloured petri nets,Thailand
Transforming WS-BPEL into timed automata,Thailand
Formal modeling of priority queue using generalized stochastic petri nets,Thailand
Formalizing a decision table into petri nets,Thailand
Test case generation from BPMN with DMN,Thailand
Sweeper: Automated data quality processing and model generation for data classification,Thailand
Simple discrete time traction control for a two-wheeled mobile robot,Thailand
Search for long-lived particles using delayed photons in proton-proton collisions at s =13 TeV,Armenia
Geopolymer sourced with fly ash and industrial aluminum waste for sustainable materials,Japan
Application of carbon nanotubes prepared from CH4/CO2 over Ni/MgO catalysts in CO2 capture using a BEA-AMP bi-solvent blend,Canada
Unusual adsorption behavior of hydrogen molecules on Zr–doped perfect and oxygen–vacancy defective rutile TiO2(110) surfaces: Periodic DFT study,Thailand
Simulation of peak position and response profiles in comprehensive two-dimensional gas chromatography,Thailand
Phase 2 study of nilotinib in pediatric patients with Philadelphia chromosome–positive chronic myeloid leukemia,Russian Federation
Anti-HIV-1 protease activity of the crude extracts and isolated compounds from Auricularia polytricha,Thailand
Solving for Schwarzschild solution using variation of parameters and Frobenius method,Thailand
Constraints on anomalous HVV couplings from the production of Higgs bosons decaying to τ lepton pairs,Armenia
Rheological properties of film solution from cassava starch and kaffir lime oil,Malaysia
Search for Low-Mass Quark-Antiquark Resonances Produced in Association with a Photon at s =13 TeV,Armenia
Relation extraction between bacteria and biotopes from biomedical texts with attention mechanisms and domain-specific contextual representations,Thailand
Comparison of radon and thoron concentration measuring systems among asian countries,Japan
"Rhodococcus induced false-positive galactomannan (GM), a biomarker of fungal presentation, in patients with peritoneal dialysis: Case reports",Thailand
Prevalence of Atrial Fibrillation in Patients with Retinal Vessel Occlusion and Its Association: A Systematic Review and Meta-Analysis,United States
Successful multimodality management of severe pulmonary arterial hypertension during pregnancy with VA-ECMO and atrial septostomy using stent,Thailand
"Thermosetting Shape Memory Polymers and Composites Based on Polybenzoxazine Blends, Alloys and Copolymers",Thailand
Cost-effectiveness and budget impact analyses of colorectal cancer screenings in a low- and middle-income country: example from Thailand,Thailand
Is a diagnostic blood test for chronic fatigue syndrome on the horizon?,Thailand
Generalized symplectic graphs and generalized orthogonal graphs over finite commutative rings,Thailand
"The Development of Tea Planting and Tea Culture Tourism in Thai Nguyen, Vietnam",Thailand
Relationship between Voriconazole Concentration and Invasive Aspergillosis Treatment Outcome: Efficacy and Safety,Thailand
A Reflection on Teaching Design Thinking to First-Year Engineering Students,Thailand
Combination of Active Braking and Torque Vectoring in Electronic Stability Control for Four-Wheel Independent Drive Electric Vehicle,Thailand
Plasmapheresis reduces mycophenolic acid concentration: A study of full AUC0–12 in kidney transplant recipients,Thailand
On the rank-size distribution of local government debt,Thailand
Last Mile Optimization for a Young 3PL Provider,Thailand
Study of Hamiltonian Energy Control of Multiphase Interleaved Fuel Cell Boost Converter,{}
Update on molecular diagnosis of human leptospirosis,Thailand
Porcine reproductive and respiratory syndrome virus (PRRSV) preferentially infected the apical surface of primary endometrial cell monolayer,Thailand
Efficacy of competitive exclusion to reduce Salmonella in broiler chickens,Thailand
Variations in the branching pattern of the canine coeliac trunk in Thailand: An anatomical study,Thailand
Chronic toxicity of monosodium glutamate on the reproductive system and some internal organs of zebrafish (Danio rerio),Thailand
Selection of the appropriate reference genes for relative quantitative reverse transcription polymerase chain reaction (qRT-PCR) in canine pulmonary arteries,Thailand
"Effects of gender, laterality, reaching location, and body posture on the maximum reach of elders",Thailand
Optimal Battery Capacity for Residential Rooftop PVs With Consideration of Net-Metering Scheme Compensation Period,Thailand
In Situ Caching using Combined TTL-FIFO Algorithm,Thailand
Do the crime and the socioeconomic strain affect the economic growth? A case of an emerging asean economy,Thailand
Transportation mobility factor extraction using image recognition techniques,Thailand
Applying virtual reality technology to geoscience classrooms,Thailand
Design and implementation of the off-line robust model predictive control for solid oxide fuel cells,Thailand
Effect of CuO as sintering additive in scandium cerium and gadolinium-doped zirconia-based solid oxide electrolysis cell for steam electrolysis,Thailand
Finite integration method with shifted Chebyshev polynomials for solving time-fractional burgers' equations,Thailand
"Fed intermittent composting of food waste from minor touring city, using reactors with different passive ventilation",Thailand
A potential application of triangular microwells to entrap single cancer cells: A canine cutaneous mast cell tumor model,Thailand
Cyclin D1 expression as a potential prognostic factor in advanced KRAS-mutant non-small cell lung cancer,Thailand
"The impact of government expenditures, gross capital formation, trade, and portfolio investment on the economic growth of asean economies",Thailand
CONSPICUOUS CONSUMPTION of ONLINE SOCIAL NETWORKING DEVICES and SUBJECTIVE WELL-BEING of BANGKOKIANS,Thailand
Antioxidant potency of Okra (Abelmoschus esculentus moench) pods extract on SOD level and tissue glucose tolerance in diabetic mice,Indonesia
Carnitine palmitoyl transferase 1A deficiency in an adult with recurrent severe steato hepatitis aggravated by high pathologic or physiologic demands: A roller-coaster for internists,Thailand
Hepatoprotective effect of crude polysaccharides extracted from Ganoderma lucidum against carbon tetrachloride-induced liver injury in mice,Indonesia
"Assessment of the lower ping river’s riverbank erosion and accretion, northern thailand using geospatial technique; implication for river flow and sediment load management",Thailand
A generalization of the trichotomy principle,Thailand
"Effects of overcrowded traffic and road construction activities in bangkok on PM2.5, PM10 and heavy metal composition",Thailand
Comparison between the seventh and eighth edition of the AJCC/UICC staging system for nasopharyngeal cancer integrated with pretreatment plasma Epstein-Barr virus DNA level in a non-Chinese population: Secondary analysis from a prospective randomized trial,Thailand
A computational-experimental investigation on high ethylene selectivity in ethanol dehydration reaction found on WOx/ZrO2-activated carbon bi-support systems,Thailand
Nonalcoholic fatty liver disease and hepatic fibrosis among perinatally HIV-monoinfected Asian adolescents receiving antiretroviral therapy,Thailand
Galactomannan pentasaccharide produced from copra meal enhances tight junction integration of epithelial tissue through activation of AMPK,Thailand
Gigantol targets cancer stem cells and destabilizes tumors via the suppression of the PI3K/AKT and JAK/STAT pathways in ectopic lung cancer xenografts,Thailand
Measurement of the differential Drell-Yan cross section in proton-proton collisions at √s = 13 TeV,Armenia
Agreement and Precision Analyses of Various Estimated Glomerular Filtration Rate Formulae in Cancer Patients,Thailand
Palm biochar-based sulphated zirconium (Zr-AC-HSO3) catalyst for methyl ester production from palm fatty acid distillate,Malaysia
Nitriding an oxygen-doped nanocarbonaceous sorbent synthesized via solution plasma process for improving CO2 adsorption capacity,Thailand
Study of the B +→ J / ψ Λ ¯ p decay in proton-proton collisions at √s = 8 TeV,Armenia
New 3d N = 2 SCFT’s with N 3/2 scaling,Italy
Measurements of differential Z boson production cross sections in proton-proton collisions at √s = 13 TeV,Armenia
Search for anomalous triple gauge couplings in WW and WZ production in lepton + jet events in proton-proton collisions at √s = 13 TeV,Armenia
CRISPR/Cas9-mediated gene deletion of the ompA gene in symbiotic Cedecea neteri impairs biofilm formation and reduces gut colonization of Aedes aegypti mosquitoes,United Kingdom
D-Lactic acid fermentation performance and the enzyme activity of a novel bacterium Terrilactibacillus laevilacticus SK5–6,Thailand
In Reply: Protocol for Titrated Endocycloplasty When Combined with Phacoemulsification in an Exclusive Cohort of Angle Closure Glaucoma,United States
"Oral health education improved oral health knowledge, attitudes, and plaque scores in Thai third-grade students: A randomised clinical trial",Thailand
"Publisher Correction: Atomistic mechanisms underlying the activation of the G protein-coupled sweet receptor heterodimer by sugar alcohol recognition (Scientific Reports, (2019), 9, 1, (10205), 10.1038/s41598-019-46668-w)",Thailand
Recombinant human dentin matrix protein 1 (HDMP1) expressed in nicotiana benthamiana potentially inducesosteogenic differentiation,Thailand
"Correction to: Once-Daily versus Twice Daily Tacrolimus in Kidney Transplantation: A Systematic Review and Meta-analysis of Observational Studies (Drugs, (2019), 79, 18, (1947-1962), 10.1007/s40265-019-01217-7)",Thailand
Plant-produced anti-enterovirus 71 (EV71) monoclonal antibody efficiently protects mice against EV71 infection,Thailand
The Causal Effect of Retirement on Health: Understanding the Mechanisms,Thailand
The effect of prosthesis design on blood loss in simultaneous bilateral total knee arthroplasty: Closed-box versus open-box prosthesis,Thailand
Regional variation in the treatment and prevention of peritoneal dialysis-related infections in the Peritoneal Dialysis Outcomes and Practice Patterns Study,Australia
Tropical forest soil carbon stocks do not increase despite 15 years of doubled litter inputs,United Kingdom
"Exploring the possibility of MaaS service in Thailand, implications from the existing conditions and experts' opinions on “Who should be the MaaS provider in Bangkok?”",Thailand
Indirect Sinus Augmentation with and Without the Addition of a Biomaterial: A Randomized Controlled Clinical Trial,Thailand
Prospective evaluation of screening performance of first-trimester prediction models for preterm preeclampsia in an Asian population,Hong Kong
Lupus-like Disease in FcγRIIB −/− Mice Induces Osteopenia,Thailand
"A natural skin anti-ageing serum containing pseudobulb ethanolic extract of Grammatophyllum speciosum: a randomized double-blind, placebo-controlled trial",Thailand
"The production of volatile fatty acids from Napier grass via an anaerobic leach bed process: The influence of leachate dilution, inoculum, recirculation, and buffering agent addition",Thailand
Effect of structural individual low-fodmap dietary advice vs. Brief advice on a commonly recommended diet on ibs symptoms and intestinal gas production,Thailand
Size Does Not Matter: Same-Sex Sexual Behavior Occurred Regardless of Mandible Size in Male Stag Beetle Aegus chelifer chelifer (Coleoptera: Lucanidae),Thailand
Once-Daily versus Twice-Daily Tacrolimus in Kidney Transplantation: A Systematic Review and Meta-analysis of Observational Studies,Thailand
A new framework to test parent-child and full sibling relationships with population substructure,United States
Hydrothermal liquefaction of microalgae using Fe3O4 nanostructures as efficient catalyst for the production of bio-oil: Optimization of reaction parameters by response surface methodology,China
Quantification of enterocytozoon hepatopenaei (Ehp) in penaeid shrimps from southeast asia and latin america using taqman probe-based quantitative PCR,Thailand
On Properties of t-Fuzzy Modules and Uniform t-Fuzzy Modules,Thailand
Event free survival at 24 months is a strong surrogate prognostic endpoint of peripheral T cell lymphoma,Thailand
Understanding of the drug resistance mechanism of hepatitis C virus NS3/4A to paritaprevir due to D168N/Y mutations: A molecular dynamics simulation perspective,Thailand
Anaerobic biodegradation of trimethoprim with sulfate as an electron acceptor,China
Studies on Riceberry rice (Oryza sativa L.) extract on the key steps related to carbohydrate and lipid digestion and absorption: A new source of natural bioactive substances,Thailand
Polypropylene Copolymer/Calcium Silicate Composites with Enhanced Mechanical Properties and Scratch Resistance,Thailand
"Plumbagin inhibits cancer stem-like cells, angiogenesis and suppresses cell proliferation and invasion by targeting Wnt/β-catenin pathway in endocrine resistant breast cancer",Thailand
"A nanocomposite prepared from platinum particles, polyaniline and a Ti3C2 MXene for amperometric sensing of hydrogen peroxide and lactate",Thailand
"Feline bocavirus-1 associated with outbreaks of hemorrhagic enteritis in household cats: potential first evidence of a pathological role, viral tropism and natural genetic recombination",Thailand
"Prolonged Effect of Zoledronic Acid on Bone Mineral Density and Turnover in HIV-Infected Adults on Tenofovir: A Randomized, Open-Label Study",Australia
Risk factors of infection-associated mortality in children with lupus nephritis in under-resourced areas,Thailand
Genome sequence and phylogenetic analysis of a novel comovirus from tabasco pepper (Capsicum frutescens),United States
Extended vs. standard-duration thromboprophylaxis in acutely ill medical patients: A systematic review and meta-analysis,Thailand
Protective effect of neglected plant Diplocyclos palmatus on quorum sensing mediated infection of Serratia marcescens and UV-A induced photoaging in model Caenorhabditis elegans,India
Evaluation on safety and energy requirement of biodiesel production: Conventional system and microreactors,Thailand
The long road to becoming a farmer: Thai agricultural students’ plans,France
"Serum adipokine levels, bodyweight and functional status in children with cerebral palsy",Thailand
Public policy to support young farmers in Thailand,France
An immune gate of depression – Early neuroimmune development in the formation of the underlying depressive disorder,Poland
Optimal operation of CCHP and renewable generation-based energy hub considering environmental perspective: An epsilon constraint and fuzzy methods,China
Efficacy of single topical treatment of Selamectin (Revolution®) against Ancylostoma ceylanicum in experimentally infected cats,Thailand
Structural and In Vitro Functional Analyses of Novel Plant-Produced Anti-Human PD1 Antibody,Thailand
"Better survivals in adolescent and Young adults, compared to adults with acute lymphoblastic leukemia – A multicenter prospective registry in Thai population",Thailand
"Topical 2% ketoconazole cream monotherapy significantly improves adult female acne: A double-blind, randomized placebo-controlled trial",Thailand
"Tumor necrosis factor alpha (TNF-α) and its soluble receptors are associated with disability, disability progression and clinical forms of multiple sclerosis",Brazil
"Functional Measures of Sarcopenia: Prevalence, and Associations with Functional Disability in 10,892 Adults Aged 65 Years and Over from Six Lower- and Middle-Income Countries",Australia
Effect of acrylonitrile content of acrylonitrile butadiene rubber on mechanical and thermal properties of dynamically vulcanized poly(lactic acid) blends,Thailand
Arrhythmias in hematopoietic stem cell transplantation: A systematic review and meta-analysis,Thailand
Enhanced efficacy of immersion vaccination in tilapia against columnaris disease by chitosan-coated “pathogen-like” mucoadhesive nanovaccines,Thailand
Ethoxy mansonone G as an anticancer agent in estrogen receptor-positive and endocrine-resistant breast cancer,Thailand
"Comparison of major depression diagnostic classification probability using the SCID, CIDI, and MINI diagnostic interviews among women in pregnancy or postpartum: An individual participant data meta-analysis",Canada
Effect of glycerol concentrations and temperatures on epidermal growth factor protein expression in preserved canine amniotic membrane,Thailand
"Answer to the Letter to the Editor of V. Kumar et al. concerning ""Can standard anterior Smith–Robinson supramanubrial approach be utilized for approach down to T2 or T3?"" by Singhatanadgige W, Zebala LP, Luksanapruksa P, Riew KD [Eur Spine J (2017) 26:2357–2362]",Thailand
Molecular clouds in the Cosmic Snake normal star-forming galaxy 8 billion years ago,Switzerland
Annealing induced a well-ordered single crystal δ-MnO2 and its electrochemical performance in zinc-ion battery,Thailand
Optimal vancomycin dosing regimens for critically ill patients with acute kidney injury during continuous renal replacement therapy: A Monte Carlo simulation study,Thailand
Southeast Asian Pharmacogenomics Research Network (SEAPharm): Current Status and Perspectives,Thailand
The Influence of Dimethyl Sulfoxide as Electrolyte Additive on Anodic Dissolution of Alkaline Zinc-Air Flow Battery,Thailand
Interleukin 17 (IL-17) manipulates mouse bone marrow- derived neutrophils in response to acute lung inflammation,Thailand
"Unicentric Castleman disease, hyaline vascular variant, stromal rich, with increased plasma cells and a high level of serum IL-6: Raising the diagnostic and therapeutic issues",United States
Lattice study of supersymmetry breaking in N=2 supersymmetric quantum mechanics,Thailand
Comparative analysis of auction mechanisms and bidding strategies for P2P solar transactive energy markets,United States
Genome-wide association study of alcohol dependence in male Han Chinese and cross-ethnic polygenic risk score comparison,China
Green synthesis of photomediated silver nanoprisms via a light-induced transformation reaction and silver nanoprism-impregnated bacteria cellulose films for use as antibacterial wound dressings,Thailand
Silk sericin as a bio-initiator for grafting from synthesis of polylactide via ring-opening polymerization,Thailand
Elastic buckling of cellular columns under axial compression,Thailand
Role of Ag (0) deposited on TiO2 nanoparticles for superior photocatalytic performance induced by calcination,Thailand
Role of abdominal obesity and body position in kinematics of the chest wall,Thailand
Biomass derived N-doped biochar as efficient catalyst supports for CO2 methanation,China
Furan/thiophene-based fluorescent hydrazones as fluoride and cyanide sensors,Thailand
Relationships between lower extremity strength and the multi-directional reach test in children aged 7 to 12 years,Thailand
Dissolved oxygen/free ammonia (DO/FA) ratio manipulation to gain distinct proportions of nitrogen species in effluent of entrapped-cell-based reactors,Thailand
Role of Clathrin Assembly Protein-2 Beta Subunit during White Spot Syndrome Virus Infection in Black Tiger Shrimp Penaeus monodon,Thailand
Full-Endoscopic Interlaminar Lumbar Discectomy: Retrospective Review of Clinical Results and Complications in 545 International Patients,Thailand
"Effect of packaging materials and storage time on changes of colour, phenolic content, chlorogenic acid and antioxidant activity in arabica green coffee beans (Coffea arabica L. cv. Catimor)",Thailand
Three-dimensional stability analysis of the collapse pressure on flexible pavements over rectangular trapdoors,Thailand
Baseline and kinetics of serum hepatitis B virus RNA predict response to pegylated interferon-based therapy in patients with hepatitis B e antigen-negative chronic hepatitis B,Thailand
Impact of early antiretroviral treatment on sexual behaviour: A randomised comparison,United Kingdom
"Sensing by wireless reading Ag/AgCl redox conversion on RFID tag: universal, battery-less biosensor design",Sweden
Pharmacokinetics and pharmacodynamics of single dose of inhaled nebulized sodium nitrite in healthy and hemoglobin E/β-thalassemia subjects,Thailand
Discharge performance and dynamic behavior of refuellable zinc-air battery,Thailand
Incidence and risk factors of parenteral nutrition-associated liver disease in hospitalized adults: A prospective cohort study,Thailand
Partial sequence analyses of exon 7 of the ABO locus of cynomolgus (Macaca fascicularis) and rhesus (M. mulatta) macaques: Indeterminate phenotypes show the presence of the O blood group,United States
Evaluation of Microencapsulation Techniques for MICP Bacterial Spores Applied in Self-Healing Concrete,Thailand
Application of Blockchain in Collaborative Internet-of-Things Services,United States
"Distribution and diversity of benthic macroinvertebrate fauna in three repeated operating ages of the blood cockle Anadara granosa cultivation in Bandon Bay, Suratthani Province, Southern Thailand",Thailand
Impairment of bone microstructure and upregulation of osteoclastogenic markers in spontaneously hypertensive rats,Thailand
Early prediction of donepezil cognitive response in Alzheimer’s disease by brain perfusion single photon emission tomography,Thailand
Serum SHARP1 and uterine artery Doppler for the prediction of preeclampsia,Thailand
Genome and transcriptome evolve separately in recently hybridized Trichosporon fungi,Japan
Development of celecoxib eye drop solution and microsuspension: A comparative investigation of binary and ternary cyclodextrin complexes,Thailand
Genome-wide analysis of the Dof gene family in durian reveals fruit ripening-associated and cultivar-dependent Dof transcription factors,Thailand
Comparison Between Methotrexate and Mycophenolate Mofetil Monotherapy for the Control of Noninfectious Ocular Inflammatory Diseases,United States
"Curcumin diethyl disuccinate, a prodrug of curcumin, enhances anti-proliferative effect of curcumin against HepG2 cells via apoptosis induction",Thailand
Synthesis of Cu/TiO2 catalysts by reactive magnetron sputtering deposition and its application for photocatalytic reduction of CO2 and H2O to CH4,Thailand
Decreased osteogenic activity and mineralization of alveolar bone cells from a patient with amelogenesis imperfecta and FAM83H 1261G>T mutation,Thailand
Pleomorphic adenoma with bizarre myoepithelial cells: A diagnostic challenge on cytologic smear,Thailand
Challenges in using topical calcineurin inhibitors as a treatment for recalcitrant oral lichen planus,Thailand
Improvement of photobiological hydrogen production by suspended and immobilized cells of the N2-fixing cyanobacterium Fischerella muscicola TISTR 8215,Thailand
Optimizing Vancomycin Use Through 2-Point AUC-Based Therapeutic Drug Monitoring in Pediatric Patients,Thailand
Undrained stability of a spherical cavity in cohesive soils using finite element limit analysis,Thailand
The simple treatment of chronic facial pain due to trigeminal neuralgia with dental occlusal equilibration,Thailand
Medium-chain triglyceride ketogenic diet is effective for treatment of an adult with super-refractory status epilepticus: a case report and literature review,Thailand
A mosaic hemagglutinin-based influenza virus vaccine candidate protects mice from challenge with divergent H3N2 strains,United States
Atomistic mechanisms underlying the activation of the G protein-coupled sweet receptor heterodimer by sugar alcohol recognition,Thailand
Rapid Discovery and Structure-Property Relationships of Metal-Ion Fluorescent Sensors via Macroarray Synthesis,Thailand
Phosphoproteomics analysis of male and female Schistosoma mekongi adult worms,Thailand
Purification and Characterization of Cellulase from Obligate Halophilic Aspergillus flavus (TISTR 3637) and Its Prospects for Bioethanol Production,China
Solvent extraction based reclaiming technique for the removal of heat stable salts (HSS) and neutral degradation products from amines used during the capture of carbon dioxide (CO2) from industrial flue gases,Thailand
Prescription practices of anti-osteoporosis medication among Thai orthopedic surgeons (PAMOS study) in osteoporotic hip fracture,Thailand
Effect of storage time on transforming growth factor beta 1 and vascular endothelial growth factor subunit A concentration in canine platelet-rich fibrin,Thailand
Blockchain and Internet of Things for Modern Business Process in Digital Economy - The State of the Art,Thailand
Physical and numerical studies of stability of soil blocks reinforced by brittle shear pins,Thailand
Managing QoS of Internet-of-Things Services Using Blockchain,Thailand
The role of GAD pathway for regulation of GABA accumulation and C/N balance in Synechocystis sp. PCC6803,Thailand
Impact of botanical source and processing conditions on physicochemical properties and antioxidant activity of honey in the northern part of Thailand,Thailand
δ-MnO2 nanoflower/graphite cathode for rechargeable aqueous zinc ion batteries,Thailand
Efficacy of curcuminoids for reducing postoperative pain after laparoscopic gynecologic surgery: A pilot randomized trial,Thailand
Inverted U-shaped response of a standardized extract of Centella asiatica (ECa 233) on memory enhancement,Thailand
Sequence and expression analysis of HSP70 family genes in Artemia franciscana,Belgium
On the true identity of Sergentomyia gemmea and description of a closely related species: Se. raynali n. sp,France
Fiscal stimulus and debt burden: evidence from Thailand’s first-car-buyer tax rebate program,Thailand
"Disruption of cyanobacterial γ-aminobutyric acid shunt pathway reduces metabolites levels in tricarboxylic acid cycle, but enhances pyruvate and poly(3-hydroxybutyrate) accumulation",Thailand
Charge Engineering of Mo2C@Defect-Rich N-Doped Carbon Nanosheets for Efficient Electrocatalytic H2 Evolution,China
Advances in hematopoietic stem cell transplantation in the Asia-Pacific region: the second report from APBMT 2005–2015,Japan
Phylogenetics and species delimitations of the operculated land snail Cyclophorus volvulus (Gastropoda: Cyclophoridae) reveal cryptic diversity and new species in Thailand,Thailand
Simple fluorometric-based assay of antibiotic effectiveness for Acinetobacter baumannii biofilms,Thailand
Reliability analysis of unsaturated soil slope stability under infiltration considering hydraulic and shear strength parameters,Thailand
Platelet proteome reveals specific proteins associated with platelet activation and the hypercoagulable state in β-thalassmia/HbE patients,Thailand
Characterisation of Two Polyketides from Streptomyces sp. SKH1-2 Isolated from Roots of Musa (ABB) cv. ‘Kluai Sao Kratuep Ho’,Thailand
"Efficacy and safety of moisturizer containing 5% panthenol, madecassoside, and copper-zinc-manganese versus 0.02% triamcinolone acetonide cream in decreasing adverse reaction and downtime after ablative fractional carbon dioxide laser resurfacing: A split-face, double-blinded, randomized, controlled trial",Thailand
The global effects of productivity gains in Asian emerging economies,Thailand
Halve the dose while maintaining image quality in paediatric Cone Beam CT,France
Vertical transmission of Zika virus in Culex quinquefasciatus Say and Aedes aegypti (L.) mosquitoes,Thailand
Investigation of the presence and variation of the ascending mental artery: Conventional dissections and ultrasonographic study,Thailand
Dietary Sargassum fusiforme improves memory and reduces amyloid plaque load in an Alzheimer’s disease mouse model,Belgium
