Title,ref_count,Author_count,Subject_area_count,Unique_affiliations_count,Open_access,subtype,Cite_count
Geochemical characteristics of shale gas formation and the potential for carbon storage in Thailand: An example from the Triassic Huai Hin Lat Formation,64,4,1,1,1,ar,1
Municipal solid waste sanitary and open landfills: Contrasting sources of microplastics and its fate in their respective treatment systems,53,4,4,2,0,ar,7
Heuristic-Based Usability Evaluation Tool for Android Applications for Senior Citizens,11,2,4,1,0,cp,0
Simultaneous colorimetric detection of nephrolithiasis biomarkers using a microfluidic paper-based analytical device,53,2,3,1,0,ar,0
Effect of CoMo metal loading on H2 and CNTs production from biogas by integrative process,88,17,4,7,0,ar,2
Synthesis of NiO/MgO/ZrO2 catalyst for syngas production from partial oxidation and dry reforming of biogas,31,10,4,6,0,ar,2
Nuclear imaging for localization and surgical outcome prediction in epilepsy: A review of latest discoveries and future perspectives,167,2,2,2,1,re,0
cGAS deficiency enhances inflammasome activation in macrophages and inflammatory pathology in pristane-induced lupus,62,8,2,5,1,ar,0
De Sitter Bubbles from Anti-de Sitter Fluctuations,53,3,1,5,2,ar,1
Reference Database of Inner Retinal Layer Thickness and Thickness Asymmetry in Healthy Thai Adults as Measured by the Spectralis Spectral-Domain Optical Coherence Tomography,40,9,3,3,1,ar,1
Prescreening MCI and Dementia Using Shank-Mounted IMU during TUG Task,42,16,2,3,0,ar,0
Evaluation of machine learning models for load-carrying capacity assessment of semi-rigid steel structures,65,4,1,3,0,ar,2
Carbon deposition influenced by gas concentration in a Ni/YSZ anode of an internal-reforming solid oxide fuel cell using a detector layer inside the anode,16,3,4,2,0,ar,2
Study on the mechanism and kinetics of amine with steric hindrance absorbing CO2 in non-aqueous/aqueous solution,38,6,2,3,0,ar,5
Twin boundaries boost the hydrogen evolution reaction on the solid solution of nickel and tungsten,64,8,4,5,0,ar,2
Optimization of TiO2 coatings properties and photochemical Ag-functionalization: Implications on bioactivity and antibacterial activity,55,6,4,5,0,ar,0
"Neuroprotective effects of a medium chain fatty acid, decanoic acid, isolated from H. leucospilota against Parkinsonism in C. elegans PD model",49,8,2,4,1,ar,5
Syngas Production for Fischer-Tropsch Synthesis from Rubber Wood Pellets and Eucalyptus Wood Chips in a Pilot Horizontal Gasifier with CaO as a Tar Removal Catalyst,48,9,2,6,1,ar,0
Tailoring a UCST-LCST-pH Multiresponsive Window through a Single Polymer Complex of Chitosan-Hyaluronic Acid,41,3,4,2,0,ar,3
The contribution of a catchment-scale advice network to successful agricultural drought adaptation in Northern Thailand,70,8,3,4,2,ar,2
Search for new particles in an extended Higgs sector with four b quarks in the final state at s=13TeV,60,2319,1,210,1,ar,2
Advancement on mixed microalgal-bacterial cultivation systems for nitrogen and phosphorus recoveries from wastewater to promote sustainable bioeconomy,103,5,3,1,0,re,1
More on gravitational waves from double monodromy inflation,27,5,1,5,1,ar,0
Reduced nickel on cobalt sulphide with carbon supported (Ni-CoS/C) composite material as a low-cost and efficient electrocatalyst for hydrogen evolution reaction,55,6,2,3,0,ar,6
Phosphonated graphene oxide-modified polyacrylamide hydrogel electrolytes for solid-state zinc-ion batteries,39,13,2,6,0,ar,9
Nuclear modification of Y states in pPb collisions at sNN=5.02TeV,65,2283,1,210,1,ar,2
First-principles calculation on effects of oxygen vacancy on α-MnO2 and β-MnO2 during oxygen reduction reaction for rechargeable metal-air batteries,60,9,4,2,0,ar,3
Molecular Farming Strategy for the Rapid Production of Protein-Based Reagents for Use in Infectious Disease Diagnostics,71,3,7,2,0,re,1
Hydrogen-induced phase stability and phonon mediated-superconductivity in two-dimensional van der Waals Ti2C MXene monolayer,35,5,2,4,0,ar,1
"Effects of physical activity on regulatory emotional self-efficacy, resilience, and emotional intelligence of nurses during the COVID-19 pandemic",52,5,1,4,1,ar,2
Polyester-based polyurethanes derived from alcoholysis of polylactide as toughening agents for blends with shape-memory properties,58,5,2,3,1,ar,2
A fully covered self-expandable metallic stent as a cystic-duct overtube facilitated stone removal from a gallbladder,,4,1,2,1,no,0
Application of Fourier-transformed infrared spectroscopy and machine learning algorithm for gem identification,138,4,2,2,0,ch,0
"Optimization for the efficient recovery of poly(3-hydroxybutyrate) using the green solvent 1,3-dioxolane",37,2,4,1,1,ar,2
"Cage egg producers' perspectives on the adoption of cage-free systems in China, Japan, Indonesia, Malaysia, Philippines, and Thailand",40,11,1,11,1,ar,0
Tackling forced labour in thailand: The role of the eu and ilo,23,2,3,2,0,ch,0
Characterization of the three-dimensional multiple translative tiles,36,4,1,3,0,ar,0
Metal-Free Synthesis of Guanidines from Thioureas in Water Reactions Mediated by Visible Light,57,4,2,1,0,ar,0
Feasibility of plant-expression system for production of recombinant anti-human IgE: An alternative production platform for therapeutic monoclonal antibodies,63,7,1,3,1,ar,2
Systemizing a rural livelihood diversification framework for sustainable community-based agritourism: A participatory approach to ensure resilience,45,3,6,3,1,ar,0
Blocking Caspase-1/Gsdmd and Caspase-3/-8/ Gsdme pyroptotic pathways rescues silicosis in mice,53,13,5,4,1,ar,0
Phosphoproteomic Analysis Defines BABAM1 as mTORC2 Downstream Effector Promoting DNA Damage Response in Glioblastoma Cells,33,7,2,2,0,ar,2
10th Anniversary of the Asia Pacific Stroke Organization: State of Stroke Care and Stroke Research in the Asia-Pacific,59,6,3,6,1,re,0
Charitable Trusts of Cemeteries and Places of Worship in Thailand: A Historical Anomaly,85,1,2,1,0,ar,0
Keratoconus in Thai population - A cross-sectional hospital-based study,38,6,1,1,,ar,0
"Key population-led community-based same-day antiretroviral therapy (CB-SDART) initiation hub in Bangkok, Thailand: a protocol for a hybrid type 3 implementation trial",36,9,3,5,1,ar,0
Urinary neutrophil gelatinase-associated lipocalin: A novel biomarker for predicting chronic kidney disease in patients with nonalcoholic fatty liver disease,24,7,2,3,1,ar,0
Nonalcoholic fatty liver disease (NAFLD) among older adults,48,2,2,1,1,re,0
Unveiling the Power of ESG: How it Shapes Brand Image and Fuels Purchase Intentions-An Empirical Exploration,45,2,2,2,1,ar,0
Understanding the Impact of ESG on Brand Trust and Customer Engagement,61,2,3,2,1,ar,4
Experimental models to study osteoarthritis pain and develop therapeutics,97,8,3,4,1,re,0
Modification of waste sugarcane bagasse fly ash for CO2 capture application,40,4,4,2,1,ar,0
"Inventory Model for Deteriorating Stocks Items with Time-Dependent Demand, Backlogged Partially When Late Payment is Allowed",27,1,4,1,,ar,0
Policy Entrepreneurship and the Drafting of Refugee Law in a Non-Signatory Country: The Case of Thailand's National Screening Mechanism,40,1,2,1,0,ar,0
Interactions of chikungunya virus with Asian tiger mosquitoes (Aedes albopictus): vector competence and diversity of midgut bacteria,42,3,1,2,,ar,0
Effects of chronic melatonin administration on pregnancy rate in dairy cows submitted to a fixed-time AI protocol during summer and winter seasons,33,4,1,2,,ar,0
Effects of dietary supplementation of Pseudomonas aeruginosa FARP72 on the immunomodulation and resistance to Edwardsiella tarda in Pangasius pangasius,61,6,2,3,1,ar,1
Classification of 3D Point Cloud Data from Mobile Mapping System for Detecting Road Surfaces and Potholes using Convolution Neural Networks,36,2,3,1,1,ar,0
Temporal trend of drug-resistant tuberculosis among Thai children during 2006–2021,26,11,3,4,1,ar,1
Learning Physics with a Hierarchical Graph Network,57,4,1,2,0,ar,0
Measurements of the associated production of a W boson and a charm quark in proton–proton collisions at √s=8TeV,91,2350,2,252,1,ar,2
The seasonal effect on the performance of pigs reared in a backyard pig farm in Thailand: retrospective study,37,5,2,2,1,ar,0
A rare post-coronavirus disease 2019 complication of maxillary mucormycotic osteomyelitis in a Southeast Asian patient,19,4,1,2,1,ar,0
Brand as a leader or a servant? The effect of anthropomorphized brand roles and goal types on consumer responses,24,4,1,4,1,ar,0
Transphonologization of onset voicing: Revisiting Northern and Eastern Kmhmu',95,3,3,3,1,ar,1
Trends and Spatial Heterogeneity of Climate Extremes in the Southwestern Region of Bangladesh,77,7,5,3,1,ar,0
A urinary proteomic study in hypercalciuric dogs with and without calcium oxalate urolithiasis,48,7,1,2,1,ar,0
Effect of Na promoter and reducing atmosphere on phase evolution of Fe-based catalyst and its CO2 hydrogenation performance Fe 基催化剂物相演变及 CO2 加氢反应性能影响,30,10,3,4,0,ar,0
Incidence and Predictive Factors Associated With Delayed Extubation After Pediatric Neurosurgery,,4,1,1,,ar,0
Movement analysis of the starting phase of 15-m speed climbing: a case study of thai national rock climber,41,3,1,2,1,ar,0
Mathematical Modeling of177 Lu-DOTATATE for Neuroendocrine Tumor Treatment,36,4,1,2,,ar,0
Comparison of confidence intervals for variance components in an unbalanced one-way random effects model,21,3,2,2,1,ar,0
Epidemiology and costs of dengue in Thailand: A systematic literature review,68,7,2,6,1,ar,0
Associations between maternal plasma zinc concentrations in late pregnancy and LINE-1 and Alu methylation loci in the young adult offspring,57,8,1,6,1,ar,0
"Post-COVID depression and its multiple factors, does Favipiravir have a protective effect? A longitudinal study of indonesia COVID-19 patients",46,6,1,6,1,ar,0
"Association of Phenotypic Aging Marker with comorbidities, frailty and inflammatory markers in people living with HIV",31,10,1,5,1,ar,1
Enhancing impact resistance and biodegradability of PHBV by melt blending with ENR,60,4,1,2,1,ar,0
Metagenomic analysis of viral genes integrated in whole genome sequencing data of Thai patients with Brugada syndrome,77,9,3,5,1,ar,0
Changing epidemiology of acute kidney injury in critically ill patients with COVID-19: a prospective cohort,57,11,1,4,1,ar,1
Social mindfulness predicts concern for nature and immigrants across 36 nations,48,44,1,43,1,ar,0
Genetic diagnosis for adult patients at a genetic clinic,,5,1,4,1,ar,0
Living Safely With Bats: Lessons in Developing and Sharing a Global One Health Educational Resource,23,29,2,16,1,ar,1
Impact of serum C-reactive protein level as a biomarker of cancer dissemination in canine lymphoid neoplasia,27,5,1,2,1,ar,0
Thermal Comfort Improvement with Passive Design Strategies in Child Development Centers in Thailand,43,2,9,1,1,ar,0
The reversible effects of gossypol toxicity on male pigeons’ reproductive performance,43,4,1,2,1,ar,0
Heavy Metal Contamination and Ecological Risk Assessment in the Sediment Cores of the Wetlands in Southern Thailand,63,7,3,3,1,ar,3
Estimating the Generation of Discarded Mobile Phones and Highlighting Areas for Recycling Precious Metals from Printed Circuit Boards in Thailand,62,2,8,1,1,ar,0
PEG Reinforced Scaffold Promotes Uniform Distribution of Human MSC-Created Cartilage Matrix,25,6,4,3,1,ar,2
Influence of Annealing on the Microstructure and Mechanical Properties of Ni-W/Boron Composite Coatings,28,5,3,2,1,ar,1
Enhanced Nasal Deposition and Anti-Coronavirus Effect of Favipiravir-Loaded Mucoadhesive Chitosan–Alginate Nanoparticles,46,8,1,4,1,ar,2
Viscoelastic Analysis of Pectin Hydrogels Regenerated from Citrus Pomelo Waste by Gelling Effects of Calcium Ion Crosslinking at Different pHs,37,3,4,2,1,ar,4
"Molecular Epidemiology of Antimicrobial Resistance and Virulence Profiles of Escherichia coli, Salmonella spp., and Vibrio spp. Isolated from Coastal Seawater for Aquaculture",85,6,6,3,1,ar,2
Telerehabilitation in Older Thai Community-Dwelling Adults,37,4,4,3,1,ar,1
"Insecticidal activities of long pepper (Piper retrofractum Vahl) fruit extracts against seed beetles (Callosobruchus maculatus Fabricius, Callosobruchus chinensis Linnaeus, and Sitophilus zeamais Motschulsky) and their effects on seed germination",62,7,1,3,1,ar,2
Effect of lameness on daily milk yield in dairy cow,28,1,1,1,,ar,1
"Distribution, cholesterol-lowering and immunomodulation effects of lactic acid bacteria from fermented mussel (Hoi-dong)",66,5,1,2,1,ar,0
Guava (Psidium guajava L.) Leaf Extract as Bioactive Substances for Anti-Androgen and Antioxidant Activities,69,13,3,4,1,ar,4
TOPSIS Method Based on Hamacher Choquet-Integral Aggregation Operators for Atanassov-Intuitionistic Fuzzy Sets and Their Applications in Decision-Making,40,4,5,3,1,ar,1
IPChain: Blockchain-Based Security Protocol for IoT Address Management Servers in Smart Homes,37,3,3,2,1,ar,2
How to Distinguish Cospectral Graphs,16,3,3,3,1,ar,0
"White Feces Syndrome, A Multifactorial Syndrome of Cultured Shrimp: A Mini Review",49,2,3,2,1,re,2
Adaptive Pincer Grasping of Soft Pneumatic Grippers Based on Object Stiffness for Modellable and Controllable Grasping Quality,37,2,3,1,1,ar,2
"Immunogenicity, Immune Dynamics, and Subsequent Response to the Booster Dose of Heterologous versus Homologous Prime-Boost Regimens with Adenoviral Vector and mRNA SARS-CoV-2 Vaccine among Liver Transplant Recipients: A Prospective Study",27,10,5,3,1,ar,2
Harnessing the Potential of Plant Expression System towards the Production of Vaccines for the Prevention of Human Papillomavirus and Cervical Cancer,100,5,5,3,1,re,4
Photonic Sensor for Multiple Targets Detection under Adverse Weather Conditions in Autonomous Vehicles,66,5,3,2,1,ar,5
A Current Overview of Cyclodextrin-Based Nanocarriers for Enhanced Antifungal Delivery,114,4,3,2,1,re,2
Antifungal activity of endophytic Streptomyces strains from Dendrobium orchids and the secondary metabolites of strain DR7-3 with its genome analysis,79,5,3,2,1,ar,0
Burden of Respiratory Syncytial Virus Related Acute Lower Respiratory Tract Infection in Hospitalized Thai Children: A 6-Year National Data Analysis,26,8,1,2,1,ar,2
"Molecular surveillance of arboviruses circulation and co-infection during a large chikungunya virus outbreak in Thailand, October 2018 to February 2020",63,4,1,1,1,ar,2
Responses to salinity in the littoral earthworm genus Pontodrilus,36,5,1,4,1,ar,1
Fabrication of Curcumin Diethyl γ-Aminobutyrate-Loaded Chitosan-Coated Magnetic Nanocarriers for Improvement of Cytotoxicity against Breast Cancer Cells,75,8,2,4,1,ar,4
"Towards a Circular Economy: Study of the Mechanical, Thermal, and Electrical Properties of Recycled Polypropylene and Their Composite Materials",69,10,2,6,1,ar,4
"Case Report: Autochthonous Disseminated Cutaneous, Mucocutaneous, and Visceral Leishmaniasis Caused by Leishmania martiniquensis in a Patient with HIV/AIDS from Northern Thailand and Literature Review",38,8,3,2,0,ar,4
"Target Identification of 22-(4-Pyridinecarbonyl) Jorunnamycin A, a Tetrahydroisoquinoline Derivative from the Sponge Xestospongia sp., in Mediating Non-Small-Cell Lung Cancer Cell Apoptosis",55,6,7,1,1,ar,2
"Quinoxalinones as A Novel Inhibitor Scaffold for EGFR (L858R/T790M/C797S) Tyrosine Kinase: Molecular Docking, Biological Evaluations, and Computational Insights",58,6,7,4,1,ar,1
"Phytoextraction Potential of Sunn Hemp, Sunflower, and Marigold for Carbaryl Contamination: Hydroponic Experiment",42,6,3,5,1,ar,0
"Author Correction: A data driven approach in less expensive robust transmitting coverage and power optimization (Scientific Reports, (2022), 12, 1, (17725), 10.1038/s41598-022-21490-z)",,5,1,4,1,er,0
The Role of Food Literacy in Managing Nutritional Precarity in the Migrant Experience: Dietary Lifestyles of Cambodia Migrants in Thailand,30,3,2,2,1,ar,0
High-Risk Human Papillomavirus Detection via Cobas® 4800 and REBA HPV-ID® Assays,54,8,2,3,1,ar,0
"Thioether and Ether Furofuran Lignans: Semisynthesis, Reaction Mechanism, and Inhibitory Effect against α-Glucosidase and Free Radicals",19,6,7,1,1,ar,0
Immunogenicity and risks associated with impaired immune responses following SARS-CoV-2 vaccination and booster in hematologic malignancy patients: an updated meta-analysis,197,5,2,2,1,ar,5
Recruitment of hard coral communities on giant clam shells (Cardiidae: Tridacna) differ from surrounding reef habitats at a tourist destination in the Gulf of Thailand,44,4,2,5,0,ar,0
Candida Administration in 5/6 Nephrectomized Mice Enhanced Fibrosis in Internal Organs: An Impact of Lipopolysaccharide and (1→3)-β-D-Glucan from Leaky Gut,85,7,7,2,1,ar,2
Simultaneous Production of a Virus-Like Particle Linked to dsRNA to Enhance dsRNA Delivery for Yellow Head Virus Inhibition,54,6,2,3,1,ar,0
Spontaneous Hemorrhage of the Thyroid Gland in a Deceased with Hypertensive Emergency Presented with Hemorrhagic Stroke: A Case Report and Literature Review,49,2,1,2,0,ar,0
Correlation between Perfusion Index and Lactate Level in Critically Ill Patients,20,3,1,1,0,ar,0
Significance of the Śrāvastī Miracles According to Buddhist Texts and Dvāravatī Artefacts,59,1,1,1,1,ar,1
"Thai Guidelines for Transcatheter Aortic Valve Implantation, TAVI 2021",22,9,1,5,0,ar,0
Mangosteen vinegar from Garcinia mangostana: quality improvement and antioxidant properties,59,7,1,4,1,ar,1
"Design, synthesis, in vitro, in silico, and SAR studies of flavone analogs towards anti-dengue activity",59,11,1,5,1,ar,7
"Author Correction: Sampling from four geographically divergent young female populations demonstrates forensic geolocation potential in microbiomes (Scientific Reports, (2022), 12, 1, (18547), 10.1038/s41598-022-21779-z)",,11,1,7,1,er,0
Photosynthesis of Au/TiO2 nanoparticles for photocatalytic gold recovery from industrial gold-cyanide plating wastewater,56,4,1,4,1,ar,1
Unraveling the fundamentals of pulsed laser-assisted synthesis of nanomaterials in liquids: Applications in energy and the environment,171,9,1,6,0,re,15
Utilizing MALDI-TOF MS and LC-MS/MS to access serum peptidome-based biomarkers in canine oral tumors,54,8,1,4,1,ar,1
Ten-year persistence and evolution of Plasmodium falciparum antifolate and antisulfonamide resistance markers pfdhfr and pfdhps in three Asian countries,41,17,1,8,1,ar,1
Utility of gated SPECT parameters in detection of coronary artery disease in patients with normal perfusion images,19,3,1,1,1,ar,0
Ocular surface microbiome in diabetes mellitus,43,4,1,2,1,ar,4
Sex differences on outcomes of catheter ablation of ventricular tachycardia in patients with structural heart disease: A real-world systematic review and meta-analysis,54,11,1,8,1,ar,2
Brugada syndrome in Thailand: Three decades of progress,44,3,1,4,1,re,1
The association between vitamin D receptor polymorphism and phases of chronic hepatitis B infection in HBV carriers in Thailand,26,8,1,2,1,ar,0
The epidemiology of inflammatory bowel disease in Asia and Asian immigrants to Western countries,82,4,2,3,1,re,5
"Quartz c-axis fabric characterization of the strike-slip ductile deformation within the Three Pagodas shear zone, western Thailand",55,2,1,1,1,ar,0
Quantum Key Distribution Protocol Selector Based on Machine Learning for Next-Generation Networks,47,8,9,6,1,ar,4
DNA extraction of burnt bone and teeth casework samples using bead-beating homogenization technique,3,4,2,2,0,ar,1
Agglomeration–Flotation of Microplastics Using Kerosene as Bridging Liquid for Particle Size Enlargement,55,8,9,3,1,ar,2
Evaluating the Expression and Prognostic Value of Genes Encoding Microtubule-Associated Proteins in Lung Cancer,85,9,7,2,1,ar,0
ASSESSMENT OF ASYMMETRICAL STRESS PROFILE WITHIN WOOD USING RESTORING FORCE TECHNIQUE,19,4,2,4,1,ar,0
Purification and Characterization of Novel Anti-MRSA Peptides Produced by Brevibacillus sp. SPR-20,56,6,7,4,1,ar,1
Improving carbon yield of bacterial cellulose derived carbon by phosphorus/nitrogen doping,31,3,3,2,0,ar,2
Meteorological and Water Quality Factors Associated with Microbial Diversity in Coastal Water from Intensified Oyster Production Areas of Thailand,54,5,4,2,1,ar,1
Primary Aldosteronism: State-of-the-Art Review,314,5,1,5,2,re,12
Prolonged and Severe Drought in the Most Dammed Tributaries of the Lower Mekong Basin,60,8,9,6,1,ar,2
Microplastic-Contaminated Feed Interferes with Antioxidant Enzyme and Lysozyme Gene Expression of Pacific White Shrimp (Litopenaeus vannamei) Leading to Hepatopancreas Damage and Increased Mortality,92,4,2,2,1,ar,4
Akt/mTOR Targeting Activity of Resveratrol Derivatives in Non-Small Lung Cancer,46,8,7,2,1,ar,3
Cycloartocarpin Inhibits Migration through the Suppression of Epithelial-to-Mesenchymal Transition and FAK/AKT Signaling in Non-Small-Cell Lung Cancer Cells,48,3,7,2,1,ar,1
Role of supplementary motor area in cervical dystonia and sensory tricks,35,8,1,8,1,ar,3
Evaluating the long-term operational performance of a large-scale inland terminal: A discrete event simulation-based modeling approach,38,3,1,2,1,ar,2
Diagnostic performance of the Anyplex MTB/NTM real-time PCR in detection of Mycobacterium tuberculosis complex and nontuberculous mycobacteria from pulmonary and extrapulmonary specimens,28,4,1,1,1,ar,1
Machine learning-based normal tissue complication probability model for predicting albumin-bilirubin (ALBI) grade increase in hepatocellular carcinoma patients,37,9,2,5,1,ar,1
Examining the ride-hailing adoption behaviors among older adults in an Indonesian city: The case of Yogyakarta,53,5,7,4,1,ar,1
Communicating innovation and sustainability in family businesses through successions,74,4,1,1,1,ar,1
"Effects of Low Dietary Cation and Anion Difference on Blood Gas, Renal Electrolyte, and Acid Excretions in Goats in Tropical Conditions",26,4,2,3,1,ar,1
Compressed composite carbon felt as a negative electrode for a zinc–iron flow battery,50,8,1,4,1,ar,2
Effects of Re and Co additions on lattice parameters and lattice misfit in cast Ni-based superalloys,29,10,3,6,0,ar,1
Influence of pre-and post-weld heat treats on microstructures of laser welded GTD-111 with IN-718 as filler metal,25,5,3,2,0,ar,1
Feline Cyst-like Lymphocytic Cholangiohepatitis in a Cat: First Case Report,36,8,2,2,1,ar,0
Combating with Compassion Fatigue: The Perspective of Family Caregivers of People with Schizophrenia,33,2,1,1,1,ar,0
Association of supply sources of alcohol and alcohol-related harms in adolescent drinkers: the baseline characteristics of a high school cohort across Thailand,43,15,1,11,1,ar,0
Sustainability analysis of bioethanol production from grain and tuber starchy feedstocks,44,4,1,2,1,ar,2
Reducing 48-h emergency department revisits and subsequent admissions: a retrospective study of increased emergency medicine resident floor coverage,45,4,1,2,1,ar,1
Chitosan nanoparticle immersion vaccine offers protection against tilapia lake virus in laboratory and field studies,51,6,4,3,0,ar,5
The effect of the hole position on trapezoidal winglet vortex generators in a rectangular-duct-type solar air heater,43,1,2,1,0,ar,3
"Erratum to: Searches for long-lived charged particles in pp collisions at s = 7 and 8 TeV (Journal of High Energy Physics, (2013), 2013, 7, (122), 10.1007/JHEP07(2013)122)",69,2204,1,219,1,er,0
Graves’ disease: an uncommon cause of late sequelae following DRESS (drug reaction with eosinophilia and systemic symptoms),11,6,2,1,1,no,0
"Caffeic acid N-[3,5-bis(trifluoromethyl)phenyl] amide as a non-steroidal inhibitor for steroid 5α-reductase type 1 using a human keratinocyte cell-based assay and molecular dynamics",56,9,1,2,1,ar,0
Tele Health Self-Management (THSM) Innovation for Patients with COVID-19: A Conceptual Design,35,7,2,2,1,le,0
Enhancing Lifelong Language Learning by Improving Pseudo-Sample Generation,48,5,4,2,1,ar,0
Bioenhancing effects of piperine and curcumin on triterpenoid pharmacokinetics and neurodegenerative metabolomes from Centella asiatica extract in beagle dogs,84,6,1,4,1,ar,0
Decision to use denture adhesive in complete denture wearers after one-month run-in period: A quasi-experimental study,30,3,1,2,1,ar,1
"Luminescence dating of archaeometallurgical slag from Buriram Province, northeastern Thailand",36,6,1,2,1,ar,0
Development of lipoyl-substituted porphyrins as novel biocompatible mitochondria-targeting agents,36,6,1,3,1,ar,0
Outcomes and predictors of one-year mortality in patients hospitalized with Acute Heart Failure,29,9,1,2,1,ar,0
"The effect of Moringa oleifera capsule in increasing breast milk volume in early postpartum patients: A double-blind, randomized controlled trial",15,2,2,1,1,ar,2
Inactivation rates of African swine fever virus by compound disinfectants,35,5,6,3,1,ar,0
Comparison between Penetration Forces for a 25-Gauge Cannula to Perforate an Artery at 45-Degree and 90-Degree Angles,5,3,1,2,1,no,0
Weight change with integrase strand transfer inhibitors among virally suppressed Thai people living with HIV,22,4,4,4,0,ar,0
The Predictors for Severe SARS-CoV-2 Omicron (B.1.1.529) and Pre-Omicron Variants Infection among Kidney Transplant Recipients,4,11,1,2,1,le,0
"Severe Fever with Thrombocytopenia Syndrome Virus Infection, Thailand, 2019–2020",10,6,3,3,1,ar,1
Performance assessment of weighted mean temperature models derived from AIRS and ERA5 reanalysis for calculating GPS precipitable water vapor in the thailand region,43,3,3,2,0,ar,0
"Phylogeny and biogeography of Indochinese freshwater mussels in the genus Pilsbryoconcha Simpson, 1900 (Bivalvia: Unionidae) with descriptions of four new species",81,6,1,6,1,ar,4
"Effectiveness of grey and green engineered solutions for protecting the low-lying muddy coast of the Chao Phraya Delta, Thailand",56,6,1,4,1,ar,2
Investigation of mass transfer and hydrodynamics of liquid-liquid extraction in spinning disc reactor by computational fluid dynamics simulation,37,9,1,5,1,ar,2
International recommendations for plasma Epstein-Barr virus DNA measurement in nasopharyngeal carcinoma in resource-constrained settings: lessons from the COVID-19 pandemic,32,33,1,25,2,re,3
Monkeypox virus productively infects human induced pluripotent stem cell-derived astrocytes and neural progenitor cells,10,8,2,3,2,le,2
Effect of neonatal reticulocytosis on glucose 6-phosphate dehydrogenase (G6PD) activity and G6PD deficiency detection: a cross-sectional study,29,10,1,4,1,ar,2
Physically Based Shape Matching,42,4,1,2,0,ar,2
Gold nanoparticles-assisted sodium borohydride supported on titania as a catalyst for the oxidative steam reforming of methanol and CO oxidation,55,5,3,4,0,ar,0
Effective Crude Oil Trading Techniques Using Long Short-Term Memory and Convolution Neural Networks,26,3,5,1,1,ar,1
Higher blood pressure versus normotension targets to prevent acute kidney injury: a systematic review and meta-regression of randomized controlled trials,33,5,1,6,1,ar,4
Adductor Canal Block Combined with Interspace between the Popliteal Artery and Capsule of the Knee (iPACK) versus Periarticular Injection for Total Knee Arthroplasty,31,6,2,3,1,ar,0
Higher prevalence of QTc interval prolongation among virologically suppressed older people with HIV,51,11,3,5,0,ar,0
Economic evaluation of peritoneal dialysis and hemodialysis in Thai population with End-stage Kidney Disease,36,12,1,8,1,ar,2
Green synthesis of silver nanoparticles using the extract of spent coffee used for paper-based hydrogen peroxide sensing device,68,6,1,4,1,ar,2
Ru tailored hydrous cobalt phosphate as a rational approach for high-performance alkaline oxygen evolution reaction,76,10,6,6,0,ar,1
The clinical outcomes of high neutralizing antibodies titer convalescent plasma therapy in early developed severe COVID-19 patients; a case–control study,33,9,2,4,1,ar,1
Mechanically tunable resins based on acrylate-based resin for digital light processing (DLP) 3D printing,47,4,1,2,1,ar,3
