Title,cover_date,authkey_word
"Deep multispectral painting reproduction via multi-layer, custom-ink printing",2018-12-04,"3d printing, Multi-spectral imaging, Spectral reproduction"
Carbonized briquettes as a tool for adding value to waste from rain tree (Samanea saman) and coffee ground/tea waste,2018-12-04,"Carbonized briquette, Coffee ground/tea waste, Rain tree (Samanea Saman)"
Periodic-review policy for a 2-Echelon inventory problem with seasonal demand,2018-12-04,"Inventory systems, Mixed-integer programming, Multi-echelon systems, Seasonal demand"
Reference stress approach for fracture assessment of extrados circumferential through-wall crack between elbow and pipe under internal pressure,2018-12-04,"Circumferential through-wall crack, Elbow, Failure assessment diagram, J-integral, Pipe, Reference stress method"
Atmospheric water estimation using GNSS precise point positioning method,2018-12-04,"GNSS, PPP, PWV, Troposphere, Water content"
Development of arbuscular mycorrhizal fungi-organic fertilizer pellets encapsulated with alginate film,2018-12-04,"Alginate, Arbuscular mycorrhizal, Encapsulation, Organic fertilizer, Pellets"
Cross-sectoral analysis of water usage in Thailand using input–output model,2018-12-04,"Direct and indirect water usage, Economic system, Gross domestic product, Input, Output model, Water usage"
Speculation of nano-gap sensor for DNA sequencing technology: A review on synthetic nanopores,2018-12-04,"DNA sequencing, Molecular biology, Nanochannel, Nanofabrication, Nanopore, Sensor"
Relationships between causal factors affecting future carbon dioxide output from Thailand's transportation sector under the government's sustainability policy: Expanding the SEM-VECM model,2018-12-03,"CO2 emissions, Economic growth, Long-termrelationship, Policy modeling, SEM-VECMmodel"
Mechanochemical-assisted heterogeneous surface modification of parawood microcrystalline cellulose and its effect on the properties of polypropylene composites,2018-12-03,"Composite, Esterification, Mechanochemistry, Microcrystalline cellulose, Surface modification"
Sequential Fractionation of Palm Empty Fruit Bunch and Microwave-Assisted Depolymerization of Lignin for Producing Monophenolic Compounds,2018-12-03,"Alkaline hot compressed water fractionation, Lignin depolymerization, Microwave reaction, Palm empty fruit bunch, Phenolic compounds"
Enhancement of Hydrogen Evolution Reaction Performance of Graphitic Carbon Nitride with Incorporated Nickel Boride,2018-12-03,"Electrocatalysts, g-C3N4, HER, Ni2B"
Hemostatic efficacy of sheep-derived fibrin glue for liver biopsy in swine,2018-12-01,"fibrinogen, liver biopsy, sheep-derived fibrin glue, swine, thrombin"
"Plasmid profile of Enterococcus faecium and Enterococcus faecalis isolated from pigs, pork and humans in Thai-Laos border provinces",2018-12-01,"enterococcus, pig, plasmid, pork, Thai-Lao border provinces"
Computed tomographic contrast enhancement and tumor angiogenesis in canine oral tumors,2018-12-01,"angiogenesis, computed tomography, dog, oral, tumor"
Efficacy of different vaccination programs of recombinant HVT-NDV vaccine against genotype VII NDV Challenge in broiler chickens,2018-12-01,"chicken, efficacy, Newcastle disease virus, recombinant HVT-NDV vaccine"
Emergence of a classical variant of porcine epidemic diarrhea virus novel to Thailand responsible for the milder clinical disease in a herd previously infected with a pandemic variant,2018-12-01,"Emergence, Novel, Porcine epidemic diarrhea virus, Spike gene, Thailand"
Comparative ultrasonographic and computed tomographic images of the adrenal glands of healthy cats,2018-12-01,"Adrenal glands, Cats, Computed Tomography, Normal, Ultrasonography"
"A preliminary study on diversity of midgut microbiota in Aedes aegypti (Linnaeus) and Culex quinquefasciatus (Say) collected from Bangkok, Thailand",2018-12-01,"Aedes aegypti, Bacteria, Culex quinquefasciatus, Midgut, Thailand"
Predicting the present revisited: The case of Thailand,2018-12-01,"Google Trends, Nowcasting"
Survival time and prognosis factors in hypertrophic cardiomyopathy cats with congestive heart failure,2018-12-01,"cat, congestive heart failure, hypertrophic cardiomyopathy, survival time"
"The potential use of phytoestrogen containing the herb, Pueraria mirifica, for bone healing in osteoporotic monkeys",2018-12-01,"Bone mineral contents, Estrogen deficiency, Macaca fascicularis, Osteoporosis, Pueraria mirifica, X-ray"
Dynamic symmetry breaking in sat using augmented clauses with a polynomial-time lexicographic pruning,2018-12-01,"Boolean satis?ability problems, Symmetry"
Approximation of positive integer in double-base number system with a single term,2018-12-01,"Approximation algorithm, Division, Double-base number system, Integer, Preprocessing table"
"Machine learning methods for abnormality detection in hard disk drive assembly process: Bi-LSTM, Wavelet-CNN and SVM",2018-12-01,"Bi LSTM, Convolutional Neural Network, Detection, Hard Disk Drive, LSTM, Support Vector Machine, Voice Coil Motor"
ALMA twenty-six arcmin2 survey of GOODS-S at one millimeter (ASAGAO): Source catalog and number counts,2018-12-01,"Cosmology: observations, Galaxies: evolution, Galaxies: formation, Galaxies: high-redshift, Submillimeter: galaxies"
Railway network modeling using building block of timed coloured petri nets,2018-12-01,"Coloured petri nets, Model, Petri nets, Railway, Timed petri nets, Train, Train schedule"
Refactoring orchestrated web services into microservices using decomposition pattern,2018-12-01,"BPEL, Decomposition pattern, Microservices, SOA"
Skin Barrier Function and Atopic Dermatitis,2018-12-01,"Atopic dermatitis, Barrier, Filaggrin, Lipid, Tight junction, Treatment"
Effect of food additives on the quality of white shrimp (Litopenaeus vannamei),2018-12-01,"Microbial Transglutaminase (MTGase), Sodium Bicarbonate, Sodium Tripolyphosphate (STPP), Water Holding Capacity, White Shrimp"
High infection rate of Zika virus in mosquitoes collected from an area of active Zika virus transmission in eastern Thailand,2018-12-01,"Chikungunya, Dengue, Mosquitoes, Thailand, Zika"
Antimicrobial and weed inhibitory activities of Senna spectabilis extracts against plant pathogens,2018-12-01,"Germination, Herbicidal activity, Plant disease, Senna spectabilis"
D-minimal expansions of the real field have the zero set property,2018-12-01,"C p functions, D-minimal, Definable sets, Expansion of the real field, Zero sets"
Current progress in production of flavonoids using systems and synthetic biology platforms,2018-12-01,"Biosensor, Flavonoid, Metabolic engineering, Microbial systems, Synthetic biology"
Mucuna pruriens seed extract promotes neurite outgrowth via ten-4 dependent and independent mechanisms in Neuro2a cells,2018-12-01,"Neurite outgrowth, Neuro2a cells, Neurodegenerative diseases, Ten-4"
A study into perioperative anaesthetic adverse events in Thailand (PAAd THAI): An analysis of suspected emergence delirium,2018-12-01,"Agitation, Emergence delirium, General anaesthesia"
Effect of emg biofeedback to improve hand function in children with cerebral palsy: A randomized controlled trial,2018-12-01,"Cerebral palsy, Electromyographic biofeedback, EMG biofeedback, Upper extremity and hand function"
Lipschitz retractions onto sphere vs spherical cup in a hilbert space,2018-12-01,"Lipschitz retraction, Optimal retraction, Spherical cup"
Mechanisms of carbapenem resistance in Acinetobacter pittii and Acinetobacter nosocomialis isolates from Thailand,2018-12-01,"Acinetobacter nosocomialis, Acinetobacter pittii, Carbapenem resistance, Carbapenemase, Efflux pump, Outer membrane protein"
Amyloidosis associated with long-standing enterobacter endocarditis in a dog,2018-12-01,"Amyloidosis, Dogs, Endocarditis, Enterobacter"
A New tocopherol derivative and cytotoxicity from the leaves of dalbergia velutina,2018-12-01,"(+)-α-Tocuspirone, Cytotoxicity, Dalbergia velutina, Leguminosae"
Effecting factors of the mechanical properties of Thai Dendrocalamus gigantues bamboo,2018-12-01,"Bending strength, Compressive strength, Internode, Node, Tensile strength, Thai Dendrocalamus Giganteus Bamboo (TDG)"
Determining the amphipol distribution within membrane-protein fibre samples using small-angle neutron scattering,2018-12-01,"amphipol, deuteration, membrane proteins, small-angle neutron scattering"
"Differential dendritic cell responses to cell wall mannan of Candida albicans, Candida parapsilosis, and Candida dubliniensis",2018-12-01,"Candida albicans, Candida dubliniensis, Candida parapsilosis, Dendritic cells, Mannan, Oral candidiasis"
Common viral infections in kidney transplant recipients,2018-12-01,"Asia, Hepatitis, Immunosuppression, Kidney transplantation, Virus diseases"
Event shape variables measured using multijet final states in proton-proton collisions at √s=13 TeV,2018-12-01,"Hadron-Hadron scattering (experiments), Jet physics, Jets"
A nonrelativistic limit for AdS perturbations,2018-12-01,"AdS-CFT Correspondence, Classical Theories of Gravity, Conformal and W Symmetry, Integrable Field Theories"
Melittin induced G1 cell cycle arrest and apoptosis in Chago-K1 human bronchogenic carcinoma cells and inhibited the differentiation of THP-1 cells into tumour- associated macrophages,2018-12-01,"Apoptosis, Bronchogenic carcinoma, Cathepsin S, Melittin, Tumor-associated macrophage"
The utilization of the surviving sepsis campaign care bundles in the treatment of pediatric patients with severe sepsis or septic shock in a resource-limited environment: A prospective multicenter trial,2018-12-01,"Decrease in mortality, multicenter, pediatric, septic shock, severe sepsis, surviving sepsis campaign care bundles"
Role of mucoprotective agents in endoscopic submucosal dissection-derived ulcers: A systematic review,2018-12-01,"Healing, Mucoprotective agent, Post-gastric ESD, PPI, Ulcer"
GOODS-ALMA: 1.1 mm galaxy survey: I. Source catalog and optically dark galaxies,2018-12-01,"Galaxies: Active, Galaxies: Evolution, Galaxies: High-redshift, Galaxies: Photometry, Galaxies: Star formation, Submillimeter: Galaxies"
Two-state co-expression network analysis to identify genes related to salt tolerance in Thai rice,2018-12-01,"Clustering coefficients, Gene co-expression network, Network analysis, Rice genome, RNA sequencing, Salt stress, Salt-tolerant genes, Two-state networks, ‘khao dawk mali 105’"
The [CII] emission as a molecular gas mass tracer in galaxies at low and high redshifts,2018-12-01,"Galaxies: evolution, Galaxies: high redshift, Galaxies: ISM-galaxies: star formation, Galaxies: starburst, Submillimetre: galaxies"
Rice overexpressing OsNUC1-s reveals differential gene expression leading to yield loss reduction after salt stress at the booting stage,2018-12-01,"Booting stage, Light saturation point, Nucleolin, Photosynthesis, RNA binding protein, Salt stress, Transcriptome"
How might normative and mimetic pressures improve local government service performance reporting?,2018-12-01,"Institutional theory, Legitimacy threat, Public sector accounting, Service performance reporting"
Genetic diversity and relationships among Lyle's flying fox colonies in Thailand,2018-12-01,"Filter paper card, Gene flow, Lyle's flying fox, Population, Pteropus lylei"
Improving Thai word and sentence segmentation using linguistic knowledge,2018-12-01,"Summarization, Thai, Topic extraction, Translation, Word segmentation"
Baseline atrial fibrillation is associated with contrast-induced nephropathy after cardiac catheterization in coronary artery disease: Systemic review and meta-analysis,2018-12-01,"atrial fibrillation, contrast-induced nephropathy, mortality"
Extraction of Trend Keywords and stop words from Thai Facebook pages using character n-Grams,2018-12-01,"Information retrieval, Keyword extraction, Social media mining, Stop words"
Adjunctive Use of Cidofovir and Intravenous Immunoglobulin to Treat Invasive Adenoviral Disease in Solid Organ Transplant Recipients,2018-12-01,"adenovirus, cidofovir, intravenous immunoglobulin, solid organ transplant"
"Two regulators, PA3898 and PA2100, modulate the pseudomonas aeruginosa multidrug resistance MexAB-OprM and EmrAB efflux pumps and biofilm formation",2018-12-01,"EmrAB, MexAB-OprM, PA2100, PA3898, Phenazine, Pseudomonas aeruginosa"
Low-density lipoprotein cholesterol target attainment in patients with stable or acute coronary heart disease in the Asia-Pacific region: results from the Dyslipidemia International Study II,2018-12-01,"acute coronary syndrome, Cholesterol, coronary heart disease, lipids, myocardial infarction, statins"
AFOMP policy number 6: code of ethics for medical physicists in AFOMP Countries,2018-12-01,"Conduct, Education, Ethics, Medical physics, Research"
New application of dynamic magnetic resonance imaging for the assessment of deglutitive tongue movement,2018-12-01,"Cine-magnetic resonance (MR) imaging, Deglutition, Movement, Tongue"
The Effect of a Brief HIV Prevention Program on Risk Reduction Behaviors Among Thai Men Diagnosed With Sexually Transmitted Infections,2018-12-01,"condoms, primary prevention, risk reduction behavior, sexually transmitted diseases"
Impact of AlCl3 and FeCl2 Addition on Catalytic Behaviors of TiCl4/MgCl2/THF Catalysts for Ethylene Polymerization and Ethylene/1-Hexene Copolymerization,2018-12-01,"Ethylene/1-hexene copolymerization, Lewis acid, Linear low-density polyethylene, Ziegler-natta catalysts"
Vonoprazan versus proton-pump inhibitors for gastric endoscopic submucosal dissection-induced ulcers: A systematic review and meta-analysis,2018-12-01,"bleeding, endoscopic submucosal dissection, gastric neoplasms, proton-pump inhibitor, vonoprazan"
The metal kiln with heat distribution pipes for high quality charcoal and wood vinegar production,2018-12-01,"Bamboo, Charcoal production, Heat distribution pipe, Metal kiln, Wood vinegar"
"Major depression model induced by repeated and intermittent lipopolysaccharide administration: Long-lasting behavioral, neuroimmune and neuroprogressive alterations",2018-12-01,"Chronic depression, Forced swimming test, LPS, Neuroinflammation, SAT1, Tryptophan catabolism"
"Metal accumulation in the marine bivalve, Marcia optima collected from the coastal area of Phuket Bay, Thailand",2018-12-01,"Marcia optima, Metals, Phuket, Risk assessment, Sediment"
Incorporation of 13 C-HCO 3 − by ammonia-oxidizing archaea and bacteria during ammonia oxidation of sludge from a municipal wastewater treatment plant,2018-12-01,"Ammonia-oxidizing archaea, Ammonia-oxidizing bacteria, Autotrophic growth, DNA-stable isotope probing, Wastewater treatment plant"
Effects of varying soil and atmospheric water deficit on water use characteristics of tropical street tree species,2018-12-01,"Lagerstroemia speciosa, Pterocarpus indicus, Sap flux density, Swietenia macrophylla, Urban trees"
"The benefits of angiotensin-converting enzyme inhibitors/angiotensin II receptor blockers combined with calcium channel blockers on metabolic, renal, and cardiovascular outcomes in hypertensive patients: a meta-analysis",2018-12-01,"ACEIs, ARBs, CCBs, Clinical outcomes, Hypertension, Meta-analysis"
Comparison between digital image analysis and visual assessment of immunohistochemical HER2 expression in breast cancer,2018-12-01,"Breast cancer, Digital image analysis, Dual in-situ hybridization, HER2"
Chitosan-based nanoparticles with damnacanthal suppress CRM1 expression,2018-12-01,"Chitosan, Chromosome maintenance protein 1, Damnacanthal, Nanoparticles, Non-steroidal anti-inflammatory drugs- activated gene"
Evaluation of Plasmodium vivax isolates in Thailand using polymorphic markers Plasmodium merozoite surface protein (PvMSP) 1 and PvMSP3,2018-12-01,"Merozoite surface protein 1 (MSP1), Merozoite surface protein 3 (MSP3), Plasmodium vivax, Polymorphism"
Classification of unusual insertion of the pectoralis minor muscle,2018-12-01,"Clavicle, Coracohumeral ligament, Coracoid process, Glenohumeral joint capsule, Pectoralis minor muscle, Variation"
Scaling laws for static displacement of linearly elastic cracked beam by energy method,2018-12-01,"Cracked beam, Linear elastic fracture mechanics, Scaling law, Structural similarity, The principle of conservation of energy"
"Inflammatory reaction, clinical efficacy, and safety of bacterial cellulose wound dressing containing silk sericin and polyhexamethylene biguanide for wound treatment",2018-12-01,"Bacterial cellulose, Dressing, PHMB, Sericin, STSG donor site, Treatment"
Caring for Thai Older Persons With Long-Term Care Needs,2018-12-01,"family caregiving, intergenerational support, long-term care, older persons, Thailand"
Facilitated transport of cadmium with montmorillonite KSF colloids under different pH conditions in water-saturated sand columns: Experiment and transport modeling,2018-12-01,"Cadmium, Contaminant transport, Groundwater, HYDRUS-1D, Montmorillonite colloids"
Influence of anisotropic properties on vertical vibrations of circular foundation on saturated elastic layer,2018-12-01,"Elastic layer, Foundations, Poroelasticity, Soil–structure interaction, Transversely isotropic, Vertical vibrations"
Generation and characterization of hepatocellular carcinoma cell lines with enhanced cancer stem cell potential,2018-12-01,"cancer stem cells, CD133, cell culture model, chorioallantoic membrane assay, hepatocellular carcinoma, tumour cell aggressiveness"
Evaluation of different pretreatments of Napier grass for enzymatic saccharification and ethanol production,2018-12-01,"alkaline pretreatment, bioethanol, Napier grass, pretreatment, simultaneous saccharification and fermentation"
Biofuel production via the pyrolysis of sugarcane (Saccharum officinarum L.) leaves: Characterization of the optimal conditions,2018-12-01,"Bio-oil, Biochar, Lightweight biomass, Pyrolysis, Sugarcane leaves"
Is the occiput-wall distance valid and reliable to determine the presence of thoracic hyperkyphosis?,2018-12-01,"Cobb angle, Dowager's hump, Round back, Spine"
Optimization of process parameters using response surface methodology for Pd(II) extraction with quaternary ammonium salt from chloride medium: kinetic and thermodynamics study,2018-12-01,"CCD, Isotherm model, LLE, Optimization, Pd(II) purification, RSM"
Loss of Gsα in osteocytes leads to osteopenia due to sclerostin induced suppression of osteoblast activity,2018-12-01,"Bone lining cells, Gsα, Neutralizing antibody, Osteoblasts, Osteocytes, Sclerostin"
Intracatheter Antifungal Lock Leading to Detrimental Complications,2018-12-01,"Fungal peritonitis, Intracatheter, Paradoxical, Peritoneal dialysis (PD)"
A randomized trial of low-dose gabapentin for post hospitalization relapse prevention in a Thai clinical sample of alcohol dependence,2018-12-01,"Alcohol, Dependence, Gabapentin, Heavy drinking"
Three-dimensional lower bound finite element limit analysis of Hoek-Brown material using semidefinite programming,2018-12-01,"Finite element limit analysis, Hoek-Brown, Lower bound, Rock mass, Semidefinite programming"
Clinical and functional studies of two novel variants in the LPL gene in subjects with severe hypertriglyceridemia,2018-12-01,"Insertion, LPL, LPL activity, LPL mass, Mutation, Novel"
Topical drug delivery to the posterior segment of the eye: The effect of benzalkonium chloride on topical dexamethasone penetration into the eye in vivo,2018-12-01,"Benzalkonium chloride, Dexamethasone, Eye drops, Penetration enhancer"
"Effect of pressure on the structure stability, electronic structure and band gap engineering in Zn16O1S15",2018-12-01,"ab-initio calculation, Density functional theory, High pressure, II-VI ternary alloys, Phase stability"
Two host gut-derived lactic acid bacteria activate the proPO system and increase resistance to an AHPND-causing strain of Vibrio parahaemolyticus in the shrimp Litopenaeus vannamei,2018-12-01,"Immunity, Lactic acid bacteria, Probiotic, proPO system, Shrimp, Vibrio parahaemolyticus"
Improved Survival of Elderly-fit Patients With Acute Myeloid Leukemia Requiring Intensive Therapy: 3-Year Multicenter Analysis From TALWG,2018-12-01,"Cytogenetic risks, Induction treatment, Performance status, Senility, Thailand"
Changes of cardiac function in diabetic dogs,2018-12-01,"Biomarkers, Cardiomyopathy, Diabetes mellitus, Diastolic dysfunction"
Quinolone-resistant phenotype of Flavobacterium columnare isolates harbouring point mutations both in gyrA and parC but not in gyrB or parE,2018-12-01,"Antimicrobials, Flavobacterium columnare, Mutation, Quinolone, Resistance"
Mechanistic aspect based on the role of reactive oxidizing species (ROS) in macroscopic level on the glycerol photooxidation over defected and defected-free TiO2,2018-12-01,"Black TiO2, Glycerol, Photocatalytic oxidation, Reactive oxidizing species, Scavengers"
High tissue eosinophilia as a marker to predict recurrence for eosinophilic chronic rhinosinusitis: a systematic review and meta-analysis,2018-12-01,"chronic rhinosinusitis, disease severity, endoscopic sinus surgery, eosinophilia rhinitis and nasal polyposis, paranasal sinus disease, recurrence"
Constitutive equations for vertical upward two-phase flow in rod bundle,2018-12-01,"Covariance, Flow regime, Interfacial area concentration, Rod bundle, Void fraction"
"Serological evidence of duck Tembusu virus infection in free-grazing ducks, Thailand",2018-12-01,"duck Tembusu virus, free-grazing ducks, serological survey, Thailand"
Evaluation of dielectric cure monitoring for in situ measurement of natural rubber vulcanization,2018-12-01,"dielectric cure monitoring, rubber cure characterization, rubber cure monitoring system, vulcanization"
A spectroscopic study of indigo dye in aqueous solution: A combined experimental and TD-DFT study,2018-12-01,"DFT, Dispersion, Indigo, TD-DFT, UV–Visible spectra"
"Permian–Triassic back-arc basin development in response to Paleo-Tethys subduction, Sa Kaeo–Chanthaburi area in Southeastern Thailand",2018-12-01,"Back-arc basin, Basalt, Detrital zircon U-Pb dating, Paleo-Tethys, Sandstone provenance"
Ultrasound evaluation of arterial anastomosis of the forehead,2018-12-01,"arterial anastomosis, filler injection, forehead arteries, ocular complication"
Factorizable non-atomic copulas,2018-12-01,"Associated sigma-algebra, Copula, Factorizability, Markov operator, Non-atomic"
Characterization of N-type and P-type Aluminum Antimonides on Si substrates for room-temperature optoelectronic devices,2018-12-01,"Aluminum antimonides, Doping, III-V materials, N-type AlSb, Optoelectronic devices, P-type AlSb, Radiation detector, Semiconductor materials, Si substrate, Sputtering deposition"
Cortical Bone Loss in a Spontaneous Murine Model of Systemic Lupus Erythematosus,2018-12-01,"Cortical bone, FcγRIIB, Microindentation, Systemic lupus erythematosus"
Cytotoxicity against cancer cells of chitosan oligosaccharides prepared from chitosan powder degraded by electrical discharge plasma,2018-12-01,"Cancer cells, Chitosan, Chitosan oligosaccharides, Degradation, Electrical discharge plasma"
Inhibition of amyloid fibril formation in the variable domain of λ6 light chain mutant Wil caused by the interaction between its unfolded state and epigallocatechin-3-O-gallate,2018-12-01,"AL amyloidosis, Amyloid fibril formation, EGCG, Inhibition mechanism"
Measurement of ballistic impact performance of fiber reinforced polybenzoxazine/polyurethane composites,2018-12-01,"Ballistic impact performance, Finite element, Polybenzoxazine, Polymer composite"
Development of a high throughput yeast-based screening assay for human carbonic anhydrase isozyme II inhibitors,2018-12-01,"Carbonic anhydrase inhibitor, Human carbonic anhydrase isozyme II, NCE103, Resazurin, Saccharomyces cerevisiae, Yeast-based assay"
Nephrology nurses' perceptions of discussing sexual health issues with patients who have end-stage kidney disease,2018-12-01,"End stage kidney disease, Nephrology nurses, Perception, Sexual health issues"
Effects of decongestant addition to intranasal corticosteroid for chronic rhinitis: a systematic review and meta-analysis,2018-12-01,"allergic, decongestant, rhinitis, steroids, vasoconstrictor"
Simultaneous assessment of various quality attributes and shelf life of packaged bratwurst using hyperspectral imaging,2018-12-01,"Chemometrics, Hyperspectral imaging, Processed meat, Quality attributes, Shelf life, Wavelength selection"
Finite element modelling of flexural behaviour of geosynthetic cementitious composite mat (GCCM),2018-12-01,"Fabrics/textiles, Fibre/matrix bond, Finite element analysis (FEA), Layered structures"
Chitosan/alginate nanoparticles as a promising approach for oral delivery of curcumin diglutaric acid for cancer treatment,2018-12-01,"Alginate, Cancer, Chitosan, Curcumin diglutaric acid, Nanoparticles"
Environmental risk factors and nonpharmacological and nonsurgical interventions for obesity: An umbrella review of meta-analyses of cohort studies and randomized controlled trials,2018-12-01,"bias, cohort studies, evidence, meta-analyses, obesity, risk factors, treatment, umbrella review"
A colorimetric paper-based analytical device coupled with hollow fiber membrane liquid phase microextraction (HF-LPME) for highly sensitive detection of hexavalent chromium in water samples,2018-12-01,"Colorimetric detection, Hexavalent chromium, Hollow fiber membrane liquid phase microextraction, Microfluidic paper-based analytical devices"
Detection of Aujeszky's disease virus DNA and antibody in swine oral fluid specimens,2018-12-01,"Aujeszky's disease virus, gB, gE, gI, oral fluid"
"Acemannan increased bone surface, bone volume, and bone density in a calvarial defect model in skeletally-mature rats",2018-12-01,"Acemannan, Aloe vera, Bone repair, Histopathology, Microcomputed tomography"
