Title,cover_date,authkey_word
Cardiovascular Risk and Health Among People With Human Immunodeficiency Virus (HIV) Eligible for Primary Prevention: Insights From the REPRIEVE Trial,2021-12-01,"atherosclerotic cardiovascular disease, cardiac prevention, cardiovascular health, cardiovascular risk, lifestyle modifications"
"Taxonomic Status of Fowlea tytleri (Blyth, 1863) from the Andaman Islands",2021-12-01,"Biodiversity studies, mtDNA, reptiles, Southeast Asia, Xenochrophis"
"Nesting Ecology and Reproducing Females of the Snail-eating Turtle, Malayemys macrocephala, in Paddy Fields in Central Plain of Thailand",2021-12-01,"Cytochrome b, freshwater turtle, mitochondrial DNA, nesting-site preference, reproducing female number"
Production of oil with increasing palmitoleic acid content by Cyberlindnera subsufficiens NG8.2 from oil palm empty fruit bunch via co-fermentation with cassava starch,2021-12-01,"Cassava starch, Cyberlindnera subsufficiens NG8.2, Oil palm empty fruit bunch, Oleaginous yeast, Palmitoleic acid"
Development of multiplex reverse transcription-polymerase chain reaction for differentiation of strains of infectious bursal disease virus and primary screening of the virus in Thailand,2021-12-01,"Infectious bursal disease virus, Multiplex reverse transcription-polymerase chain reaction, Restriction fragment length polymorphism, Strain, Thailand"
Validation of Brix refractometer to estimate immunoglobulin G concentration in goat colostrum,2021-12-01,"Caprine, Colostrum quality, Optical Brix refractometer"
What is the best systemic treatment for newly diagnosed inflammatory breast cancer?-a narrative review,2021-12-01,"anti-HER2 therapy, CDK4/6 inhibitor, immunotherapy, Inflammatory breast cancer (IBC)"
FOURTH-ORDER STRAIN GRADIENT BAR-SUBSTRATE MODEL WITH NONLOCAL AND SURFACE EFFECTS FOR THE ANALYSIS OF NANOWIRES EMBEDDED IN SUBSTRATE MEDIA,2021-12-01,"Displacement-based formulation, Fourth-order nonlocal strain gradient model, Nanobeam-substrate model, Nonlocal strain gradient, Nonlocal thermodynamic approach"
"Barriers and Challenges in Managing Hypertension in Belitung, Indonesia: A Qualitative Study",2021-12-01,"Community nurses, Hypertension, Indonesia, Public health, Qualitative research"
Changes in Choroidal Vascularity Index (CVI) in Intermediate Uveitis,2021-12-01,"Choroidal thickness, Choroidal vascularity index, Enhanced depth imaging, Intermediate uveitis, Optical coherence tomography"
Measurement of the inclusive and differential t t¯ γ cross sections in the single-lepton channel and EFT interpretation at √s = 13 TeV,2021-12-01,"Hadron-Hadron scattering (experiments), Top physics"
Probing effective field theory operators in the associated production of top quarks with a Z boson in multilepton final states at √s = 13 TeV,2021-12-01,"Hadron-Hadron scattering (experiments), Top physics"
Erectile dysfunction among Thai patients with COVID-19 infection,2021-12-01,"Anxiety, COVID-19, Depression, Erectile dysfunction (ED)"
Therapeutic vaccine BRII-179 restores HBV-specific immune responses in patients with chronic HBV in a phase Ib/IIa study,2021-12-01,"BRII-179, CHB, HBV-specific immune response, IFN-alpha, immunotherapy"
"Investigation of sulfonated solid acid catalysts derived from oil palm kernel shell, corncob, and diatomaceous earth for esterification of ethanol and propanoic acid, characterisation and their performance",2021-12-01,"Biochar, Diatomite, Esterification, Ethyl propanoate, Solid catalyst"
Chloride-induced corrosion of a galvanized steel-embedded calcium sulfoaluminate stucco system,2021-12-01,"Calcium sulfoaluminate cement, Chloride, Corrosion, Galvanized steel reinforcement, Service life"
Quality Assessment of Mobile Cone-beam Computerized Tomography Scanner Made in Thailand: A Phantom Study,2021-12-01,"Cone-beam computed tomography, Craniofacial abnormalities, MobiiScan, Radiologic phantom, X-ray computed tomography"
Chemotherapy-Related Cerebral Venous Sinus Thrombosis in a Colon Cancer Patient Receiving Adjuvant Chemotherapy: Case Report and Literature Review,2021-12-01,"Central venous sinus thrombosis, Chemotherapy-induced VTE, Oxaliplatin"
Healthcare Resource Utilization and Healthcare Costs of COVID-19 Patients in A Tertiary Care Public Hospital: A Retrospective Cohort Study in Thailand,2021-12-01,"COVID-19, Healthcare costs, Healthcare resource utilization, SARS-CoV-2, Thailand"
Risk of HIV/STIs among Muslim army conscripts in the three deep southern provinces of Thailand,2021-12-01,"Human immunodeficiency virus, Islam, Military, Sexual behavior, Sexually transmitted diseases, Thailand"
The analgesic efficacy of anterior femoral cutaneous nerve block in combination with femoral triangle block in total knee arthroplasty: a randomized controlled trial,2021-12-01,"Arthroplasty, Knee, Nerve block, Peripheral nerves, Postoperative pain, Ultrasonography"
The effects of active break and postural shift interventions on recovery from and recurrence of neck and low back pain in office workers: A 3-arm cluster-randomized controlled trial,2021-12-01,"Computer, Musculoskeletal disorder, Physical activity, Posture, Sedentary worker"
Myositis Caused by Trachipleistophora hominis in a Person with Human Immunodeficiency Virus: The First Case in Thailand,2021-12-01,"AIDS, HIV, Microsporidium, Myositis, Thailand, Trachipleistophora, Trachipleistophora hominis"
"Inventory of Agroecological Practices as part of the ""Peasant to Peasant"" Methodology in Ceará: An instrument to decolonize a territory and (re)value peasant knowledge Inventário de Práticas Agroecológicas na Metodologia ""de Camponês/a a Camponês/a"" no Ceará: Um instrumento para descolonizar o território e (re)valorizar o conhecimento camponês",2021-12-01,"Agroecology, Decolonization, Inventory of practices, Peasant to peasant, Territorialization"
Social principles of emancipatory agroecologies Principios sociales de las agroecologías emancipadoras,2021-12-01,"Agroecology, Autonomy, Cooptation, Post-development"
"Agroecology and La Vía Campesina I. The symbolic and material construction of agroecology through ""peasant-to-peasant"" processes Agroecología y La Vía Campesina I. La construcción simbólica y material de la agroecología a través de los procesos de ""campesina(o) a campesina(o)""",2021-12-01,"Agroecology, Dispositive, La Vía Campesina, Peasant-to-peasant process, Scaling up"
Bringing agroecology to scale: Key drivers and emblematic cases Ampliação da agroecologia: Principais impulsores e casos emblemáticos Masificación de la agroecología: Impulsores clave y casos emblemáticos,2021-12-01,"Agri-food system transformation, Farmer-to-farmer, Massification of agroecology, Scaling out, Territorialization of agroecology"
"Caffeine induces g0/g1 cell cycle arrest and inhibits migration through Integrin αv, β3, and FAK/AKT/c-MYC signaling pathway",2021-12-01,"C-Myc, Caffeine, Cancer growth, Integrin, Lung cancer, Metastasis, Migration"
Zero Budget Natural Farming in India - From inception to institutionalization Agricultura natural de presupuesto cero en India - Desde su inicio hasta su institucionalización,2021-12-01,"Agroecology, Budget natural farming, KRRS, Scaling-up agroecology, Subhash Palekar, Zero"
Agroecology and La Vía Campesina II. Peasant agroecology schools and the formation of a sociohistorical and political subject Agroecología y La Vía Campesina II. Las escuelas campesinas de agroecología y la formación de un sujeto sociohistórico y politico,2021-12-01,"Agroecology, CLOC, Education, La Vía Campesina, Political subject, Scaling"
Horizontal and deep scaling of agroecology: Lessons from two organizations that defend seed sovereignty in Colombia Escalamiento horizontal y profundo de la agroecología: Lecciones de dos organizaciones defensoras de la soberanía de semillas en Colombia,2021-12-01,"Agroecology, Creole and native seeds, Custodians of seeds, Deep scaling of agroecology, Local seed systems"
4-Hyperclique Decompositions of 3-Hyperdistance Multihypergraphs of Multipartite Graphs,2021-12-01,"3-uniform hypergraph, Hyperclique decomposition, Hyperdistance multihypergraph"
"Diversity, antimicrobial activity, and susceptibility of culturable soil actinobacteria isolated from Sichang Island",2021-12-01,"Actinobacteria, Antimicrobial activity, Antimicrobial susceptibility, Nocardia, Sichang Island"
"Petrogenesis of mafic-ultramafic and associated rocks along Sa Kaeo and Pattani Sutures, Thailand",2021-12-01,"Basalt, Ophiolite, Suture, Tectonic, Ultramafic rock"
Measurement of the top quark mass using events with a single reconstructed top quark in pp collisions at √s = 13 TeV,2021-12-01,"Hadron-Hadron scattering (experiments), Top physics"
Oxyresveratrol and its synthetic derivatives on the stimulation of glucose uptake in skeletal muscle cells and the activation of AMPK,2021-12-01,"AMPK, Glucose uptake, Medicinal chemistry, Molecular docking analysis, Oxyresveratrol"
Accuracy assessment of integrated GNSS measurements with LIDAR mobile mapping data in urban environments,2021-12-01,"GNSS kinematic positioning, GNSS/INS/DMI/TLS integration, Height aiding measurement, LIDAR mobile mapping system"
Sinovac COVID-19 vaccine–induced cutaneous leukocytoclastic vasculitis,2021-12-01,"CoronaVac, COVID-19, Sinovac, vaccine, vasculitis"
Overview of quartz crystal microbalance behavior analysis and measurement,2021-12-01,"Biosensor, Chemical sensor, Quartz Crystal Microbalance, Vector network analyzer"
An applying colored petri net for computerized accounting system and ledger accounts instruction,2021-12-01,"Colored petri net, Computerized accounting system, Formal model, Ledger account, Model-based instruction, Model-based simulation"
Finite element analysis of glass fiber-reinforced polymer-(Gfrp) reinforced continuous concrete beams,2021-12-01,"Concrete, Continuous-beam, Glass fiber-reinforced polymer, Moment redistribu-tion, Shear capacity, Stirrups"
In vitro synergism of azithromycin combination with antibiotics against oxa-48-producing klebsiella pneumoniae clinical isolates,2021-12-01,"Azithromycin, Carbapenem, Carbapenem resistance, Colistin, Klebsiella pneumoniae, OmpK35, OmpK36, OXA-48"
Biological Functions and Activities of Rice Bran as a Functional Ingredient: A Review,2021-12-01,"Bioactive compound, dietary fiber, functional food, gamma-oryzanol, nutrition, protein, rice bran"
Application of artificial intelligence in non-alcoholic fatty liver disease and liver fibrosis: a systematic review and meta-analysis,2021-12-01,"AI-assisted system, artificial intelligence, diagnostic tool, fatty liver, liver fibrosis, machine-learning, NAFLD, NASH, non-invasive tests"
A scientometric assessment of agri-food technology for research activity and productivity,2021-12-01,"Bibliometric indicators, Patent analysis, Research collaboration, Scientific activity, Scientometrics, Sustainable development goals, Technology assessment"
Experimental study on the behavior of steel–concrete composite decks with different shear span-to-depth ratios,2021-12-01,"Composite structure, Flexural behavior, Reinforced concrete, Steel–concrete composite deck"
Application of essential oils for maintaining postharvest quality of ‘rongrien’ rambutan fruit,2021-12-01,"Edible coating, Kaffir lime oil, Nephelium lappaceum, Pericarp browning, Weight loss"
Search for a heavy resonance decaying to a top quark and a W boson at √s = 13 TeV in the fully hadronic final state,2021-12-01,"Beyond Standard Model, Hadron-Hadron scattering (experiments), Heavy quark production"
Exploring moocs that promote innovative public services,2021-12-01,"MOOCs, Public services, Qualitative content analysis, Sentiment analysis, Sustainable country development"
Pre- and post-fire mechanical performances of high calcium fly ash geopolymer concrete containing granite waste,2021-12-01,"Fire resistance, Geopolymer concrete, Granite waste, Moisture condition, Recycled aggregates"
Gaucher disease: clinical phenotypes and refining GBA mutational spectrum in Thai patients,2021-12-01,"Asian, GBA, GBAP, L444P, p.L483P, Prevalence, Rec1a, Recombinant allele"
Transformer-based decoder designs for semantic segmentation on remotely sensed images,2021-12-01,"Convolutional neural network, Feature pyramid network, Fully transformer networks, High-resolution representations, ISPRS Vaihingen, Landsat-8, Vision transformer"
Nucleic acid vaccines and CpG oligodeoxynucleotides for allergen immunotherapy,2021-12-01,"allergen-specific immunotherapy, CpG oligodeoxynucleotides, nucleic acid vaccines"
Applying cassava stems biochar produced from agronomical waste to enhance the yield and productivity of maize in unfertile soil,2021-12-01,"Agricultural wastes, Biochar, Cassava stems, Maize yields, Resilient agricultural, Soil amendment"
Lacticaseibacillus casei Strain T21 Attenuates Clostridioides difficile Infection in a Murine Model Through Reduction of Inflammation and Gut Dysbiosis With Decreased Toxin Lethality and Enhanced Mucin Production,2021-12-01,"Clostridioides difficile, gut dysbiosis, inflammation, Lacticaseibacillus casei T21, probiotics, proinflammatory cytokines, toxin lethality"
The role of viral marketing in social media on brand recognition and preference,2021-12-01,"Branding, Social Media, Thailand, Viral Marketing"
Strength enhancement of interlocking hollow brick masonry walls with low-cost mortar and wire mesh,2021-12-01,"Brick, Cement, Clay, Mortar, Strengthening, Wire mesh"
Sensitivity and specificity of anti-double-stranded RNA immunofluorescence for universal detection of viral infection in respiratory specimens,2021-12-01,"Double-stranded RNA, Immunofluorescence, Respiratory virus"
Organization benefit as an outcome of organizational security adoption: The role of cyber security readiness and technology readiness,2021-12-01,"Cyber security adoption, Cyber security benefit, Cyber security readiness, Technology readiness"
"The effects of the modified transtheoretical theory of stress and coping (TTSC) program on dementia caregivers’ knowledge, burden, and quality of life",2021-12-01,"Burden, Dementia caregivers, Home visit and telephone follow-up, Knowledge, Quality of life, Transtheoretical theory of stress and coping"
Asia pacific stroke organization,2021-12-01,"Education, Health policy, Language, Organizations, Update"
Optimization of loading condition for maxillary molar intrusion with midpalatal miniscrews by using finite element analysis,2021-12-01,"Anterior open bite, Biomechanics, Counter load, Finite element analysis, Hook position, Maxillary molar intrusion, Midpalatal miniscrew, Orthodontics, Tipping movement"
"Evaluation of regulating and provisioning services provided by a park designed to be resilient to climate change in bangkok, Thailand",2021-12-01,"Avoided runoff, Carbon storage and sequestration, I-Tree Eco international, Monetary value, Pollution removal"
COVID-19 experience transforming the protective environment of office buildings and spaces,2021-12-01,"Control environment, COVID-19, Office buildings and workplaces, Office-built environment, Regulatory environment"
Awareness and perspectives among asian anesthesiologists on postoperative delirium: A multinational survey,2021-12-01,"Anesthesiology, Consciousness monitors, NIR spectroscopy, Perioperative care, Postoperative cognitive complications, Postoperative complications"
"Chikungunya virus infection: molecular biology, clinical characteristics, and epidemiology in Asian countries",2021-12-01,"Asia, Chikungunya virus, E1: K211E and E2: V264A, Novel ECSA, Outbreak"
Evaluation of Elafin as a Prognostic Biomarker in Acute Graft-versus-Host Disease: M. G. Zewde et al,2021-12-01,"biomarkers, Graft-versus-host disease, hematopoietic cell transplantation"
Genetic population of Plasmodium knowlesi during pre-malaria elimination in Thailand,2021-12-01,"pkdhfr, pkmsp1, Plasmodium knowlesi"
"Effect of ultra-high-molecular-weight molecular chains on the morphology, crystallization, and mechanical properties of polypropylene",2021-12-01,"Crystallization behavior, Mechanical property, Polypropylene, Rheological property, Ultra-high molecular weight component"
Recent developments in magnetic nanoparticles and nano-composites for wastewater treatment,2021-12-01,"Adsorption, Biological material, Catalysis, Magnetic nanomaterial, Nano-composite, Water treatment"
Autism-related transcription factors underlying the sex-specific effects of prenatal bisphenol a exposure on transcriptome-interactome profiles in the offspring prefrontal cortex,2021-12-01,"Autism spectrum disorder, Bisphenol A, Endocrine-disrupting chemical, Interactome, Molecular docking, Prefrontal cortex, Prenatal exposure, Sex differences, Transcription factor, Transcriptome"
The effects of oral Aloe vera on the efficacy of transplanted human endothelial cells and the expression of matrix metalloproteinases in diabetic wound healing,2021-12-01,"Aloe vera, Angiogenesis, Diabetic wound healing, Human umbilical vein endothelial cells (HUVECs), Matrix metalloproteinases (MMPs)"
Pongamol inhibits epithelial to mesenchymal transition through suppression of FAK/Akt-mTOR signaling,2021-12-01,"EMT, FAK, Non-small cell lung cancer, Pongamol"
"Asplenium appressifolium (Aspleniaceae), a new species from Thailand",2021-12-01,"Asplenium crinicaule, Asplenium pellucidum, Asplenium tenerum, Limestone, Malay Peninsula"
Growth-climate relationships and long-term growth trends of the tropical forest tree choerospondias axillaris (Anacardiaceous) in east-central Thailand,2021-12-01,"Choerospondias axillaris, Growth-climate response, Long-term growth pattern, Mo Singto Forest dynamic plot, Thailand, Tree rings, Tropical broad-leaved forests"
Impacts of blended bombyx mori silk fibroin and recombinant spider silk fibroin hydrogels on cell growth,2021-12-01,"Cell culture, Hydrogel, Self-assembly, Silk fibroin, Spider silk"
Supercritical reaction between methanol and glycerol: The effects of reaction products on biodiesel properties,2021-12-01,"Biodiesel, Biofuel, Glycerol, Supercritical methanol, Transesterification"
Anisotropic silver nanoparticles gel exhibits antibacterial action and reduced scar formation on wounds contaminated with methicillin-resistant staphylococcus pseudintermedius (Mrsp) in a mice model,2021-12-01,"Alternative antimicrobial agent, Antimicrobial resistance, Nanotechnology, Scar reduction, Silver nanoparticles, Staphylococcus pseudintermedius, Wound infection"
In vivo biocompatible self-assembled nanogel based on hyaluronic acid for aqueous solubility and stability enhancement of asiatic acid,2021-12-01,"Asiatic acid, Cytotoxicity study, Hyaluronic acid, In vivo animal study, Poly(N-isopropylacrylamide), Stability study, Thermoresponsive nanogel"
Porous electrodeposited cu as a potential electrode for electrochemical reduction reactions of co2,2021-12-01,"Catalyst, Electrochemical CO2 reduction, Porous copper, Surface microstructure"
Multifunctional polymeric nanogels for biomedical applications,2021-12-01,"Core-shell nanogels, Functionalized polymer, Polymeric nanogels, Stimuli-responsive"
Association between daily niacin intake and glaucoma: National health and nutrition examination survey,2021-12-01,"Glaucoma, NHANES, Niacin, Nicotinamide"
Enhanced energy recovery from food waste by co-production of bioethanol and biomethane process,2021-12-01,"Bioethanol, Biomethane, Biorefinery, Co-production, Food waste"
Patterns and outcomes of immune-related adverse events in solid tumor patients treated with immune checkpoint inhibitors in Thailand: a multicenter analysis,2021-12-01,"cancer immunotherapy, Immune-checkpoint inhibitors, Immune-related adverse events, Overall survival, Thailand"
"Klebsiella pneumoniae complex harboring mcr‐1, mcr‐7, and mcr‐8 isolates from slaughtered pigs in thailand",2021-12-01,"Colistin, Klebsiella pneumoniae, Mcr, Pigs, Thailand"
Synergistic effect of starch/polyvinyl alcohol/citric acid films decorated with in-situ green-synthesized nano silver on bioactive packaging films,2021-12-01,"Bioactive packaging film, Green synthesis, Polyvinyl alcohol, Silver nanoparticle, Starch"
"COVID-19 vaccine acceptance, hesitancy, and determinants among physicians in a university-based teaching hospital in Thailand",2021-12-01,"COVID-19, Healthcare, Physicians, SARS-CoV-2 vaccine, Vaccine acceptance, Vaccine hesitancy"
Alteration of extracellular matrix components in the anterior pituitary gland of neonatal rats induced by a maternal bisphenol a diet during pregnancy,2021-12-01,"Anterior pituitary gland, Bisphenol A, Collagen, Endocrine-disrupting chemicals, Extracellular matrix, Folliculostellate cell, Matrix metalloproteinase, Neonate, Pericyte, Tissue inhibitors of metalloproteinase"
Cross-regulation of notch/AKT and serum/glucocorticoid regulated kinase 1 (SGK1) in IL-4-stimulated human macrophages,2021-12-01,"AKT, Human macrophages, IL-4, Notch signaling, SGK1"
Changing look AGN Mrk 590: Broad-line region and black hole mass from photometric reverberation mapping,2021-12-01,"galaxies: Active, galaxies: Seyfert, quasars: emission lines"
Food allergy across the globe,2021-12-01,"epidemiology, Food allergy, guidelines, prevention, treatment"
Evolution of multidrug resistance in plasmodium falciparum: A longitudinal study of genetic resistance markers in the greater mekong subregion,2021-12-01,"Genetic resistance markers, Greater Mekong subregion, Plasmodium falciparum"
