Title,Author_count,subtype,Subject_area_count,Cite_count
Bio-green synthesis of calcium acetate from oyster shell waste at low cost and reducing the emission of greenhouse gases,8,ar,5,0
Impact of late gadolinium-enhanced cardiac MRI on arrhythmic and mortality outcomes in nonischemic dilated cardiomyopathy: updated systematic review and meta-analysis,7,ar,1,0
"Pimobendan prevents cardiac dysfunction, mitigates cardiac mitochondrial dysfunction, and preserves myocyte ultrastructure in a rat model of mitral regurgitation",7,ar,1,0
"Correlations between histopathologic findings, serum biomarker levels, and clinical outcomes in Stevens–Johnson syndrome/toxic epidermal necrolysis (SJS/TEN)",9,ar,1,0
Undrained stability of braced excavations in clay considering the nonstationary random field of undrained shear strength,7,ar,1,0
Commercial scale production of Yamabushitake mushroom (Hericium erinaceus (Bull.) Pers. 1797) using rubber and bamboo sawdust substrates in tropical regions,6,ar,1,0
Development of eco-friendly antifungal and antibacterial adhesive derived from modified cassava starch waste/polyvinyl alcohol containing green synthesized nano-silver,8,ar,1,0
Effects of death anxiety and aggression on life satisfaction in the COVID-19 era: Comparisons between different generations and different socioeconomic statuses in Thailand,1,ar,1,0
Highly effective removal of perfluorooctanoic acid (PFOA) in water with DBD-plasma-enhanced rice husks,6,ar,1,0
Bifunctional mesoporous silica solid acids for transformation of glucose to 5-hydroxymethylfurfural,8,ar,3,0
The prevalence and economic burden of treatment-resistant depression in Thailand,8,ar,1,0
Development of Ni–Mo carbide catalyst for production of syngas and CNTs by dry reforming of biogas,7,ar,1,0
Quantitative microbial risk assessment of the gastrointestinal risks to swimmers at Southeast Asian urban beaches using site-specific and combined autochthonous and fecal bacteria exposure data,10,ar,4,0
"Immunogenicity of BNT162b2 in children 6 months to under 5 years of age with previous SARS-CoV-2 infection, in the era of Omicron predominance",10,ar,5,0
DFT insight into metals and ligands substitution effects on reactivity of phenoxy-imine catalysts for ethylene polymerization,4,ar,4,0
Design and development of a magnetic field-enabled platform for delivering polymer-coated iron oxide nanoparticles to breast cancer cells,6,ar,2,0
"After morning, phew! A knowledge, attitudes, and practices survey related to emergency oral contraception in Thai pharmacists",6,ar,2,0
Development of alantolactone-loaded zein and shellac nanoparticles for controlled release in simulated gastrointestinal digestion,10,ar,1,0
How do prolonged anchorage-free lifetimes strengthen non-small-cell lung cancer cells to evade anoikis? – A link with altered cellular metabolomics,6,ar,2,0
Shape transformation of 4D printed edible insects triggered by thermal dehydration,5,ar,1,0
The effect of different hemostatic agents following dental extraction in patients under oral antithrombotic therapy: a network meta-analysis,6,ar,1,0
Seroprevalence of leptospirosis among blood donors in an endemic area,13,ar,1,0
A diverse ancestrally-matched reference panel increases genotype imputation accuracy in a underrepresented population,10,ar,1,0
Development of peptide nucleic acid-based bead array technology for Bacillus cereus detection,8,ar,1,0
Acceptability of telemedicine for follow up after contraceptive implant initiation at an obstetrics and gynecologic training center,11,ar,1,0
A facile and automated microfluidic electrochemical platform for the in-field speciation analysis of inorganic arsenic,3,ar,1,0
Neuroprotective compounds from marine invertebrates,2,re,3,0
Using a discrete choice experiment to elicit patients’ preferences and willingness-to-pay for knee osteoarthritis treatments in Thailand,4,ar,1,0
Functional consequences of C-terminal mutations in RUNX2,8,ar,1,0
Detection of Extended-spectrum β-lactamase-producing Escherichia coli isolates by isothermal amplification and association of their virulence genes and phylogroups with extraintestinal infection,4,ar,1,0
Assessment of infant outgrowth of cow’s milk allergy in relation to the faecal microbiome and metaproteome,33,ar,1,0
"Knowledge, attitude, and intended practice of abortion among pharmacy students in Thailand after the amendment of the Thai Abortion Law",7,ar,1,0
Effect of plant produced Anti-hIL-6 receptor antibody blockade on pSTAT3 expression in human peripheral blood mononuclear cells,10,ar,1,0
Effectiveness of iodine for continuous decontamination of dental unit waterline,5,ar,1,0
"Dynamic estimates of pressure and CO2-storage capacity in carbonate reservoirs in a depleted gas field, northeastern Thailand",6,ar,5,0
MarketTrust: blockchain-based trust evaluation model for SIoT-based smart marketplaces,3,ar,1,0
New product development process and case studies for deep-tech academic research to commercialization,5,ar,5,0
Alteration of extracellular matrix proteins in atrophic periodontal ligament of hypofunctional rat molars,7,ar,1,0
"Sacubitril/valsartan mitigates cardiac remodeling, systolic dysfunction, and preserves mitochondrial quality in a rat model of mitral regurgitation",7,ar,1,1
An extinct deep-snouted Alligator species from the Quaternary of Thailand and comments on the evolution of crushing dentition in alligatorids,8,ar,1,0
Assessing the acceptability and feasibility of reactive drug administration for malaria elimination in a Plasmodium vivax predominant setting: a qualitative study in two provinces in Thailand,14,ar,1,0
Hydrogen peroxide from l-amino acid oxidase of king cobra (Ophiophagus hannah) venom attenuates Pseudomonas biofilms,8,ar,1,0
Roles of extracellular adenosine triphosphate on the functions of periodontal ligament cells,6,re,1,0
Is automatic cephalometric software using artificial intelligence better than orthodontist experts in landmark identification?,6,ar,1,0
Effect of mixed light emitting diode spectrum on antioxidants content and antioxidant activity of red lettuce grown in a closed soilless system,6,ar,1,0
Automatic identification of medically important mosquitoes using embedded learning approach-based image-retrieval system,8,ar,1,0
Computational model for lipid binding regions in phospholipase (Ves a 1) from Vespa venom,6,ar,1,0
Exploring the Xylariaceae and its relatives,12,re,1,0
First-principles demonstration of band filling-induced significant improvement in thermodynamic stability and mechanical properties of Sc 1-x Ta x B 2 solid solutions,4,ar,1,0
Wear effects between polymethyl methacrylate occlusal splints and opposing dentin surfaces during bruxism mimicking events,4,ar,1,1
European survey on the use of patient contact shielding during radiological examinations,15,ar,1,0
Techno-economic assessment of co-production of edible bioplastic and food supplements from Spirulina,5,ar,1,0
"Cross-cultural translation, reliability and validity of the Thai version of the Patient‑Reported Outcomes Measurement Information System (PROMIS) Parent Proxy Upper Extremity Short Form 8a in children with congenital upper extremity anomalies",4,ar,1,0
Effects of PmDOME and PmSTAT knockdown on white spot syndrome virus infection in Penaeus monodon,5,ar,1,0
"Correction: Phoyunnanin E inhibits migration of non-small cell lung cancer cells via suppression of epithelial-to-mesenchymal transition and integrin αv and integrin β3 (BMC Complementary and Alternative Medicine, (2017), 17, 1, (553), 10.1186/s12906-017-2059-7)",3,er,1,0
Signaling mechanisms in renal compensatory hypertrophy revealed by multi-omics,12,ar,3,0
"Correction: Multivariate analysis and model building for classifying patients in the peroxisomal disorders X-linked adrenoleukodystrophy and Zellweger syndrome in Chinese pediatric patients (Orphanet Journal of Rare Diseases, (2023), 18, 1, (102), 10.1186/s13023-023-02673-x)",8,er,2,0
Running exercise with and without calcium supplementation from tuna bone reduced bone impairment caused by low calcium intake in young adult rats,8,ar,1,0
Thai version of shortened Oral Impact on Daily Performances index for evaluating oral lichen planus patients,3,ar,1,0
Upgradation of methane in the biogas by hydrogenation of CO2 in a prototype reactor with double pass operation over optimized Ni-Ce/Al-MCM-41 catalyst,8,ar,1,0
Association of reproductive factors and exogenous hormone use with distal sensory polyneuropathy among postmenopausal women in the United States: results from 1999 to 2004 NHANES,6,ar,1,0
34-kDa salivary protein enhances duck Tembusu virus infectivity in the salivary glands of Aedes albopictus by modulating the innate immune response,7,ar,1,0
Combination of genetically diverse Pseudomonas phages enhances the cocktail efficiency against bacteria,6,ar,1,0
Detecting introgressive hybridization to maintain genetic integrity in endangered large waterbird: a case study in milky stork,7,ar,1,0
"Natural vectors of Plasmodium knowlesi and other primate, avian and ungulate malaria parasites in Narathiwat Province, Southern Thailand",7,ar,1,0
Effect of Smilax spp. and Phellinus linteus combination on cytotoxicity and cell proliferation of breast cancer cells,5,ar,1,1
Structural modification of resveratrol analogue exhibits anticancer activity against lung cancer stem cells via suppression of Akt signaling pathway,8,ar,1,0
"Evaluation of the chemical, physical, and biological properties of a newly developed bioceramic cement derived from cockle shells: an in vitro study",6,ar,1,0
Development of liver inflammatory injury in biliary atresia: from basic to clinical research,5,re,2,0
Comparative genome features and secondary metabolite biosynthetic potential of Kutzneria chonburiensis and other species of the genus Kutzneria,3,ar,1,0
Applications of Metformin in Dentistry—A review,12,re,1,0
Effects of ketogenic diet on health outcomes: an umbrella review of meta-analyses of randomized clinical trials,8,ar,1,0
Impact of prescription length supply policy on patient medication adherence in Thailand,2,ar,1,0
Effects of probiotics on pancreatic inflammation and intestinal integrity in mice with acute pancreatitis,7,ar,1,0
The first-trimester serum high-temperature requirement protease A4 and uterine artery Doppler for the prediction of preeclampsia,2,ar,1,0
"Author Correction: The 8-bromobaicalein inhibited the replication of dengue, and Zika viruses and targeted the dengue polymerase (Scientific Reports, (2023), 13, 1, (4891), 10.1038/s41598-023-32049-x)",17,er,1,0
Bacteriospermia and its antimicrobial resistance in relation to boar sperm quality during short-term storage with or without antibiotics in a tropical environment,5,ar,2,0
Trends of cannabis use and related harms before and after legalization for recreational purpose in a developing country in Asia,2,ar,1,0
"Author Correction: Intradermal needle-free injection prevents African Swine Fever transmission, while intramuscular needle injection does not (Scientific Reports, (2023), 13, 1, (4600), 10.1038/s41598-023-31199-2)",7,er,1,0
Effects of blue-light LED toothbrush on reducing dental plaque and gingival inflammation in orthodontic patients with fixed appliances: a crossover randomized controlled trial,4,ar,1,0
Quaternization of high molecular weight chitosan for increasing intestinal drug absorption using Caco-2 cells as an in vitro intestinal model,7,ar,1,0
Multivariate analysis and model building for classifying patients in the peroxisomal disorders X-linked adrenoleukodystrophy and Zellweger syndrome in Chinese pediatric patients,8,ar,2,1
Trehalose versus carboxymethylcellulose oral spray for relieving radiation-induced xerostomia in head and neck cancer patients: a randomized controlled trial,10,ar,1,0
Practices and challenges for hemophilia management under resource constraints in Thailand,8,le,2,0
Cortical suspensory button fixation has superior biomechanical properties to knotless anchor suture in anterior cruciate ligament repair: a biomechanical study,7,ar,1,0
Factors associated with bleeding events from enoxaparin used for patients with acute coronary syndrome,4,ar,1,0
Transcriptomic analysis of glutamate-induced HT22 neurotoxicity as a model for screening anti-Alzheimer’s drugs,6,ar,1,1
Facilitating dental disease screening program in prisoners using an intraoral camera in teledentistry,3,ar,1,1
mTORC2 interactome and localization determine aggressiveness of high-grade glioma cells through association with gelsolin,9,ar,1,0
"Comparing mixed oil to soybean oil lipid emulsion in patients on home parenteral nutrition: a pilot prospective double-blind, crossover, randomized trial",11,ar,1,0
Identification of a novel gut microbiota signature associated with colorectal cancer in Thai population,9,ar,1,1
Immunogenicity and protective efficacy of SARS-CoV-2 mRNA vaccine encoding secreted non-stabilized spike in female mice,22,ar,3,1
Tooth agenesis patterns and variants in PAX9: A systematic review,5,re,1,0
Feature-based attention warps the perception of visual features,3,ar,1,0
Novel ITGB6 variants cause hypoplastic-hypomineralized amelogenesis imperfecta and taurodontism: characterization of tooth phenotype and review of literature,6,ar,1,1
"Acrylonitrile adducts: design, synthesis and biological evaluation as antimicrobial, haemolytic and thrombolytic agent",7,ar,1,0
"Effects of extended mixing processes on fresh, hardened and durable properties of cement systems incorporating fly ash",4,ar,1,4
Integrated strength of osmotic potential and phosphorus to achieve grain yield of rice under water deficit by arbuscular mycorrhiza fungi,5,ar,1,0
Alteration of gut microbiota in wild-borne long-tailed macaques after 1-year being housed in hygienic captivity,7,ar,1,0
Two-generation exposure to a high-fat diet induces the change of salty taste preference in rats,6,ar,1,0
"Author Correction: Compressed composite carbon felt as a negative electrode for a zinc–iron flow battery (Scientific Reports, (2022), 12, 1, (21156), 10.1038/s41598-022-25763-5)",8,er,1,0
Bacterial microbiome in tropical lichens and the effect of the isolation method on culturable lichen-derived actinobacteria,8,ar,1,0
Molecular detection and genetic characterization of porcine circovirus 4 (PCV4) in Thailand during 2019–2020,6,ar,1,1
Empathy level towards patients among thai dental students: a cross-sectional study,8,ar,1,1
"Comparative genomic analysis of Colistin resistant Escherichia coli isolated from pigs, a human and wastewater on colistin withdrawn pig farm",5,ar,1,0
New insights into the neuroprotective and beta-secretase1 inhibitor profiles of tirandamycin B isolated from a newly found Streptomyces composti sp. nov.,11,ar,1,1
"The 8-bromobaicalein inhibited the replication of dengue, and Zika viruses and targeted the dengue polymerase",17,ar,1,0
A universal model for the Lorenz curve with novel applications for datasets containing zeros and/or exhibiting extreme inequality,2,ar,1,0
"Author Correction: Adaptive effect of sericin on hepatic mitochondrial conformation through its regulation of apoptosis, autophagy and energy maintenance: a proteomics approach (Scientific Reports, (2018), 8, 1, (14943), 10.1038/s41598-018-33372-4)",4,er,1,0
"Intradermal needle-free injection prevents African Swine Fever transmission, while intramuscular needle injection does not",7,ar,1,0
Elucidating the NB-UVB mechanism by comparing transcriptome alteration on the edge and center of psoriatic plaques,8,ar,1,1
"Correction: Machine learning-based normal tissue complication probability model for predicting albumin-bilirubin (ALBI) grade increase in hepatocellular carcinoma patients (Radiation Oncology, (2022), 17, 1, (202), 10.1186/s13014-022-02138-8)",9,er,2,0
Individual participant data meta-analysis to compare EPDS accuracy to detect major depression with and without the self-harm item,73,ar,1,1
Granulomatous panuveitis in disseminated sporotrichosis: case report and review of the literature,2,ar,2,1
"Analysis of sequence diversity in Plasmodium falciparum glutamic acid-rich protein (PfGARP), an asexual blood stage vaccine candidate",4,ar,1,0
Fluorouracil-induced leukoencephalopathy mimicking neuroleptic malignant syndrome: a case report,4,ar,1,0
The lack of keratinized mucosa as a risk factor for peri-implantitis: a systematic review and meta-analysis,7,ar,1,2
"In vitro and in silico studies of 7′′,8′′-buddlenol D anti-inflammatory lignans from Carallia brachiata as p38 MAP kinase inhibitors",10,ar,1,0
An innovative wireless electrochemical card sensor for field-deployable diagnostics of Hepatitis B surface antigen,4,ar,1,0
Telepharmacy during home isolation: drug-related problems and pharmaceutical care in COVID-19 patients receiving antiviral therapy in Thailand,8,ar,2,0
Nine patients with KCNQ2-related neonatal seizures and functional studies of two missense variants,13,ar,1,0
Implementation of helicase-dependent amplification with SYBR Green I for prompt naked-eye detection of bacterial contaminants in platelet products,4,ar,1,0
Delivery of microRNA-302a-3p by APTES modified hydroxyapatite nanoparticles to promote osteogenic differentiation in vitro,4,ar,1,0
Cold atmospheric microwave plasma (CAMP) stimulates dermal papilla cell proliferation by inducing β-catenin signaling,7,ar,1,0
Investigation of autism-related transcription factors underlying sex differences in the effects of bisphenol A on transcriptome profiles and synaptogenesis in the offspring hippocampus,8,ar,2,1
Efficacy and safety of topical 0.1% cannabidiol for managing recurrent aphthous ulcers: a randomized controlled trial,4,ar,1,2
Antibiotic-loaded hydroxyapatite scaffolds fabricated from Nile tilapia bones for orthopaedics,6,ar,1,1
Ideal cardiovascular health and all-cause or cardiovascular mortality in a longitudinal study of the Thai National Health Examination Survey IV and V,9,ar,1,0
Economic burden of becoming a dentist in Thailand,5,ar,1,0
In vitro and in vivo antiplasmodial activities of leaf extracts from Sonchus arvensis L.,8,ar,1,2
Sizing down and functionalizing polylactide (PLA) resin for synthesis of PLA-based polyurethanes for use in biomedical applications,9,ar,1,2
High-intensity interval training in children and adolescents with special educational needs: a systematic review and narrative synthesis,5,re,3,1
Effects of Platelet-Rich Plasma in Tear Size Reduction in Partial-Thickness Tear of the Supraspinatus Tendon Compared to Corticosteroids Injection,6,ar,2,1
Water-soluble organic former selection for methane hydrates by supervised machine learning,4,ar,1,1
Simultaneous detection of omicron and other SARS-CoV-2 variants by multiplex PCR MassARRAY technology,18,ar,1,2
Dynamics of fatty acid and non-volatile polar metabolite profiles in colostrum and milk depending on the lactation stage and parity number of sows,8,ar,1,0
Molecular characterization and antimicrobial susceptibility profiles of Thai Mycoplasma synoviae isolates,3,ar,1,0
"Author Correction: Impact of the adjunctive use criteria for intravascular ultrasound-guided percutaneous coronary intervention and clinical outcomes (Scientific Reports, (2023), 13, 1, (711), 10.1038/s41598-022-27250-3)",12,er,1,0
"Detection of Babesia bovis using loop-mediated isothermal amplification (LAMP) with improved thermostability, sensitivity and alternative visualization methods",5,ar,1,0
Toxic Ag+ detection based on Au@Ag core shell nanostructure formation using Tannic acid assisted synthesis of Pullulan stabilized gold nanoparticles,3,ar,1,0
BORC complex specific components and Kinesin-1 mediate autophagy evasion by the autophagy-resistant Mycobacterium tuberculosis Beijing strain,11,ar,1,0
"Does socioeconomic factors and healthcare coverage affect postpartum sterilization uptake in an urban, tertiary hospital?",6,ar,2,0
Identifying molecular targets of Aspiletrein-derived steroidal saponins in lung cancer using network pharmacology and molecular docking-based assessments,8,ar,1,3
Utilisation of exome sequencing for muscular disorders in Thai paediatric patients: diagnostic yield and mutational spectrum,9,ar,1,0
Combined four neurovascular compression syndromes: the first case report and literature review,4,ar,5,0
The efficacy of gait rehabilitations for the treatment of incomplete spinal cord injury: a systematic review and network meta-analysis,7,re,2,0
Patterns of nonsyndromic tooth agenesis and sexual dimorphism,4,ar,1,0
Oral status is associated with chewing difficulty in Thai older adults: data from a National Oral Health Survey,6,ar,1,0
A multidisciplinary approach to verify and de-label of drug allergic histories in a university hospital in Thailand: a retrospective descriptive study,5,ar,2,0
Elastic solution of surface loaded layer with couple and surface stress effects,7,ar,1,1
White spot syndrome virus impact on the expression of immune genes and gut microbiome of black tiger shrimp Penaeus monodon,8,ar,1,2
Pathogenic variant detection rate by whole exome sequencing in Thai patients with biopsy-proven focal segmental glomerulosclerosis,8,ar,1,0
"Multiplex recombinase polymerase amplification for high-risk and low-risk type HPV detection, as potential local use in single tube",10,ar,1,1
Inhibition of histone deacetylase 6 destabilizes ERK phosphorylation and suppresses cancer proliferation via modulation of the tubulin acetylation-GRP78 interaction,8,ar,6,3
Impact of the adjunctive use criteria for intravascular ultrasound-guided percutaneous coronary intervention and clinical outcomes,12,ar,1,1
"Primary isolated right ventricular failure after heart transplantation: prevalence, right ventricular characteristics, and outcomes",12,ar,1,1
3D reconstruction of proximal femoral fracture from biplanar radiographs with fractural representative learning,7,ar,1,0
Alleviation of soil acidification and modification of soil bacterial community by biochar derived from water hyacinth Eichhornia crassipes,9,ar,1,0
“Assessing exposure of printing factory workers in thailand to selected heavy metals using urine and hair as non-invasive matrices”,7,ar,1,0
Insight into pathway of monosaccharide production from integrated enzymatic hydrolysis of rice straw waste as feed stock for anaerobic digestion,2,ar,1,2
Myzomyia and Pyretophorus series of Anopheles mosquitoes acting as probable vectors of the goat malaria parasite Plasmodium caprae in Thailand,6,ar,1,2
Resilience level and its association with maladaptive coping behaviours in the COVID-19 pandemic: a global survey of the general populations,20,ar,2,2
The relationship between supply chain management activities and firm performance with the mediating and moderating effect,6,ar,5,0
Continuation of common bile duct clearance with gallbladder stenting after duodenal perforation with subsequent treatment for tension pneumoperitoneum and pneumothorax,6,ar,1,0
Differences in acid and catalytic properties of W incorporated spherical SiO2 and 1%Al-doped SiO2 in propene metathesis,6,ar,2,0
Investigation of field output factors using IAEA-AAPM TRS-483 code of practice recommendations and Monte Carlo simulation for 6 MV photon beams,6,ar,2,1
Using environmental DNA to better inform decision making around decommissioning alternatives for offshore oil and gas infrastructure,8,ar,4,0
Thermo-mechanical analysis of bhimal fiber (Grewia optiva)-CaCO3/flyash/TiO2 reinforced epoxy bio-composites,6,ar,1,0
Photo-assisted charging supercapacitors of BiOBr via exposed [1 1 0] facets using pH-dependent control by precipitation method,2,ar,4,0
Modeling local interfacial area concentration for adiabatic and boiling bubbly flows,2,ar,4,0
Simultaneous immobilization enhances synergistic interactions and crude oil removal of bacterial consortium,5,ar,6,0
Investigating the synergistic effect of graphene nanoplatelets and fly ash on the mechanical properties and microstructure of calcium aluminate cement composites,4,ar,5,0
Extracellular self-photosensitizer combined with metal oxide-based nano bio-hybrid system encapsulated by alginate improves hydrogen production in the presence of oxygen,2,ar,4,0
A novel traffic load balancing approach for scheduling of optical transparent antennas (OTAs) on mobile terminals,4,ar,3,0
Waste plastics derived nickel-palladium alloy filled carbon nanotubes for hydrogen evolution reaction,13,ar,6,0
Electrically controlled transdermal drug release of ionic and non-ionic drug from kappa-iota carrageenan cryogel,4,ar,2,0
A density functional theory study on how γ-Al2O3 – Boehmite transformation affects carbon evolution during aqueous-phase reaction,7,ar,6,0
Chaotic heterogeneous comprehensive learning PSO method for size and shape optimization of structures,3,ar,3,0
A novel approach for the prediction and analysis of daily concentrations of particulate matter using machine learning,6,ar,4,0
Combining magnet-assisted soil washing and soil amendment with zero-valent iron to restore safe rice cultivation in real cadmium-contaminated paddy fields,8,ar,6,0
Electron beam irradiation for enhancing the properties of natural rubber latex,5,ar,1,0
Growth evolution and polarization-dependent photoluminescence of lateral InSb/CdTe nanowires,6,ar,3,0
Novel smart fiber/metal/chitosan composite as a filter for self-detoxifying photocatalytic wastewater remediation and biomedical applications,4,ar,2,0
Comparative study on indolium-fluorophore conjugates as dual sensors for cyanide ion in aqueous media,4,ar,3,0
Effect of inlet gas and liquid velocity profiles on one-group interfacial area transport equation in a vertical large rectangular channel,2,ar,3,0
"A review on dielectric barrier discharge nonthermal plasma generation, factors affecting reactive species, and microbial inactivation",4,re,2,0
Bifunctional acid–base strontium–titanium mixed oxides supported on SBA-15 for selective synthesis of renewable branched bio-jet fuel precursor,5,ar,4,0
Effect of Phytoplankton Feed on Growth and Renieramycin M Producing of a Blue Marine Sponge (Xestospongia Sp.),6,ar,2,0
Effect of the ethanol-to-water ratio on the properties of silica–carbon core–shell materials for prolonged antibacterial activity of thymol,17,ar,3,0
Rapid electrochemical lateral flow device for the detection of Δ9-tetrahydrocannabinol,6,ar,4,0
3D-printed polyacrylamide-based hydrogel polymer electrolytes for flexible zinc-ion battery,8,ar,2,0
"Bio-thymol containing new high-performance thymolphthalein based polybenzoxazine: Thermal, superhydrophobic and dielectric properties",4,ar,3,0
Trends in Economic Burden and Mortality of Hospitalized Patients With Aortic Stenosis in Thailand,5,ar,1,0
EV71 virus induced silver nanoparticles self-assembly in polymer composites with an application as virus biosensor,7,ar,7,0
Sustainable functionalized chitosan based nano-composites for wound dressings applications: A review,7,ar,2,0
High current density charging of zinc-air flow batteries: Investigating the impact of flow rate and current density on zinc electrodeposition,7,ar,5,0
"Insight into characteristics and pathogenicity of five rapidly growing non-tuberculous Mycobacterium species isolated from the Siamese fighting fish, Betta splendens",10,ar,1,0
Isogeometric gradient-free proportional topology optimization (IGA-PTO) for compliance problem,5,ar,3,0
"Role of anharmonicity in phonon-mediated superconductivity of quasi- van der Waals layered XP2 (X = As, Sb, Bi) structures: Insight from first-principles calculations",7,ar,4,0
Capillary flow-driven immunoassay platform for COVID-19 antigen diagnostics,13,ar,4,0
Self-protecting PVDF-PDA-TiO2 membranes towards highly efficient and prolonged dye wastewater treatment by photocatalytic membranes,3,ar,4,1
"A qualitative study on knowledge, attitude, and practice (KAP) toward swine influenza, information on pig farms and zoonosis reporting systems in Thailand",7,ar,2,0
Effect of raw material structural composition on the fermentation process of ethanol production,7,ar,1,0
Tacrolimus/hydroxypropyl-β-cyclodextrin-loaded nanoemulsions stabilized by Zein-Soluplus® nanoparticles for retinal diseases,5,ar,1,0
Estimation of premature death attributed to short- and long-term PM2.5 exposure in Thailand,2,ar,3,0
Dengue overview: An updated systemic review,9,re,2,0
Anxiety due to Long COVID is partially driven by activation of the tryptophan catabolite (TRYCAT) pathway,5,le,2,0
Understanding vitality of public space: A review with an example of capital city Kathmandu in Nepal,2,ar,4,0
Safety and effectiveness of intravenous CT-P13 in inflammatory arthritis: post-marketing surveillance study in Thailand,14,ar,3,0
Anthocyanin Rich-Berry extracts coated magnetic Fe3O4 bionanocomposites and their antibacterial activity,7,ar,3,0
"A new large pantherine and a sabre-toothed cat (Mammalia, Carnivora, Felidae) from the late Miocene hominoid-bearing Khorat sand pits, Nakhon Ratchasima Province, northeastern Thailand",7,ar,1,0
Evaluating the efficacy of the Thai Health Improvement Profile intervention for preventing weight gain in people with early stage psychosis: A randomized controlled trial,8,ar,1,0
Metal-organic framework-derived nanomaterials: Promising green catalysts for industrially relevant oxidation and hydrogenation,10,re,5,0
Reverse cholesterol transport and lipid peroxidation biomarkers in major depression and bipolar disorder: A systematic review and meta-analysis,6,re,3,0
Synergistic redox of dual-shaped silver nanostructures for highly selective sensing of hydrogen peroxide,3,ar,2,0
Genetic diversity and characterization of Wolbachia endosymbiont in canine filariasis,5,ar,2,0
Bioaugmentation of activated sludge with the immobilized 2-mercaptobenzothiazole-degrading bacterial consortium for rubber industrial wastewater treatment,6,ar,4,0
The effect of different prepared TiCl4-MgCl2 catalysts on the behavior of gas-phase ethylene/1-hexene copolymerization,6,ar,6,0
Evaluation of electrochemical behavior combined with the sensitive and selective determination of ceftriaxone using molecularly imprinted polymer-based sensor,5,ar,2,0
Rapid photocatalytic gold recovery from industrial cyanide-based gold plating wastewater via TiO2/WO3 nanocomposites: Role of mixed hole scavengers and operating conditions,7,ar,4,0
