Title,cover_date,subject_area
Enrichment and characterization of bacterial consortia for degrading 2-mercaptobenzothiazole in rubber industrial wastewater,2020-12-05,"ENVI, ENVI, ENVI, ENVI, ENVI"
Ca2+/Calmodulin Complex Triggers CAMTA Transcriptional Machinery Under Stress in Plants: Signaling Cascade and Molecular Regulation,2020-12-03,AGRI
The Pain–to–Well-Being Relationship in Patients Experiencing Chronic Orofacial Pain,2020-12-03,"NEUR, MEDI"
The Expression of Proteins Related to Serotonin Pathway in Pulmonary Arteries of Dogs Affected With Pulmonary Hypertension Secondary to Degenerative Mitral Valve Disease,2020-12-03,VETE
Computational Design of 25-mer Peptide Binders of SARS-CoV-2,2020-12-03,"CHEM, MATE, MATE"
"Enhanced post-licensure safety surveillance of a new recombinant acellular pertussis vaccine licensed as a monovalent (aP, Pertagen®) and tetanus, reduced-dose diphtheria combination (TdaP, Boostagen®) vaccine for immunization of adolescents and adults in Thailand",2020-12-03,"BIOC, IMMU, VETE, MEDI, MEDI"
Comparative study of Tetra-N-Butyl ammonium bromide and cyclopentane on the methane hydrate formation and dissociation,2020-12-02,"ENER, ENER, ENER, ENER, MATH, ENGI"
Trends and determinants of ebf among adolescent children born to adolescent mothers in rural Bangladesh,2020-12-02,"ENVI, MEDI, ENVI"
"Spatial Distribution and Contamination Status of Copper and Chromium in Transshipment Area, Sichang Island, Thailand",2020-12-02,"ENVI, EART"
"Distribution of phylogenetic groups, adhesin genes, biofilm formation, and antimicrobial resistance of uropathogenic Escherichia coli isolated from hospitalized patients in Thailand",2020-12-02,"NEUR, BIOC, AGRI"
Comparison of the effects of chair height and anterior seat inclination on sit-to-stand ability in children with spastic diplegic cerebral palsy,2020-12-02,"BIOC, ENGI, MEDI, MEDI"
Endotoxemia and circulating bacteriome in severe COVID-19 patients,2020-12-01,"MEDI, MEDI, MEDI"
Is interleukin 17 (Il-17) expression a common point in the pathogenesis of depression and obesity?,2020-12-01,MEDI
Physicochemical and functional characteristics of rd43 rice flour and its food application,2020-12-01,"AGRI, IMMU, SOCI, HEAL, AGRI"
INNOVATIVE ENTREPRENEURSHIP MODEL FOR AGRICULTURAL PROCESSING SMES IN THAILAND’S DIGITAL AND INDUSTRIES 4.0 ERA,2020-12-01,"BUSI, ECON, BUSI"
NEW PRODUCT DEVELOPMENT CO CREATION PROCESS: A THAI CASE OF MICRO COMMUNITY ENTERPRISES OF NON-FOOD HERBAL PRODUCTS AND R&D GOVERNMENT ORGANIZATIONS,2020-12-01,"BUSI, ECON, BUSI"
Measurement of single-diffractive dijet production in proton–proton collisions at √s=8Te with the CMS and TOTEM experiments,2020-12-01,"ENGI, PHYS"
Functional disability and quality of life in older adults with chronic low back pain,2020-12-01,MEDI
Composition inspired by ASEAN drums: Sakodai,2020-12-01,"SOCI, ARTS, ARTS, ARTS"
"Three pillars of a sustainable creative City in ASEAN: Examples from Thailand, Singapore & Indonesia",2020-12-01,"SOCI, ARTS, ARTS, ARTS"
"As one door closes, another one opens new opportunities from COVID crisis",2020-12-01,"ARTS, ARTS, SOCI, ARTS"
Recursive tube-partitioning algorithm for a class imbalance problem,2020-12-01,MATH
"Trace metal composition of rainwater and aerosol from Kolkata, a megacity in eastern India",2020-12-01,"ENGI, ENVI, MATE, PHYS, CENG, EART"
Rabbit as a reservoir of multidrug-resistant Acinetobacter baumannii expressing the Ade multidrug efflux pumps,2020-12-01,VETE
Gel protein supplementation enhanced serum IGF-1 concentration in pre-weaning piglets,2020-12-01,VETE
The status of antimicrobial resistance in Campylobacter spp. isolated from animals and humans in Southeast Asia: A review,2020-12-01,VETE
"Outcomes of a single-step endoscopic ultrasound-guided drainage of pancreatic-fluid collections using an electrocautery-enhanced coaxial lumen-apposing, self-expanding metal stent with and without fluoroscopy",2020-12-01,MEDI
"Revision of neorthostigma belokobylskij, 1998 (hymenoptera, braconidae, alysiinae) with description of a new species from Papua New Guinea",2020-12-01,"AGRI, AGRI"
Neuroevolution Architecture Backbone for X-ray Object Detection,2020-12-01,"COMP, COMP, DECI"
Linear parameter-varying model for a refuellable zinc-air battery: LPV model for a refuellable ZAB,2020-12-01,MULT
Combined UV-C irradiation and precursor feeding enhances mulberroside: A production in Morus alba L. cell suspension cultures,2020-12-01,MULT
Oriented polysaccharide bigels from interfacial crosslinking,2020-12-01,CHEM
Seismic strengthening of nonductile bridge piers using low-cost glass fiber polymers,2020-12-01,"COMP, PHYS, ENGI, COMP, COMP"
Hyaluronic acid-based hydrogels with tobacco mosaic virus containing cell adhesive peptide induce bone repair in normal and osteoporotic rats,2020-12-01,"ENGI, MATE, MEDI, MEDI"
Predictive Factors of Severe Adverse Events in Pediatric Oncologic Patients with Febrile Neutropenia,2020-12-01,"MEDI, MEDI, MEDI, BIOC"
Predictive validity of three home fall hazard assessment tools for older adults in Thailand,2020-12-01,MULT
Successful direct-acting antiviral therapy improves circulating mucosal-associated invariant T cells in patients with chronic HCV infection,2020-12-01,MULT
Computational fluid dynamic model of nonisothermal circulating fluidized bed riser for CO2 capture,2020-12-01,ENER
A novel methodology for designing solar power purchase agreement of rooftop PVs under the behind-the-meter scheme,2020-12-01,ENER
Canals and Orchards: The Impact of Transport Network Access on Agricultural Productivity in Nineteenth-Century Bangkok,2020-12-01,"ARTS, ECON, ECON"
Lateral response of cement clay interlocking brick masonry walls subjected to earthquake loads,2020-12-01,ENGI
Longitudinal analysis of peripheral and colonic cd161+ cd4+ t cell dysfunction in acute hiv-1 infection and effects of early treatment initiation,2020-12-01,"MEDI, IMMU"
Treatment of wastewater containing reactive red 239 using fenton oxidation processes with photo-assisted regeneration of fe2+ catalyst,2020-12-01,"ENVI, ENGI, ENVI"
Global systematic review of cost of illness and economic evaluation studies associated with snakebite,2020-12-01,"MEDI, MEDI"
Investigation of diclofenac toxicity on ionic regulation of plasma and Gill ATPase activity of fish,2020-12-01,"BIOC, CHEM, CENG, ENER, ENVI, AGRI, EART"
Nonbacterial Thrombotic Endocarditis Related to Adenocarcinoma of the Uterine Cervix,2020-12-01,MEDI
Alternative liquid fuel from pyrolysis of polyethylene wax,2020-12-01,ENER
Development of bim-based quantity takeoff for light-gauge steel wall framing systems,2020-12-01,"ENGI, ENGI, COMP"
A simple levelized cost of electricity for ev charging with pv and battery energy storage system: Thailand case study,2020-12-01,"ENER, ENGI"
Happiness around the world: A combined etic-emic approach across 63 countries,2020-12-01,MULT
Effect of gold nanoparticles on the TLR2-mediated inflammatory responses induced by Leptospira in TLR2-overexpressed HEK293 cells,2020-12-01,"CENG, MATE"
Simultaneous and non-simultaneous quenching for a system of multi-dimensional semi-linear heat equations,2020-12-01,"COMP, CHEM, MATH, PHYS"
The unequal benefits of tax subsidies for household saving and investment: Evidence from thailand's tax return data,2020-12-01,"ECON, SOCI, BUSI"
A Deep Neural Network for Simultaneous Estimation of b Jet Energy and Resolution,2020-12-01,"COMP, COMP, PHYS"
Efficacy of Endoscopic Variceal Ligation in the Control of Variceal Bleeding: A Real World Setting,2020-12-01,MEDI
"Comparison of Treatment Outcomes between Laparoscopic and Robot-Assisted Laparoscopic Radical Prostatectomy in Clinically Localized Prostate Cancer, A Single-Surgeon Experience",2020-12-01,MEDI
Effect of Synbiotic Supplementation in Children with Nonalcoholic Fatty Liver Disease: A Randomized Controlled Trial,2020-12-01,MEDI
Drugs-Herbs-Dietary Supplements-induced Liver Injury: A Hidden but Emerging Clinical Problem,2020-12-01,MEDI
Long-term outcomes of children with gastroesophageal reflux disease who underwent fundoplication: a single center experience,2020-12-01,MEDI
Dependence of inclusive jet production on the anti-kT distance parameter in pp collisions at √s = 13 TeV,2020-12-01,PHYS
Butaphosphan and Cyanocobalamin Supplementation in Semen Extender on Chilled Boar Sperm Quality and Life Span,2020-12-01,VETE
No Difference in Pain After Spine Surgery with Local Wound Filtration of Morphine and Ketorolac: A Randomized Controlled Trial,2020-12-01,"MEDI, MEDI"
Inclusive search for highly boosted Higgs bosons decaying to bottom quark-antiquark pairs in proton-proton collisions at √s = 13 TeV,2020-12-01,PHYS
"First evidence of carp edema virus infection of koi cyprinus carpio in chiang mai province, thailand",2020-12-01,"MEDI, IMMU"
Extent of aging across education and income subgroups in Thailand: Application of a characteristic-based age approach,2020-12-01,MULT
Rhinacanthus nasutus “Tea” infusions and the medicinal benefits of the constituent phytochemicals,2020-12-01,"AGRI, NURS"
Accelerated nucleophilic substitution reactions of dansyl chloride with aniline under ambient conditions via dual-tip reactive paper spray,2020-12-01,MULT
Marginal operators and supersymmetry enhancement in 3d S-fold SCFTs,2020-12-01,PHYS
A Pathogenic Variant in ALPK3 Is Associated With an Autosomal Dominant Adult-onset Hypertrophic Cardiomyopathy,2020-12-01,"BIOC, MEDI, MEDI"
Application of cell immobilization technology to promote nitritation: A review,2020-12-01,ENVI
Genistein attenuated gastric inflammation and apoptosis in Helicobacter pylori-induced gastropathy in rats,2020-12-01,MEDI
Skin manifestations after bariatric surgery,2020-12-01,MEDI
Future of CAR T cells in multiple myeloma,2020-12-01,MEDI
Thrombolytic therapy in acute venous thromboembolism,2020-12-01,MEDI
The potential of sea grapes (caulerpa lentilifera) extracted polysaccharide as prebiotics on inhibiting pathogenic bacteria vibrio parahaemolyticus,2020-12-01,ENVI
Functional properties and bioactivities of cleistocalyx nervosum var. Paniala berry plant: A review,2020-12-01,"BIOC, AGRI"
Barrier and facilitator on breastfeeding education and promotion: A literature review,2020-12-01,"MEDI, SOCI, MEDI, NURS, MEDI"
"Acute effects of red chili, a natural capsaicin receptor agonist, on gastric accommodation and upper gastrointestinal symptoms in healthy volunteers and gastroesophageal reflux disease patients",2020-12-01,"AGRI, NURS"
Rescued chlorhexidine activity by resveratrol against carbapenem-resistant Acinetobacter baumannii via down-regulation of AdeB efflux pump,2020-12-01,MULT
Impact of disease stage and age at Parkinson’s onset on patients’ primary concerns: Insights for targeted management,2020-12-01,MULT
Scattering of charged fermion to two-dimensional wormhole with constant axial magnetic flux,2020-12-01,"ENGI, PHYS"
Preferred oriented cation configurations in high pressure phases IV and V of methylammonium lead iodide perovskite,2020-12-01,MULT
Prevalence and subtype distribution of blastocystis infection in patients with diabetes mellitus in Thailand,2020-12-01,"ENVI, MEDI, ENVI"
Novel potential application of chitosan oligosaccharide for attenuation of renal cyst growth in the treatment of polycystic kidney disease,2020-12-01,"CHEM, CHEM, BIOC, PHAR, PHAR, CHEM, CHEM"
Shared neuroimmune and oxidative pathways underpinning Chagas disease and major depressive disorder,2020-12-01,"MEDI, NEUR, NEUR"
Development of lightweight and high-performance ballistic helmet based on poly(Benzoxazine-co-urethane) matrix reinforced with aramid fabric and multi-walled carbon nanotubes,2020-12-01,"CHEM, MATE"
Net ultrafiltration prescription survey in Europe,2020-12-01,MEDI
Effect of immobilization methods on the production of polyethylene-cellulose biocomposites via ethylene polymerization with metallocene/MAO catalyst,2020-12-01,"CENG, CENG"
Detection of Extrapulmonary Malignancy During Lung Cancer Screening: 5-Year Analysis at a Tertiary Hospital,2020-12-01,MEDI
Compressive behavior of extremely low strength concrete conﬁned with low-cost glass FRP composites,2020-12-01,MATE
Factors influencing pre-ovulatory follicle diameter and weaning-to-ovulation interval in spontaneously ovulating sows in tropical environment,2020-12-01,"BIOC, AGRI, BIOC"
"Comparison of acid-, alkaline-, and ionic liquid–treated Napier grass as an immobilization carrier for butanol production by Clostridium beijerinckii JCM 8026",2020-12-01,ENER
Influence of nitric acid-assisted hydrothermal conditions on the characteristics of TiO2 catalysts and their activity in the oxidative steam reforming of methanol,2020-12-01,"CENG, ENGI"
Systems biology analysis of osteogenic differentiation behavior by canine mesenchymal stem cells derived from bone marrow and dental pulp,2020-12-01,MULT
Tensile properties improvement by homogenized nitrogen solid solution strengthening of commercially pure titanium through powder metallurgy process,2020-12-01,"MATE, PHYS, ENGI, ENGI"
Cloth and Skin Deformation with a Triangle Mesh Based Convolutional Neural Network,2020-12-01,COMP
High ambient temperature directly decreases milk synthesis in the mammary gland in Saanen goats,2020-12-01,"BIOC, BIOC, AGRI, BIOC"
Curcuma longa rhizome extract and Curcumin reduce the adhesion of Acanthamoeba triangularis trophozoites and cysts in polystyrene plastic surface and contact lens,2020-12-01,"IMMU, MEDI, MEDI"
Socio-economic inequalities in the association between alcohol use disorder and depressive disorder among Thai adults: a population-based study,2020-12-01,MEDI
Metabolic Engineering and Synthetic Biology of Cyanobacteria for Carbon Capture and Utilization,2020-12-01,"BIOC, CENG, IMMU, ENGI"
Reference Values for Chronotropic Index from 1280 Incremental Cycle Ergometry Tests,2020-12-01,"MEDI, HEAL"
Modeling and simulation of onset of condensation-induced water hammer,2020-12-01,"ENER, ENGI, ENER, ENVI"
Influence of frictional contact on indentation of elastic layer under surface energy effects,2020-12-01,"ENGI, MATE, PHYS, ENGI, ENGI"
"Persistence of pdm2009-H1N1 internal genes of swine influenza in pigs, Thailand",2020-12-01,MULT
Effect of incubation temperature on lactogenic function of goat milk-derived mammary epithelial cells,2020-12-01,"BIOC, BIOC"
A randomized controlled trial comparing the efficacies of ketorolac and parecoxib for early pain management after total knee arthroplasty,2020-12-01,MEDI
Decreased circulating clusterin reflects severe liver complications after hepatoportoenterostomy of biliary atresia,2020-12-01,MULT
Ceria nanorod supported gold nanoparticles as structured catalysts for the oxidative steam reforming of methanol: Effect of CTAB concentration on physiochemical properties and catalyst performance,2020-12-01,"CENG, CHEM"
Application of synthetic hureaulite as a new precursor for the synthesis of lithiophilite nanoparticles,2020-12-01,"CHEM, MATE, PHYS"
Prevalence and risk factors of primary sarcopenia in community-dwelling outpatient elderly: a cross-sectional study,2020-12-01,MULT
The investigation of binary and ternary sulfobutylether-β-cyclodextrin inclusion complexes with asiaticoside in solution and in solid state,2020-12-01,"CHEM, BIOC, CHEM"
"Probability of major depression classification based on the SCID, CIDI, and MINI diagnostic interviews: A synthesis of three individual participant data meta-analyses",2020-12-01,"PSYC, PSYC, MEDI"
Validation of the D:A:D Chronic Kidney Disease Risk Score Model among People Living with HIV in the Asia-Pacific,2020-12-01,"MEDI, MEDI"
"Publisher Correction: COVID-19-associated acute kidney injury: consensus report of the 25th Acute Disease Quality Initiative (ADQI) Workgroup (Nature Reviews Nephrology, (2020), 10.1038/s41581-020-00356-5)",2020-12-01,MEDI
Phenotype prediction and characterization of 25 pharmacogenes in Thais from whole genome sequencing for clinical implementation,2020-12-01,MULT
Precision renal replacement therapy,2020-12-01,MEDI
Performance controlled via surface oxygen-vacancy in Ti-based oxide catalyst during methyl oleate epoxidation,2020-12-01,MULT
Treatment of Chronic Severe Flexion Contractures of Fingers with Bilateral Side-Finger Flaps (Wing Flaps) and Full-Thickness Skin Graft,2020-12-01,"MEDI, MEDI"
Gigantol targets MYC for ubiquitin-proteasomal degradation and suppresses lung cancer cell growth,2020-12-01,"BIOC, BIOC, BIOC, BIOC"
A review of the recovery of precious metals using ionic liquid extractants in hydrometallurgical processes,2020-12-01,"MATE, ENGI, MATE"
DNA metabarcoding to unravel plant species composition in selected herbal medicines on the National List of Essential Medicines (NLEM) of Thailand,2020-12-01,MULT
"Recommendations for the adjuvant use of the poly-antibiotic–resistant probiotic Bacillus clausii (O/C, SIN, N/R, T) in acute, chronic, and antibiotic-associated diarrhea in children: consensus from Asian experts",2020-12-01,"MEDI, MEDI"
"Multivariate statistical analysis of the hydrochemical characteristics of a volcano sedimentary aquifer in Saraburi Province, Thailand",2020-12-01,"ENVI, EART"
Pathogenesis and immune response of Nile tilapia (Oreochromis niloticus) exposed to Tilapia lake virus by intragastric route,2020-12-01,"ENVI, IMMU, AGRI, IMMU"
Route to high- Tc superconductivity of BC 7 via strong bonding of boron–carbon compound at high pressure,2020-12-01,MULT
Death acceptance from a Thai Buddhist perspective: A qualitative study,2020-12-01,NURS
3D Bioprinting of Lignocellulosic Biomaterials,2020-12-01,"MATE, ENGI, PHAR"
NOD2-dependent BCG-induced trained immunity: A way to regulate innate responses to SARS-CoV2?,2020-12-01,"MEDI, MEDI"
COVID-19 Highlights the Need for More Effective Wildlife Trade Legislation,2020-12-01,AGRI
A novel model of injured liver ductal organoids to investigate cholangiocyte apoptosis with relevance to biliary atresia,2020-12-01,"MEDI, MEDI"
"Identifying indoor radon sources in Pa Miang, Chiang Mai, Thailand",2020-12-01,MULT
Clearance of micronutrients during continuous renal replacement therapy,2020-12-01,MEDI
"Serological evidence of avian influenza virus subtype H5 and H9 in live bird market, Myanmar",2020-12-01,"MEDI, IMMU, IMMU, VETE, MEDI"
A novel indirect cryogenic cooling system for improving surface finish and reducing cutting forces when turning ASTM F-1537 cobalt-chromium alloys,2020-12-01,"ENGI, COMP, ENGI, COMP, ENGI"
Properties and performance of the basalt-fiber reinforced texture roof tiles,2020-12-01,MATE
Evaluating the effect of rice (Oryza sativa L.: SRNC05053-6-2) crude extract on psoriasis using in vitro and in vivo models,2020-12-01,MULT
Rapid production of SARS-CoV-2 receptor binding domain (RBD) and spike specific monoclonal antibody CR3022 in Nicotiana benthamiana,2020-12-01,MULT
Endothelial dysfunction in neuroprogressive disorders—causes and suggested treatments,2020-12-01,MEDI
Investigation into the variation in follicular and endocrine responses of prepubertal gilts treated with exogenous gonadotropins,2020-12-01,"VETE, AGRI, BIOC"
Changes in hepatic fibrosis and vitamin D levels after viral hepatitis C eradication using direct-acting antiviral therapy,2020-12-01,MEDI
CO2methanation over nickel-based catalysts supported on MCM-41 with in situ doping of zirconium,2020-12-01,"CENG, ENVI, CENG"
Expanding phenotypic and mutational spectra of mitochondrial HMG-CoA synthase deficiency,2020-12-01,"BIOC, MEDI"
COVID-19-associated acute kidney injury: consensus report of the 25th Acute Disease Quality Initiative (ADQI) Workgroup,2020-12-01,MEDI
The need for financial knowledge acquisition tools and technology by small business entrepreneurs,2020-12-01,"BUSI, COMP, SOCI, ECON, BUSI"
Enhanced polyhydroxybutyrate (PHB) accumulation in heterotrophically grown Arthrospira platensis under nitrogen deprivation,2020-12-01,"AGRI, AGRI"
"Pain or No Pain, We Will Give You Opioids: Relationship Between Number of Opioid Pills Prescribed and Severity of Pain after Operation in US vs Non-US Patients",2020-12-01,MEDI
"Potential influence of jaggery-based biofloc technology at different C:N ratios on water quality, growth performance, innate immunity, immune-related genes expression profiles, and disease resistance against Aeromonas hydrophila in Nile tilapia (Oreochromis niloticus)",2020-12-01,"IMMU, ENVI, AGRI, IMMU"
Characteristics of pyrolysis products from pyrolysis and co-pyrolysis of rubber wood and oil palm trunk biomass for biofuel and value-added applications,2020-12-01,"CENG, ENVI, ENVI, CENG"
Detection of tuberculosis in cynomolgus macaques (Macaca fascicularis) using a supplementary Monkey Interferon Gamma Releasing Assay (mIGRA),2020-12-01,MULT
Investigation on the increased stability of the Ni–Co bi-metallic catalysts for the carbon dioxide reforming of methane,2020-12-01,"CENG, CHEM"
A Kaluza–Klein inspired Brans–Dicke gravity with dark matter and dark energy model,2020-12-01,"PHYS, EART"
Non-thermal dielectric barrier discharge plasma hydrogenation for production of margarine with low trans-fatty acid formation,2020-12-01,"AGRI, CHEM, ENGI"
NF-κB and STAT3 co-operation enhances high glucose induced aggressiveness of cholangiocarcinoma cells,2020-12-01,"BIOC, PHAR"
Gas-phase polymerization of ethylene over Ti-based Ziegler–Natta catalysts prepared from different magnesium sources,2020-12-01,"CENG, MATE, MATE, MATE, CENG, MATE"
Different water removal methods for facilitating biodiesel production from low-cost waste cooking oil containing high water content in hybridized reactive distillation,2020-12-01,ENER
Atrial fibrillation ablation in the 21st century: Almost no stroke risk?,2020-12-01,"MEDI, MEDI"
Promising effect of in-situ lyticase enzyme therapy on peritoneal dialysis catheter obstruction from Acremonium fungal biofilm: A case report,2020-12-01,"IMMU, MEDI"
Can endolysosomal deacidification and inhibition of autophagy prevent severe COVID-19?,2020-12-01,"BIOC, PHAR"
Molecular epidemiology of the first wave of severe acute respiratory syndrome coronavirus 2 infection in Thailand in 2020,2020-12-01,MULT
Detecting personally identifiable information transmission in android applications using light-weight static analysis,2020-12-01,"COMP, SOCI"
Lactobacillus reuteri DSM 17938 and ATCC PTA 5289 ameliorates chemotherapy-induced oral mucositis,2020-12-01,MULT
Effects of Heat Treatment on Mechanical Properties of Jute Fiber-Reinforced Polymer Composites for Concrete Confinement,2020-12-01,"ENGI, ENGI, MATE, ENGI"
Many-objective low-cost airline cockpit crew rostering optimisation,2020-12-01,"COMP, ENGI"
Common and rare susceptibility genetic variants predisposing to Brugada syndrome in Thailand,2020-12-01,"MEDI, MEDI"
"Emerging MDR-Pseudomonas aeruginosa in fish commonly harbor oprL and toxA virulence genes and bla TEM, bla CTX-M, and tetA antibiotic-resistance genes",2020-12-01,MULT
Natural rubber nanocomposites based on hybrid filler of zinc nanoparticles and carbon nanotubes: Electrical conductivity and other related properties,2020-12-01,"CENG, CHEM, MATE, CHEM, MATE"
Diterpenoids from the aerial parts of Euphorbia antiquorum and their efficacy on nitric oxide inhibition,2020-12-01,"BIOC, BIOC, AGRI, AGRI"
"Supplementing post-wash asthenozoospermic human spermatozoa with coenzyme Q10 for 1 hr in vitro improves sperm motility, but not oxidative stress",2020-12-01,"BIOC, MEDI"
Recovery of γ-oryzanol from rice bran oil soapstock derived calcium soap: Consideration of Hansen solubility parameters and preferential extractability in various solvents,2020-12-01,AGRI
Screening and eradication of Helicobacter pylori for gastric cancer prevention: The Taipei global consensus,2020-12-01,MEDI
New prospects on the horizon: Genome editing to engineer plants for desirable traits,2020-12-01,"BIOC, BIOC, AGRI, BIOC, BIOC"
Efficacy and Safety of Oral Minoxidil 5 mg Once Daily in the Treatment of Male Patients with Androgenetic Alopecia: An Open-Label and Global Photographic Assessment,2020-12-01,MEDI
Assessment of agricultural waste-derived activated carbon in multiple applications,2020-12-01,"BIOC, ENVI"
Early origin and global colonisation of foot-and-mouth disease virus,2020-12-01,MULT
Comparison of the accuracy of implant position for two-implants supported fixed dental prosthesis using static and dynamic computer-assisted implant surgery: A randomized controlled clinical trial,2020-12-01,"DENT, DENT"
Conflicting Orders in Physician Orders for Life-Sustaining Treatment Forms,2020-12-01,MEDI
Meropenem dosing recommendations for critically ill patients receiving continuous renal replacement therapy,2020-12-01,MEDI
Opioids after Surgery in the United States Versus the Rest of the World: The International Patterns of Opioid Prescribing (iPOP) Multicenter Study,2020-12-01,MEDI
Detection of Leishmania infantum DNA by real-time PCR in saliva of dogs,2020-12-01,"MEDI, IMMU, IMMU, VETE, MEDI"
Thermally induced structural organization of nanodiscs by coarse-grained molecular dynamics simulations,2020-12-01,"BIOC, BIOC, CHEM"
