Title,cover_date,authkey_word
Towards a Great Design of Conceptual Modelling,2019-12-13,"5d world map system, Artificial intelligence, Conceptual modelling, Context computing, Data mining, Environmental ict, Globalization, Machine learning, Model suites, Multi-agent system, Semantic computing"
Water Quality Index Analysis and Prediction: A Case Study of Canals in Bangkok Thailand,2019-12-13,"Artificial neural network, Data mining, M5p, M5rules, Machine learning, Mlp, Multilayer perceptron, Reptree, Water quality index, Weka, Wqi"
Prediction of User's Special Feelings Toward Photos Based on Behaviors of Taking and Editing Photos,2019-12-13,"Angle and position of photo, Color style of photo, Photo recognition, Photo sharing service, Recommendation, User preference"
"A SPA-Based Semantic Computing System for Global & Environmental Analysis and Visualization with ""5-Dimensional World-Map"": ""towards Environmental Artificial Intelligence",2019-12-13,"Data mining, Global environmental analysis, Ocean environment multimedia system, Semantic computing"
"Design and Synthesis of Piperazine-Linked Imidazo[1,2-a]pyridine Derivatives as Potent Anticancer Agents",2019-12-13,"In-vitroCytotoxicity, Molecular docking studies, Piperazine linked imidazo[1,2-a]pyridine, Structural activity relationship"
"Ceropegia chuakulii sp. Nov. (Asclepiadoideae, Apocynaceae) from eastern Thailand",2019-12-12,"Ceropegia section Tiloris series Attenuatae, Ceropegieae, Dry deciduous forest, Eastern Thailand"
Evolutionary Engineering of Cyanobacteria to Enhance the Production of α-Farnesene from CO2,2019-12-11,"CO2 conversion, cyanobacteria, evolutionary engineering, farnesene"
Carbon Dioxide Adsorption on Grafted Nanofibrous Adsorbents Functionalized Using Different Amines,2019-12-10,"CO2 adsorption, diethylamine, electrospun nanofibers, ethanolamine, poly(glycidyl methacrylate), radiation-induced grafting, triethylamine"
Pseudorapidity distributions of charged hadrons in xenon-xenon collisions at sNN=5.44 TeV,2019-12-10,"CMS, Hadrons, Multiplicity, Physics, Spectra, Xenon-xenon"
Identification of software problem report types using multiclass classification,2019-12-09,"Multiclass Classification, Problem Report, Text Classification"
Non-functional requirement patterns for agile software development,2019-12-09,"Fault Tolerance Patterns, Non-functional Requirements, Requirement Patterns, Scrum, Security Patterns"
Transforming yawl workflows with time constraints to generalized stochastic petri nets,2019-12-09,"Formal model, Generalized Stochastic Petri Nets, YAWL Workflows"
Impact analysis of database schema changes on hibernate source code and test cases,2019-12-09,"Database Schema, Hibernate ORM, Object-Relational Mapping (ORM), Software Testing, Test Case"
Formal modeling of multi-server queuing network using stochastic petri nets,2019-12-09,"Formal Model, Multi-Server Queuing Network, Stochastic Petri Nets"
Stubs and drivers generator for class integration testing using sequence and class diagrams,2019-12-09,"Class Integration Testing, Driver, Object-Oriented, Sequence Diagram, Software Testing, Stub, Test Case"
Visual design and code generation of user interface based on responsive web design approach,2019-12-09,"Code Generation, Front-End, Responsive Web Design, Visual Design"
Transforming flowchart into coloured petri nets,2019-12-09,"Coloured Petri nets, Flowchart, Formal method, Transformation scheme"
Transforming WS-BPEL into timed automata,2019-12-09,"Formal Verification, Model Checking, Timed Automata, WS-BPEL Workflow"
Formal modeling of priority queue using generalized stochastic petri nets,2019-12-09,"Formal model, Generalized Stochastic Petri Nets, Priority Queue"
Formalizing a decision table into petri nets,2019-12-09,"Decision Table, Formal Model, Petri Nets, Transformation Rule"
Test case generation from BPMN with DMN,2019-12-09,"BPMN, Business Rule Task, Decision table, DMN, Test case"
Sweeper: Automated data quality processing and model generation for data classification,2019-12-09,"Data preprocessing, Data quality, Machine learning"
Application of carbon nanotubes prepared from CH4/CO2 over Ni/MgO catalysts in CO2 capture using a BEA-AMP bi-solvent blend,2019-12-06,"absorption, carbon nanotubes, catalyst, CO2 capture, KMgO"
Unusual adsorption behavior of hydrogen molecules on Zr–doped perfect and oxygen–vacancy defective rutile TiO2(110) surfaces: Periodic DFT study,2019-12-06,"Binding energy, Hydrogen adsorption energy, Periodic DFT, Zr–doped oxygen–vacancy defect TiO2, Zr–doped perfect rutile TiO2(110) surface"
Simulation of peak position and response profiles in comprehensive two-dimensional gas chromatography,2019-12-06,"2D peak position, Comprehensive two-dimensional gas chromatography, Fatty acid methyl ester, Peak, Profile, Simulation"
Anti-HIV-1 protease activity of the crude extracts and isolated compounds from Auricularia polytricha,2019-12-05,"Auricularia polytricha, HIV-1 protease inhibitor, Human immunodeficiency virus"
Relation extraction between bacteria and biotopes from biomedical texts with attention mechanisms and domain-specific contextual representations,2019-12-03,"Attention networks, Biomedical text mining, Contextual word-embeddings, Deep learning, Domain-specific language, Relation extraction"
Comparison of radon and thoron concentration measuring systems among asian countries,2019-12-02,"Comparison, Radon, Thoron"
Prevalence of Atrial Fibrillation in Patients with Retinal Vessel Occlusion and Its Association: A Systematic Review and Meta-Analysis,2019-12-02,"Atrial fibrillation, retinal artery occlusion, retinal vein occlusion"
Successful multimodality management of severe pulmonary arterial hypertension during pregnancy with VA-ECMO and atrial septostomy using stent,2019-12-02,"Cardiothoracic surgery, Interventional cardiology, Pregnancy, Pulmonary hypertension"
"Thermosetting Shape Memory Polymers and Composites Based on Polybenzoxazine Blends, Alloys and Copolymers",2019-12-02,"polybenzoxazines, shape memory polymer composites, shape memory polymers, shape recovery"
Cost-effectiveness and budget impact analyses of colorectal cancer screenings in a low- and middle-income country: example from Thailand,2019-12-02,"colonoscopy, Cost-effectiveness analysis, fecal immunochemical test, organized colorectal cancer screening, Thailand"
Is a diagnostic blood test for chronic fatigue syndrome on the horizon?,2019-12-02,"antioxidants, biomarkers, Chronic fatigue syndrome, Myalgic Encephalomyelitis, neuro-immune, oxidative"
Generalized symplectic graphs and generalized orthogonal graphs over finite commutative rings,2019-12-02,"Generalized bilinear form graph, local ring, orthogonal graph, symplectic graph"
"The Development of Tea Planting and Tea Culture Tourism in Thai Nguyen, Vietnam",2019-12-01,"tea culture, tea culture tourism, Thai Nguyen, Vietnam"
Relationship between Voriconazole Concentration and Invasive Aspergillosis Treatment Outcome: Efficacy and Safety,2019-12-01,"clinical outcome, hepatotoxicity, invasive aspergillosis, voriconazole"
A Reflection on Teaching Design Thinking to First-Year Engineering Students,2019-12-01,"CDIO Framework, d-school, empathy, introduction to engineering, short workshop"
Combination of Active Braking and Torque Vectoring in Electronic Stability Control for Four-Wheel Independent Drive Electric Vehicle,2019-12-01,"active braking, electric vehicle, ESC, independent-wheel drive, torque vectoring"
Plasmapheresis reduces mycophenolic acid concentration: A study of full AUC0–12 in kidney transplant recipients,2019-12-01,"Immunosuppression, Kidney transplantation, Mycophenolic acid, Plasmapheresis"
On the rank-size distribution of local government debt,2019-12-01,"Complex Adaptive System, Local Government Debt, Power Law, Risk and Uncertainty Management, Self-Organized Criticality"
Last Mile Optimization for a Young 3PL Provider,2019-12-01,"ARIMA, capacitated vehicle routing problem with time window, parcel delivery services"
Study of Hamiltonian Energy Control of Multiphase Interleaved Fuel Cell Boost Converter,2019-12-01,"Constant power load (CPL), dc microgrid, fuel cell (FC), interconnection and damping assignment (IDA), interleaved boost converter, passivity based controller (PBC), Port-Controlled Hamiltonian (PCH)"
Update on molecular diagnosis of human leptospirosis,2019-12-01,"genomic detection, Leptospira, leptospirosis, molecular diagnosis, real-time PCR"
Porcine reproductive and respiratory syndrome virus (PRRSV) preferentially infected the apical surface of primary endometrial cell monolayer,2019-12-01,"Endometrial cells, Porcine reproductive and respiratory syndrome, PRRSV receptor, Releasing of virus, Susceptibility"
Efficacy of competitive exclusion to reduce Salmonella in broiler chickens,2019-12-01,"Broiler chickens, Competitive exclusion, Salmonella"
Variations in the branching pattern of the canine coeliac trunk in Thailand: An anatomical study,2019-12-01,"Branching pattern, Coeliac trunk, Coeliacomesenteric trunk, Thai native dogs"
Chronic toxicity of monosodium glutamate on the reproductive system and some internal organs of zebrafish (Danio rerio),2019-12-01,"Chronic toxicity, Histopathology, Monosodium glutamate, Zebrafish"
Selection of the appropriate reference genes for relative quantitative reverse transcription polymerase chain reaction (qRT-PCR) in canine pulmonary arteries,2019-12-01,"Canine, PCR, Pulmonary artery, Reference gene, RPL32, RPS19"
"Effects of gender, laterality, reaching location, and body posture on the maximum reach of elders",2019-12-01,"Body Posture, Elder, Functional Anthropometry, Gender, Laterality, Maximum Reach"
Optimal Battery Capacity for Residential Rooftop PVs With Consideration of Net-Metering Scheme Compensation Period,2019-12-01,"Battery energy storage system (BESS), Electricity charge saving, Net present value (NPV), Net-metering scheme (NMS), Operation schedule"
In Situ Caching using Combined TTL-FIFO Algorithm,2019-12-01,"Algorithmic arrangement, Cache, FIFO, Simulation"
Do the crime and the socioeconomic strain affect the economic growth? A case of an emerging asean economy,2019-12-01,"Crime, Economic growth, Socioeconomic strains, Thailand"
Transportation mobility factor extraction using image recognition techniques,2019-12-01,"Image Recognition, Object Detection, Quality of Life (QOL), Semantic Segmentation, Transportation Mobility"
Applying virtual reality technology to geoscience classrooms,2019-12-01,"Classroom, Geoscience, Geoscience education, Learning gain, Smartphone, Virtual reality"
Design and implementation of the off-line robust model predictive control for solid oxide fuel cells,2019-12-01,"Control synthesis, Off-line calculation, Robust model predictive control, Solid oxide fuel cell"
Effect of CuO as sintering additive in scandium cerium and gadolinium-doped zirconia-based solid oxide electrolysis cell for steam electrolysis,2019-12-01,"Cuo, Hydrogen production, Sintering additive, Solid oxide electrolysis cells, Steam electrolysis"
Finite integration method with shifted Chebyshev polynomials for solving time-fractional burgers' equations,2019-12-01,"Burgers' equation, Caputo fractional derivative, Coupled Burgers' equation, Finite integration method, Shifted Chebyshev polynomial"
"Fed intermittent composting of food waste from minor touring city, using reactors with different passive ventilation",2019-12-01,"Bioreactors, Composting, Fed intermittent composting, Food waste, Organic waste, Passive ventilation"
A potential application of triangular microwells to entrap single cancer cells: A canine cutaneous mast cell tumor model,2019-12-01,"Canine, Mast cell tumor, Microfluidics, Microwell, OCT4A, Single cell analysis"
Cyclin D1 expression as a potential prognostic factor in advanced KRAS-mutant non-small cell lung cancer,2019-12-01,"Cyclin D1, East Asia, Kirsten rat sarcoma (KRAS), Non-small cell lung cancer (NSCLC)"
"The impact of government expenditures, gross capital formation, trade, and portfolio investment on the economic growth of asean economies",2019-12-01,"ASEAN, Capital formation, Economic growth, Trade"
CONSPICUOUS CONSUMPTION of ONLINE SOCIAL NETWORKING DEVICES and SUBJECTIVE WELL-BEING of BANGKOKIANS,2019-12-01,"Conspicuous consumption, happiness, mental health, online social networking devices, social comparison"
Antioxidant potency of Okra (Abelmoschus esculentus moench) pods extract on SOD level and tissue glucose tolerance in diabetic mice,2019-12-01,"Abelmoschus esculentus Moench, Diabetic Mice, SOD Level, Tissue Glucose Tolerance"
Hepatoprotective effect of crude polysaccharides extracted from Ganoderma lucidum against carbon tetrachloride-induced liver injury in mice,2019-12-01,"Carbon tetrachloride, Crude polysaccharide extract, Ganoderma lucidum, Hepatotoxicity"
"Assessment of the lower ping river’s riverbank erosion and accretion, northern thailand using geospatial technique; implication for river flow and sediment load management",2019-12-01,"Lower Ping River, Riverbank erosion/accretion, Sandbar, Succession of weir"
A generalization of the trichotomy principle,2019-12-01,"Axiom of Choice, Trichotomy Principle"
"Effects of overcrowded traffic and road construction activities in bangkok on PM2.5, PM10 and heavy metal composition",2019-12-01,"Construction activity, Graphite Furnace Atomic Absorption Spectroscopy (GFAAS), Heavy metals, Overcrowded traffic, Particulate matter"
Comparison between the seventh and eighth edition of the AJCC/UICC staging system for nasopharyngeal cancer integrated with pretreatment plasma Epstein-Barr virus DNA level in a non-Chinese population: Secondary analysis from a prospective randomized trial,2019-12-01,"Nasopharyngeal cancer, Plasma EBV DNA, TNM staging"
Galactomannan pentasaccharide produced from copra meal enhances tight junction integration of epithelial tissue through activation of AMPK,2019-12-01,"AMPK activation, Mannan oligosaccharide, Tight junction integration, Trans-epithelial electrical resistance"
Gigantol targets cancer stem cells and destabilizes tumors via the suppression of the PI3K/AKT and JAK/STAT pathways in ectopic lung cancer xenografts,2019-12-01,"AKT, Cancer stem cell, Gigantol, JAK/STAT, Lung cancer, Proteomics, Tumor density, Tumor maintenance"
Measurement of the differential Drell-Yan cross section in proton-proton collisions at √s = 13 TeV,2019-12-01,"Hadron-Hadron scattering (experiments), Particle and resonance production"
Palm biochar-based sulphated zirconium (Zr-AC-HSO3) catalyst for methyl ester production from palm fatty acid distillate,2019-12-01,"Esterification, Fatty acid methyl ester production, Palm fatty acid distillate (PFAD), Sulfonated palm-based catalyst, Wet impregnation method"
Nitriding an oxygen-doped nanocarbonaceous sorbent synthesized via solution plasma process for improving CO2 adsorption capacity,2019-12-01,"Adsorption, Carbon dioxide, Carbonaceous material, Solution plasma process"
Study of the B +→ J / ψ Λ ¯ p decay in proton-proton collisions at √s = 8 TeV,2019-12-01,"B physics, Hadron-Hadron scattering (experiments)"
New 3d N = 2 SCFT’s with N 3/2 scaling,2019-12-01,"AdS-CFT Correspondence, Chern-Simons Theories, Matrix Models, Super- symmetric Gauge Theory"
Measurements of differential Z boson production cross sections in proton-proton collisions at √s = 13 TeV,2019-12-01,"Hadron-Hadron scattering (experiments), Particle and resonance production"
Search for anomalous triple gauge couplings in WW and WZ production in lepton + jet events in proton-proton collisions at √s = 13 TeV,2019-12-01,"Beyond Standard Model, Hadron-Hadron scattering (experiments)"
D-Lactic acid fermentation performance and the enzyme activity of a novel bacterium Terrilactibacillus laevilacticus SK5–6,2019-12-01,"D-Lactic acid, Fermentation, Glycolytic enzymes, Lactate dehydrogenase, Lactate isomerization, Terrilactibacillus laevilacticus"
"Oral health education improved oral health knowledge, attitudes, and plaque scores in Thai third-grade students: A randomised clinical trial",2019-12-01,"Attitude, Knowledge, Oral health education, Primary schools, Schoolteacher"
Recombinant human dentin matrix protein 1 (HDMP1) expressed in nicotiana benthamiana potentially inducesosteogenic differentiation,2019-12-01,"Human dentin matrix protein-1 (hDMP1), Molecular pharming, Nicotiana benthamiana, Osteogenic differentiation, Plant-produced recombinant protein, Transient expression"
Plant-produced anti-enterovirus 71 (EV71) monoclonal antibody efficiently protects mice against EV71 infection,2019-12-01,"Enterovirus 71 (EV71), Hand-foot-mouth disease, Molecular pharming, Monoclonal antibody, Nicotiana benthamiana, Plant biotechnology, Plant-produced monoclonal antibody"
The effect of prosthesis design on blood loss in simultaneous bilateral total knee arthroplasty: Closed-box versus open-box prosthesis,2019-12-01,"Arthroplasty, Bilateral, Blood loss, Knee, Prosthesis, Transfusion"
Regional variation in the treatment and prevention of peritoneal dialysis-related infections in the Peritoneal Dialysis Outcomes and Practice Patterns Study,2019-12-01,"infection, peritoneal dialysis, peritonitis"
"Exploring the possibility of MaaS service in Thailand, implications from the existing conditions and experts' opinions on “Who should be the MaaS provider in Bangkok?”",2019-12-01,"Bangkok, MaaS provider, Mobility-as-a-Service, Situation analysis, Stakeholder analysis"
Indirect Sinus Augmentation with and Without the Addition of a Biomaterial: A Randomized Controlled Clinical Trial,2019-12-01,"acemannan sponges, bone formation, bone substitute, sinus augmentation"
Prospective evaluation of screening performance of first-trimester prediction models for preterm preeclampsia in an Asian population,2019-12-01,"American College of Obstetricians and Gynecologists (ACOG), Asian population, aspirin, Bayes theorem, biomarker, detection rate, false-positive rate, Fetal Medicine Foundation (FMF), hypertension, MAP, multiples of the median (MoM), National Institute for Health and Care Excellence (NICE), placental growth factor (PlGF), prediction model, preeclampsia, pulsatility index, screening, UtA-PI, validation"
"A natural skin anti-ageing serum containing pseudobulb ethanolic extract of Grammatophyllum speciosum: a randomized double-blind, placebo-controlled trial",2019-12-01,"cell culture, clinical studies, Grammatophyllum speciosum Blume, non-cell-based assay, skin anti-ageing, skin anti-wrinkle"
"The production of volatile fatty acids from Napier grass via an anaerobic leach bed process: The influence of leachate dilution, inoculum, recirculation, and buffering agent addition",2019-12-01,"Elephant grass, Hydrolysate, Napier Pak-Chong 1, Process parameter, VFAs"
Effect of structural individual low-fodmap dietary advice vs. Brief advice on a commonly recommended diet on ibs symptoms and intestinal gas production,2019-12-01,"And polyols (FODMAPs), Dietary advice, Disaccharides, Fermentable oligosaccharides, Food, Intestinal gas, Irritable bowel syndrome, Monosaccharides"
Size Does Not Matter: Same-Sex Sexual Behavior Occurred Regardless of Mandible Size in Male Stag Beetle Aegus chelifer chelifer (Coleoptera: Lucanidae),2019-12-01,"Male-male interaction, Mating, Recognition, Sexual role"
A new framework to test parent-child and full sibling relationships with population substructure,2019-12-01,"Combined DNA Index System (CODIS), Familial search, Full sibling, Likelihood ratio, Parent-child, Population substructure"
Hydrothermal liquefaction of microalgae using Fe3O4 nanostructures as efficient catalyst for the production of bio-oil: Optimization of reaction parameters by response surface methodology,2019-12-01,"Bio-oil, Catalyst recovery, Catalytic hydrothermal liquefaction, Central composite design, Response surface methodology, Spirulina platensis"
Quantification of enterocytozoon hepatopenaei (Ehp) in penaeid shrimps from southeast asia and latin america using taqman probe-based quantitative PCR,2019-12-01,"Enterocytozoon hepatopenaei, Microsporidian, QPCR, Shrimp parasite"
On Properties of t-Fuzzy Modules and Uniform t-Fuzzy Modules,2019-12-01,"t-fuzzy modules, uniform fuzzy modules, uniform t-fuzzy modules"
Event free survival at 24 months is a strong surrogate prognostic endpoint of peripheral T cell lymphoma,2019-12-01,"EFS24, event free survival, peripheral T cell lymphoma, prognosis, risk stratification"
Understanding of the drug resistance mechanism of hepatitis C virus NS3/4A to paritaprevir due to D168N/Y mutations: A molecular dynamics simulation perspective,2019-12-01,"D168N, D168Y, HCV NS3/4A protease, Molecular dynamics simulation, Paritaprevir"
Anaerobic biodegradation of trimethoprim with sulfate as an electron acceptor,2019-12-01,"Antibiotic fate, Core microbiome, Demethylation, Sulfate reduction, Trimethoprim (TMP) biodegradation"
Studies on Riceberry rice (Oryza sativa L.) extract on the key steps related to carbohydrate and lipid digestion and absorption: A new source of natural bioactive substances,2019-12-01,"Anthocyanin, Carbohydrate, Lipid, Riceberry rice"
Polypropylene Copolymer/Calcium Silicate Composites with Enhanced Mechanical Properties and Scratch Resistance,2019-12-01,"Mechanical properties, Polymer matrix composites, Scratch resistance, Thermal properties"
"Plumbagin inhibits cancer stem-like cells, angiogenesis and suppresses cell proliferation and invasion by targeting Wnt/β-catenin pathway in endocrine resistant breast cancer",2019-12-01,"Angiogenesis, Cancer stem-like cells, FGF2, Plumbagin, Plumbagin (PubChem CID: 10205), Wnt inhibitor (IWP2) (PubChem CID: 2155128), Wnt signaling"
"A nanocomposite prepared from platinum particles, polyaniline and a Ti3C2 MXene for amperometric sensing of hydrogen peroxide and lactate",2019-12-01,"Amperometry, Electrochemical sensor, Hydrogen peroxide, Lactate, Milk sample, Pt/PANI/MXene nanocomposite, Ti3C2"
"Prolonged Effect of Zoledronic Acid on Bone Mineral Density and Turnover in HIV-Infected Adults on Tenofovir: A Randomized, Open-Label Study",2019-12-01,"BONE MINERAL DENSITY, BONE TURNOVER, HIV, SWITCHING, TENOFOVIR, ZOLEDRONIC ACID"
Risk factors of infection-associated mortality in children with lupus nephritis in under-resourced areas,2019-12-01,"Child, developing country, hospital infection, lupus nephritis, mycoses"
Genome sequence and phylogenetic analysis of a novel comovirus from tabasco pepper (Capsicum frutescens),2019-12-01,"Capsicum annuum, dsRNA, Next generation sequencing, Replicative intermediate dsRNA, Secoviridae"
Protective effect of neglected plant Diplocyclos palmatus on quorum sensing mediated infection of Serratia marcescens and UV-A induced photoaging in model Caenorhabditis elegans,2019-12-01,"Caenorhabditis elegans, Diplocyclos palmatus, Quorum sensing, Serratia marcescens, UV-induced photoaging"
Evaluation on safety and energy requirement of biodiesel production: Conventional system and microreactors,2019-12-01,"Biodiesel, Microreactor, Process efficiency, Safety assessment, Safety management"
The long road to becoming a farmer: Thai agricultural students’ plans,2019-12-01,"Agricultural students, setting up a farm, Thailand, vocational training, youth aspirations"
"Serum adipokine levels, bodyweight and functional status in children with cerebral palsy",2019-12-01,"Adiponectin, Leptin, Metabolic syndrome, Pediatric obesity, Resistin"
Public policy to support young farmers in Thailand,2019-12-01,"Policy assessment, public programmes, setting up a farm, Thailand, young farmers"
An immune gate of depression – Early neuroimmune development in the formation of the underlying depressive disorder,2019-12-01,"Allostasis, Interleukin 17, Pro-inflammatory cytokines, Regulatory T cells (Tregs), Th17 cells"
Optimal operation of CCHP and renewable generation-based energy hub considering environmental perspective: An epsilon constraint and fuzzy methods,2019-12-01,"Combined cooling, Economic-emission model, Energy hub system, Heating and power (CCHP), Real-time based DRP, ε-constraint and fuzzy techniques"
Efficacy of single topical treatment of Selamectin (Revolution®) against Ancylostoma ceylanicum in experimentally infected cats,2019-12-01,"Ancylostoma ceylanicum, Cat, Hookworm, Selamectin (Revolution®)"
"Better survivals in adolescent and Young adults, compared to adults with acute lymphoblastic leukemia – A multicenter prospective registry in Thai population",2019-12-01,"Epidemiology, Lymphoblastic leukemia, Stem cell transplantation, Survival outcome, Thailand"
"Topical 2% ketoconazole cream monotherapy significantly improves adult female acne: A double-blind, randomized placebo-controlled trial",2019-12-01,"acne vulgaris, adult female acne, ketoconazole, post-adolescent acne, topical acne treatment"
"Tumor necrosis factor alpha (TNF-α) and its soluble receptors are associated with disability, disability progression and clinical forms of multiple sclerosis",2019-12-01,"Disability, MSSS, Multiple sclerosis, sTNFR1, sTNFR2, Tumor necrosis factor alpha"
"Functional Measures of Sarcopenia: Prevalence, and Associations with Functional Disability in 10,892 Adults Aged 65 Years and Over from Six Lower- and Middle-Income Countries",2019-12-01,"Disability, Function, Gait speed, Grip strength, Lower- and middle-income countries, Socioeconomic conditions, Strength"
Effect of acrylonitrile content of acrylonitrile butadiene rubber on mechanical and thermal properties of dynamically vulcanized poly(lactic acid) blends,2019-12-01,"acrylonitrile butadiene rubber (NBR), dicumyl peroxide (DCP), dynamic vulcanization, mechanical properties, poly(lactic acid) (PLA)"
Arrhythmias in hematopoietic stem cell transplantation: A systematic review and meta-analysis,2019-12-01,"atrial fibrillation, bone marrow transplantation, meta-analysis, stem cell transplantation, supraventricular tachycardia"
Enhanced efficacy of immersion vaccination in tilapia against columnaris disease by chitosan-coated “pathogen-like” mucoadhesive nanovaccines,2019-12-01,"Chitosan, Columnaris disease, Immersion vaccination, Tilapia"
