Title,cover_date,authkey_word
Syntheses and anti-HIV and human cluster of differentiation 4 (CD4) down-modulating potencies of pyridine-fused cyclotriazadisulfonamide (CADA) compounds,2020-12-15,"CD4, Cell-surface protein, Fused pyridines, HIV, Signal peptide, Translocation inhibitors"
"Incidence, Persistence, and Factors Associated with HPV Infection among Male Adolescents with and Without Perinatally Acquired HIV Infection",2020-12-15,"adolescent, HIV, human papillomavirus, incidence, perinatal, persistence"
Bio-methanol production from oil palm residues: A thermodynamic analysis,2020-12-15,"Bio-methanol, Gasification, Oil palm residues, Thermodynamic analysis"
What matters in cost of debt: audit partner public-client specialization or busyness?,2020-12-15,"Audit partner, Busyness, Cost of debt, Specialization"
Electrically controlled release of anticancer drug 5-fluorouracil from carboxymethyl cellulose hydrogels,2020-12-15,"Anticancer drug, Carboxymethyl cellulose, Controlled drug release, Electrically stimuli"
Effect of amine types and temperature of a natural rubber based composite material on the carbon dioxide capture,2020-12-15,"Chemical adsorption, CO2 adsorption, Natural rubber foam, Physical adsorption"
Synergistic Effect of the Oleic Acid and Oleylamine Mixed-Liquid Matrix on Particle Size and Stability of Sputtered Metal Nanoparticles,2020-12-14,"colloidal stability, copper, gold, matrix sputtering, metal nanoparticles, oleic acid, oleylamine, oxidation suppression"
Understanding the Effects of Antecedents on Continuance Intention to Gather Food Safety Information on Websites,2020-12-11,"continuance intention, expectation-confirmation theory, food safety, social media, technology acceptance model, technology readiness"
A Dual Approach in Direct Ink Writing of Thermally Cured Shape Memory Rubber Toughened Epoxy,2020-12-11,"3D printing, shape memory, thixotropic rheology, tough epoxy, tunable properties"
An agile-stage-gate model for medical startups: A case study of a medical product startup in Thailand,2020-12-10,"agile, balance transformation, new product development, stage-gate, startup"
Decision Support System for Power Plant Improvement Investment Using Life-Cycle Cost,2020-12-10,"DSS, Evaluating investment, LCCM, LCOE, Power Plant"
Observation of electroweak production of Wγ with two jets in proton-proton collisions at s=13 TeV,2020-12-10,"CMS, Physics, Vector boson scattering"
Behavior of concrete confined with epoxy bonded fiber ropes under axial load,2020-12-10,"Compressive strength, Concrete, Confinement, Confinement model, Cotton, Deformability, Fiber Reinforced Polymers, FRRP, Hemp, Polyester, Rope"
"Willingness to pay for flood insurance: A case study in Phang Khon, Sakon Nakhon Province, Thailand",2020-12-09,"Contingent Valuation Method, Flood Insurance, Sakon Nakhon, Thailand, Willingness to Pay"
Introducing raspberry Pi and its peripherals to a mechatronics course under COVID-19 Disruption,2020-12-08,"Engineering education in Thailand, New normal instructional design, Raspberry Pi ecology"
"2D Sequential Restoration and Basin Evolution of the Wichianburi Sub-basin, Phetchabun Basin, Central Thailand",2020-12-07,"Cenozoic basin, Phetchabun Basin, structural restoration, Thailand, Wichianburi Sub-basin"
Enhanced selective cytotoxicity of doxorubicin to breast cancer cells by methoxypolyethylene glycol conjugation via a novel beta-thiopropanamide linker,2020-12-05,"Beta-thiopropanamide, Breast cancer, Cytotoxicity, Doxorubicin, Nanoparticles, Selectivity index"
Enrichment and characterization of bacterial consortia for degrading 2-mercaptobenzothiazole in rubber industrial wastewater,2020-12-05,"Acclimatization, Bacterial inoculum, Benzothiazoles, Biodegradation, Wastewater treatment"
Ca2+/Calmodulin Complex Triggers CAMTA Transcriptional Machinery Under Stress in Plants: Signaling Cascade and Molecular Regulation,2020-12-03,"calcium, calmodulin, CAMTA, development, stress, transcription factor"
The Pain–to–Well-Being Relationship in Patients Experiencing Chronic Orofacial Pain,2020-12-03,"dysmorphic, injustice, orofacial pain, stress, well-being"
The Expression of Proteins Related to Serotonin Pathway in Pulmonary Arteries of Dogs Affected With Pulmonary Hypertension Secondary to Degenerative Mitral Valve Disease,2020-12-03,"degenerative mitral valve disease, hyperplasia, pulmonary artery, pulmonary hypertension, serotonin, smooth muscle cells"
"Enhanced post-licensure safety surveillance of a new recombinant acellular pertussis vaccine licensed as a monovalent (aP, Pertagen®) and tetanus, reduced-dose diphtheria combination (TdaP, Boostagen®) vaccine for immunization of adolescents and adults in Thailand",2020-12-03,"Booster, Pertussis, Pharmacovigilance, Post-licensure, Pregnancy, Recombinant, Safety"
Comparative study of Tetra-N-Butyl ammonium bromide and cyclopentane on the methane hydrate formation and dissociation,2020-12-02,"Cyclopentane, Formation, Hydrate, Methane, Promoter, TBAB"
Trends and determinants of ebf among adolescent children born to adolescent mothers in rural Bangladesh,2020-12-02,"Adolescent, Bangladesh, Exclusive breastfeeding"
"Distribution of phylogenetic groups, adhesin genes, biofilm formation, and antimicrobial resistance of uropathogenic Escherichia coli isolated from hospitalized patients in Thailand",2020-12-02,"Adhesin genes, Antimicrobial resistance, Biofilm, Phylogenetic group, Uropathogenic Escherichia coli"
Comparison of the effects of chair height and anterior seat inclination on sit-to-stand ability in children with spastic diplegic cerebral palsy,2020-12-02,"Kinematics, Kinetics, Mechanical work, Movement time, Standing up"
Endotoxemia and circulating bacteriome in severe COVID-19 patients,2020-12-01,"Acute respiratory distress syndrome, Circulating bacteriome, COVID-19, Critically ill, Endotoxemia, Sepsis"
Is interleukin 17 (Il-17) expression a common point in the pathogenesis of depression and obesity?,2020-12-01,"Depression, IL-17, Inflammation, Neuro-immune, Obesity"
Physicochemical and functional characteristics of rd43 rice flour and its food application,2020-12-01,"Bile acid binding, Cholesterol micellization, Muffin, Physicochemical properties, RD43 rice, Starch digestibility"
INNOVATIVE ENTREPRENEURSHIP MODEL FOR AGRICULTURAL PROCESSING SMES IN THAILAND’S DIGITAL AND INDUSTRIES 4.0 ERA,2020-12-01,"Digital Orientation, Entrepreneurial Orientation, Entrepreneurship, Industry 4.0 Readiness Orientation, Learning Orientation, Marketing Orientation"
NEW PRODUCT DEVELOPMENT CO CREATION PROCESS: A THAI CASE OF MICRO COMMUNITY ENTERPRISES OF NON-FOOD HERBAL PRODUCTS AND R&D GOVERNMENT ORGANIZATIONS,2020-12-01,"Co-creation, Micro Community Enterprise Herbal Products, New Product Development Process, R&D Government Assistance"
Functional disability and quality of life in older adults with chronic low back pain,2020-12-01,"Elderly, Functional disability, Low back pain, Quality of life"
Composition inspired by ASEAN drums: Sakodai,2020-12-01,"ASEAN composition, ASEAN drum, Dialects in music, Sakodai drum, Thai music composition, Thai-Cambodian composition"
"Three pillars of a sustainable creative City in ASEAN: Examples from Thailand, Singapore & Indonesia",2020-12-01,"Art education, ASEAN, Creative city, Creative economy, Cultural policy, Sustainability"
Recursive tube-partitioning algorithm for a class imbalance problem,2020-12-01,"Artificial intelligence, Machine learning, Recursive partitioning technique, Tube-tree"
"Trace metal composition of rainwater and aerosol from Kolkata, a megacity in eastern India",2020-12-01,"Enrichment factor, PM10, Principal component analysis, Rainwater, Trace element, Wet deposition flux"
Rabbit as a reservoir of multidrug-resistant Acinetobacter baumannii expressing the Ade multidrug efflux pumps,2020-12-01,"Acinetobacter baumannii, Animal, Multidrug efflux pump, Multidrug resistance, Rabbit"
Gel protein supplementation enhanced serum IGF-1 concentration in pre-weaning piglets,2020-12-01,"Gel protein supplementation, IGF-1, Piglet, Pre-weaning mortality, Weight"
The status of antimicrobial resistance in Campylobacter spp. isolated from animals and humans in Southeast Asia: A review,2020-12-01,"Animal, Antimicrobial resistance, Campylobacter, Human, Public health, Southeast Asia"
"Outcomes of a single-step endoscopic ultrasound-guided drainage of pancreatic-fluid collections using an electrocautery-enhanced coaxial lumen-apposing, self-expanding metal stent with and without fluoroscopy",2020-12-01,"electrocautery-enhanced coaxial lumen-apposing, endoscopic ultrasound, fluoroscopy, pancreatic-fluid collections, self-expanding metal stent (ELAMS)"
"Revision of neorthostigma belokobylskij, 1998 (hymenoptera, braconidae, alysiinae) with description of a new species from Papua New Guinea",2020-12-01,"Australasia, Braconidae, Endoparasitoid of Diptera, Key, New species, New synonym, Redescription, Western Palaearctic"
Neuroevolution Architecture Backbone for X-ray Object Detection,2020-12-01,"CNN, Neuroevolution, Object Detection, X-ray, YOLOv3"
Linear parameter-varying model for a refuellable zinc-air battery: LPV model for a refuellable ZAB,2020-12-01,"dynamic model, linear model, linear parameter-varying model, nonlinear model, zinc-air battery"
Combined UV-C irradiation and precursor feeding enhances mulberroside: A production in Morus alba L. cell suspension cultures,2020-12-01,"Cell suspension culture, Elicitor, Morus alba, Mulberroside A, Precursor"
Oriented polysaccharide bigels from interfacial crosslinking,2020-12-01,"Fusion, Hydrogel, Interface"
Seismic strengthening of nonductile bridge piers using low-cost glass fiber polymers,2020-12-01,"Composite materials, Ductility, Earthquake, FRP, Glass fiber, Polymers, Strengthening"
Hyaluronic acid-based hydrogels with tobacco mosaic virus containing cell adhesive peptide induce bone repair in normal and osteoporotic rats,2020-12-01,"bone regeneration, calvarial defect, hydrogel, osteoporosis, tobacco mosaic virus"
Predictive Factors of Severe Adverse Events in Pediatric Oncologic Patients with Febrile Neutropenia,2020-12-01,"Febrile neutropenia, neutropenic fever, pediatric cancer"
Computational fluid dynamic model of nonisothermal circulating fluidized bed riser for CO2 capture,2020-12-01,"Circulating fluidized bed riser, CO2 capture, Computational fluid dynamics, Simulation"
A novel methodology for designing solar power purchase agreement of rooftop PVs under the behind-the-meter scheme,2020-12-01,"Behind-the-meter scheme, Internal rate of return, Rooftop photovoltaic systems, Solar power purchase agreement, Time-of-use tariff"
Lateral response of cement clay interlocking brick masonry walls subjected to earthquake loads,2020-12-01,"Bricks, Cement, Clay, Grout, Lateral response, Masonry, Walls"
Longitudinal analysis of peripheral and colonic cd161+ cd4+ t cell dysfunction in acute hiv-1 infection and effects of early treatment initiation,2020-12-01,"CD161, CD4, HIV-1, IL-12, IL-18, Th17"
Treatment of wastewater containing reactive red 239 using fenton oxidation processes with photo-assisted regeneration of fe2+ catalyst,2020-12-01,"Decolorization, Dye wastewater, Fe2+ consumption, Fenton oxidation, Photo assistance, Reactive Red 239"
Investigation of diclofenac toxicity on ionic regulation of plasma and Gill ATPase activity of fish,2020-12-01,"ATPase+K+ -ATPase, Diclofenac, Electrolytes, Fish"
Nonbacterial Thrombotic Endocarditis Related to Adenocarcinoma of the Uterine Cervix,2020-12-01,"Adenocarcinoma, Cervical cancer, Marantic endocarditis, Nonbacterial thrombotic endocarditis"
Alternative liquid fuel from pyrolysis of polyethylene wax,2020-12-01,"Alternative liquid fuel, Polyethylene wax, Pyrolysis"
Development of bim-based quantity takeoff for light-gauge steel wall framing systems,2020-12-01,"BIM-based quantity takeoff, Building information modeling (BIM), Light-gauge steel framing, Quantification, Quantity takeoff, Wall framing"
A simple levelized cost of electricity for ev charging with pv and battery energy storage system: Thailand case study,2020-12-01,"Electric vehicle, Energy storage, Power systems, Renewable energy resources"
Effect of gold nanoparticles on the TLR2-mediated inflammatory responses induced by Leptospira in TLR2-overexpressed HEK293 cells,2020-12-01,"Gold nanoparticle, Leptospirosis, Size-dependent, TLR2"
Simultaneous and non-simultaneous quenching for a system of multi-dimensional semi-linear heat equations,2020-12-01,"Nonsimultaneous quenching, Semi-linear parabolic system, Simultaneous quenching"
The unequal benefits of tax subsidies for household saving and investment: Evidence from thailand's tax return data,2020-12-01,"Developing countries, Household saving, Personal income tax, Progressivity, Tax subsidies"
A Deep Neural Network for Simultaneous Estimation of b Jet Energy and Resolution,2020-12-01,"b jets, CMS, Deep learning, Higgs boson, Jet energy, Jet resolution"
Efficacy of Endoscopic Variceal Ligation in the Control of Variceal Bleeding: A Real World Setting,2020-12-01,"Endoscopic therapy, Outcomes, Real world, Recurrent, Variceal bleeding"
"Comparison of Treatment Outcomes between Laparoscopic and Robot-Assisted Laparoscopic Radical Prostatectomy in Clinically Localized Prostate Cancer, A Single-Surgeon Experience",2020-12-01,"Laparoscopic surgery, Prostate cancer, Radical prostatectomy, Robot-assisted surgery"
Effect of Synbiotic Supplementation in Children with Nonalcoholic Fatty Liver Disease: A Randomized Controlled Trial,2020-12-01,"Children, NAFLD, Obesity, Prebiotic, Probiotic, Synbiotic"
Drugs-Herbs-Dietary Supplements-induced Liver Injury: A Hidden but Emerging Clinical Problem,2020-12-01,"DILI-HILI-SILI, Drug-induced liver injury, Hepatitis, R pattern"
Long-term outcomes of children with gastroesophageal reflux disease who underwent fundoplication: a single center experience,2020-12-01,"Children, Fundoplication, Gastroesophageal reflux disease, GERD, Outcome"
Dependence of inclusive jet production on the anti-kT distance parameter in pp collisions at √s = 13 TeV,2020-12-01,"Hadron-Hadron scattering (experiments), Jets, QCD"
Butaphosphan and Cyanocobalamin Supplementation in Semen Extender on Chilled Boar Sperm Quality and Life Span,2020-12-01,"butaphosphan, chilled boar semen, cyanocobalamin, life span, sperm quality"
Inclusive search for highly boosted Higgs bosons decaying to bottom quark-antiquark pairs in proton-proton collisions at √s = 13 TeV,2020-12-01,"Hadron-Hadron scattering (experiments), Higgs physics"
"First evidence of carp edema virus infection of koi cyprinus carpio in chiang mai province, thailand",2020-12-01,"Carp edema virus, Chiang Mai, Gill, Koi Cyprinus carpio, Koi sleepy disease"
Rhinacanthus nasutus “Tea” infusions and the medicinal benefits of the constituent phytochemicals,2020-12-01,"Cancer, Diabetes, Infectious disease, Natural products, Neurodegenerative disease, Phytochemicals, Snake jasmine"
Marginal operators and supersymmetry enhancement in 3d S-fold SCFTs,2020-12-01,"Supersymmetric Gauge Theory, Supersymmetry and Duality"
A Pathogenic Variant in ALPK3 Is Associated With an Autosomal Dominant Adult-onset Hypertrophic Cardiomyopathy,2020-12-01,"atrial fibrillation, cardiomyopathy, hypertrophic, genetics, heart failure, whole genome sequencing"
Application of cell immobilization technology to promote nitritation: A review,2020-12-01,"Ammonia oxidation, Cell entrapment, Nitritation, Nitrite oxidation, Novel nitrogen removal"
Genistein attenuated gastric inflammation and apoptosis in Helicobacter pylori-induced gastropathy in rats,2020-12-01,"Apoptosis, Gastric inflammation, Gastropathy, Genistein, H. pylori"
Skin manifestations after bariatric surgery,2020-12-01,"Bariatric surgery, Cutaneous sign, Obesity, Skin, Weight loss"
The potential of sea grapes (caulerpa lentilifera) extracted polysaccharide as prebiotics on inhibiting pathogenic bacteria vibrio parahaemolyticus,2020-12-01,"Polysaccharide, Prebiotic, Probiotic bacteria, Sea grape, Seaweed"
Functional properties and bioactivities of cleistocalyx nervosum var. Paniala berry plant: A review,2020-12-01,"Anthocyanins, Antioxidant, Cleistocalyx nervosum var. paniala, Ma-kiang, Neuroprotection, Phenolics"
Barrier and facilitator on breastfeeding education and promotion: A literature review,2020-12-01,"Barrier, Breastfeeding, Facilitator, Health education, Health promotion"
"Acute effects of red chili, a natural capsaicin receptor agonist, on gastric accommodation and upper gastrointestinal symptoms in healthy volunteers and gastroesophageal reflux disease patients",2020-12-01,"Capsaicin, Chili, Gastric accommodation, GERD, Stomach"
Prevalence and subtype distribution of blastocystis infection in patients with diabetes mellitus in Thailand,2020-12-01,"Blastocystis, Diabetes mellitus, SSU rRNA gene, Subtypes"
Novel potential application of chitosan oligosaccharide for attenuation of renal cyst growth in the treatment of polycystic kidney disease,2020-12-01,"AMP-activated protein kinase, Chitosan oligosaccharide, Drug discovery, Polycystic kidney disease, Renal cyst"
Development of lightweight and high-performance ballistic helmet based on poly(Benzoxazine-co-urethane) matrix reinforced with aramid fabric and multi-walled carbon nanotubes,2020-12-01,"Ballistic helmet, MWCNTs, Poly(benzoxazine-co-urethane), Simulation"
Net ultrafiltration prescription survey in Europe,2020-12-01,"Fluid overload, Fluid removal, Renal replacement therapy, Ultrafiltration"
Effect of immobilization methods on the production of polyethylene-cellulose biocomposites via ethylene polymerization with metallocene/MAO catalyst,2020-12-01,"Biocomposite, Cellulose, Metallocene, Polyethylene"
Detection of Extrapulmonary Malignancy During Lung Cancer Screening: 5-Year Analysis at a Tertiary Hospital,2020-12-01,"imaging, incidental, Lung cancer, radiology, screening"
Compressive behavior of extremely low strength concrete conﬁned with low-cost glass FRP composites,2020-12-01,"Axial compression, Compressive strength, Concrete, Confinement, Ductility, FRP, Glass fiber, Ultimate strain"
Factors influencing pre-ovulatory follicle diameter and weaning-to-ovulation interval in spontaneously ovulating sows in tropical environment,2020-12-01,"breed, follicle, ovulation, parity, sow"
"Comparison of acid-, alkaline-, and ionic liquid–treated Napier grass as an immobilization carrier for butanol production by Clostridium beijerinckii JCM 8026",2020-12-01,"ABE fermentation, Butanol, Clostridium beijerinckii, Immobilization, Napier grass, Pretreatment"
Influence of nitric acid-assisted hydrothermal conditions on the characteristics of TiO2 catalysts and their activity in the oxidative steam reforming of methanol,2020-12-01,"Methanol, Oxidative Steam Reforming, Rutile, TiO2 catalyst"
Tensile properties improvement by homogenized nitrogen solid solution strengthening of commercially pure titanium through powder metallurgy process,2020-12-01,"Heat treatment, Interstitial solid solution, Nitrogen, Powder metallurgy, Pure titanium, Tensile properties"
Cloth and Skin Deformation with a Triangle Mesh Based Convolutional Neural Network,2020-12-01,"CCS Concepts, Neural networks, • Computing methodologies → Physical simulation"
High ambient temperature directly decreases milk synthesis in the mammary gland in Saanen goats,2020-12-01,"Akt, Goat, High ambient temperature, Mammary function, Oxidative stress"
Curcuma longa rhizome extract and Curcumin reduce the adhesion of Acanthamoeba triangularis trophozoites and cysts in polystyrene plastic surface and contact lens,2020-12-01,"Acanthamoeba triangularis, Acanthopodia, Adhesion, Contact lens, Curcuma longa extract, Curcumin"
Socio-economic inequalities in the association between alcohol use disorder and depressive disorder among Thai adults: a population-based study,2020-12-01,"Alcohol use disorder, Depressive disorder, National survey, Socio-economic status, wealth index"
Metabolic Engineering and Synthetic Biology of Cyanobacteria for Carbon Capture and Utilization,2020-12-01,"carbon capture and utilization, cyanobacteria, metabolic engineering, synthetic biology"
Reference Values for Chronotropic Index from 1280 Incremental Cycle Ergometry Tests,2020-12-01,"CARDIOPULMONARY EXERCISE TEST, CARDIOVASCULAR PHYSIOLOGY, HEART RATE, OXYGEN UPTAKE"
Modeling and simulation of onset of condensation-induced water hammer,2020-12-01,"Horizontal flow, Numerical simulation, RELAP5, Steam condensation, Water hammer"
Influence of frictional contact on indentation of elastic layer under surface energy effects,2020-12-01,"Coulomb friction, Elastic layer, Frictional indentation, Gurtin-Murdoch surface elasticity, Size dependency"
Effect of incubation temperature on lactogenic function of goat milk-derived mammary epithelial cells,2020-12-01,"Culture medium, Lactation, Mammary gland, Stem cell, Stress response"
A randomized controlled trial comparing the efficacies of ketorolac and parecoxib for early pain management after total knee arthroplasty,2020-12-01,"Ketorolac, Parecoxib, Perioperative blood loss, Total knee arthroplasty"
Ceria nanorod supported gold nanoparticles as structured catalysts for the oxidative steam reforming of methanol: Effect of CTAB concentration on physiochemical properties and catalyst performance,2020-12-01,"Ceria nanorod, CTAB, Gold, Hydrogen, Methanol, OSRM"
Application of synthetic hureaulite as a new precursor for the synthesis of lithiophilite nanoparticles,2020-12-01,"Factor-group analysis, Hureaulite, Infrared spectroscopy, Lithiophilite, Mixed phases, Thermal behavior"
The investigation of binary and ternary sulfobutylether-β-cyclodextrin inclusion complexes with asiaticoside in solution and in solid state,2020-12-01,"Asiaticoside, Binary, Complexation, Cyclodextrins, Solubility, Ternary"
Validation of the D:A:D Chronic Kidney Disease Risk Score Model among People Living with HIV in the Asia-Pacific,2020-12-01,"Chronic kidney disease, CKD risk score, HIV/AIDS, People living with HIV, The Asia-Pacific"
Precision renal replacement therapy,2020-12-01,"anticoagulation, continuous renal replacement therapy, precision medicine, solute control, technology, timing"
Treatment of Chronic Severe Flexion Contractures of Fingers with Bilateral Side-Finger Flaps (Wing Flaps) and Full-Thickness Skin Graft,2020-12-01,"Bilateral side-finger flaps (wing flaps), Burn injury, Chronic severe flexion contractures of fingers, Surgical release flexion contracture"
Gigantol targets MYC for ubiquitin-proteasomal degradation and suppresses lung cancer cell growth,2020-12-01,"Cell proliferation, Dendrobium draconis, Gigantol, Lung cancer, MYC, Proteomics"
A review of the recovery of precious metals using ionic liquid extractants in hydrometallurgical processes,2020-12-01,"Extraction, Hydrometallurgical process, Ionic liquid, Mechanism, Precious metal"
"Recommendations for the adjuvant use of the poly-antibiotic–resistant probiotic Bacillus clausii (O/C, SIN, N/R, T) in acute, chronic, and antibiotic-associated diarrhea in children: consensus from Asian experts",2020-12-01,"Acute viral diarrhea, Antibiotic-associated diarrhea, Bacillus clausii, Chronic diarrhea, Clostridium difficile-associated diarrhea, Gastroenteritis, Helicobacter pylori infection, Pediatric diarrhea, Probiotics, Spores"
"Multivariate statistical analysis of the hydrochemical characteristics of a volcano sedimentary aquifer in Saraburi Province, Thailand",2020-12-01,"Groundwater, Hydrogeochemical characteristic, Principal component analysis, Saraburi, Thailand, Volcanic aquifer"
Pathogenesis and immune response of Nile tilapia (Oreochromis niloticus) exposed to Tilapia lake virus by intragastric route,2020-12-01,"Emergent, Pathogenesis, Syncytial hepatitis, TiLV"
Death acceptance from a Thai Buddhist perspective: A qualitative study,2020-12-01,"Death, Death acceptance, End of life care, Palliative care, Terminal cancer patients"
3D Bioprinting of Lignocellulosic Biomaterials,2020-12-01,"biofabrication, bioinks, cellulose, hemicellulose, hydrogels, lignin"
COVID-19 Highlights the Need for More Effective Wildlife Trade Legislation,2020-12-01,"Asia, biodiversity crisis, conservation, emerging infectious diseases, legislation, pandemic, policy, wildlife trade, wildlife trafficking, zoonoses"
A novel model of injured liver ductal organoids to investigate cholangiocyte apoptosis with relevance to biliary atresia,2020-12-01,"Bile duct injury, Cell apoptosis, Fibrogenic cytokine, Organoid"
"Serological evidence of avian influenza virus subtype H5 and H9 in live bird market, Myanmar",2020-12-01,"Avian influenza, Live bird market, Myanmar, Serology, Survey"
A novel indirect cryogenic cooling system for improving surface finish and reducing cutting forces when turning ASTM F-1537 cobalt-chromium alloys,2020-12-01,"Cobalt-based alloys, Cryogenic turning, Indirect cryogenic cooling, Liquid nitrogen"
Properties and performance of the basalt-fiber reinforced texture roof tiles,2020-12-01,"Basalt, Composite materials, Construction materials, Fiber-cement products, Mechanical properties, Roof tiles"
Investigation into the variation in follicular and endocrine responses of prepubertal gilts treated with exogenous gonadotropins,2020-12-01,"Aromatase, Estradiol, Exogenous gonadotropins, Follicle, Gilt"
Changes in hepatic fibrosis and vitamin D levels after viral hepatitis C eradication using direct-acting antiviral therapy,2020-12-01,"Amino terminal of type III procollagen peptide, Direct-acting antiviral, Hepatitis C, Liver fibrosis, Vitamin D"
CO2methanation over nickel-based catalysts supported on MCM-41 with in situ doping of zirconium,2020-12-01,"CO2methanation, In situ doping, MCM-41, Nickel-based catalyst, Zirconium"
Expanding phenotypic and mutational spectra of mitochondrial HMG-CoA synthase deficiency,2020-12-01,"Hepatomegaly, HMGCS2, Hypertriglyceridemia, Hypoglycemia, Hypophosphatemia"
The need for financial knowledge acquisition tools and technology by small business entrepreneurs,2020-12-01,"Financial knowledge, Knowledge acquisition, Restaurant business, Small business entrepreneurs, Tools and technology"
Enhanced polyhydroxybutyrate (PHB) accumulation in heterotrophically grown Arthrospira platensis under nitrogen deprivation,2020-12-01,"Acetate, Arthrospira platensis, phaBC genes, PHB, Photoheterotrophy"
"Potential influence of jaggery-based biofloc technology at different C:N ratios on water quality, growth performance, innate immunity, immune-related genes expression profiles, and disease resistance against Aeromonas hydrophila in Nile tilapia (Oreochromis niloticus)",2020-12-01,"Biofloc, Experimental challenge, Innate immunity, Jaggery powder, Nile tilapia"
Characteristics of pyrolysis products from pyrolysis and co-pyrolysis of rubber wood and oil palm trunk biomass for biofuel and value-added applications,2020-12-01,"Bio-oil, Biochar, Biomass, Co-pyrolysis, Pyrolysis, Pyrolysis products"
Investigation on the increased stability of the Ni–Co bi-metallic catalysts for the carbon dioxide reforming of methane,2020-12-01,"Bi-metallic catalysts, CO2 reforming, HY zeolite, Ni–Co catalysts, ɤ-Al2O3-HY supported"
A Kaluza–Klein inspired Brans–Dicke gravity with dark matter and dark energy model,2020-12-01,"Brans–Dicke theory, Dark energy, Dark matter, Kaluza–Klein"
Non-thermal dielectric barrier discharge plasma hydrogenation for production of margarine with low trans-fatty acid formation,2020-12-01,"Dielectric barrier discharge plasma, Hydrogenation, Margarine, Trans-fatty acid"
NF-κB and STAT3 co-operation enhances high glucose induced aggressiveness of cholangiocarcinoma cells,2020-12-01,"Biliary tract cancer, Cholangiocarcinoma, Diabetes mellitus, High glucose, Interleukin-1β, Nuclear factor-κB, STAT3, Transcriptomics"
Gas-phase polymerization of ethylene over Ti-based Ziegler–Natta catalysts prepared from different magnesium sources,2020-12-01,"Gas-phase ethylene polymerization, Magnesium precursor, Tri-octylaluminum, Triethylaluminum, ZN catalyst"
Different water removal methods for facilitating biodiesel production from low-cost waste cooking oil containing high water content in hybridized reactive distillation,2020-12-01,"Biodiesel, Extended spacing stage, Hybridized reactive distillation, Pervaporation membrane, Waste cooking oil (WCO), Water removal"
Promising effect of in-situ lyticase enzyme therapy on peritoneal dialysis catheter obstruction from Acremonium fungal biofilm: A case report,2020-12-01,"Acremonium, Fungal biofilm, Fungal peritonitis, Lyticase, Peritoneal catheter obstruction"
Can endolysosomal deacidification and inhibition of autophagy prevent severe COVID-19?,2020-12-01,"Antiviral treatment, COVID-19, Immunomodulation, Macrolide, SARS-CoV-2"
Detecting personally identifiable information transmission in android applications using light-weight static analysis,2020-12-01,"Data analytics, Machine learning, Mobile applications, Personally identifiable information (PII), Privacy"
Effects of Heat Treatment on Mechanical Properties of Jute Fiber-Reinforced Polymer Composites for Concrete Confinement,2020-12-01,"Compressive strength, Fiber-reinforced polymer (FRP), Heat treatment, Natural fiber"
Many-objective low-cost airline cockpit crew rostering optimisation,2020-12-01,"Cockpit crew rostering, Low-cost airline, Many objectives optimisation"
Common and rare susceptibility genetic variants predisposing to Brugada syndrome in Thailand,2020-12-01,"Brugada syndrome, Genetics, Genome-wide association study, SCN5A, Thailand"
