Title,affliation_country
Using a discrete choice experiment to elicit patients’ preferences and willingness-to-pay for knee osteoarthritis treatments in Thailand,Thailand
Functional consequences of C-terminal mutations in RUNX2,Thailand
Detection of Extended-spectrum β-lactamase-producing Escherichia coli isolates by isothermal amplification and association of their virulence genes and phylogroups with extraintestinal infection,Thailand
Assessment of infant outgrowth of cow’s milk allergy in relation to the faecal microbiome and metaproteome,Netherlands
"Knowledge, attitude, and intended practice of abortion among pharmacy students in Thailand after the amendment of the Thai Abortion Law",Thailand
Effect of plant produced Anti-hIL-6 receptor antibody blockade on pSTAT3 expression in human peripheral blood mononuclear cells,Thailand
Effectiveness of iodine for continuous decontamination of dental unit waterline,Thailand
"Dynamic estimates of pressure and CO2-storage capacity in carbonate reservoirs in a depleted gas field, northeastern Thailand",Thailand
MarketTrust: blockchain-based trust evaluation model for SIoT-based smart marketplaces,Saudi Arabia
New product development process and case studies for deep-tech academic research to commercialization,Thailand
Alteration of extracellular matrix proteins in atrophic periodontal ligament of hypofunctional rat molars,Thailand
"Sacubitril/valsartan mitigates cardiac remodeling, systolic dysfunction, and preserves mitochondrial quality in a rat model of mitral regurgitation",Thailand
An extinct deep-snouted Alligator species from the Quaternary of Thailand and comments on the evolution of crushing dentition in alligatorids,Germany
Assessing the acceptability and feasibility of reactive drug administration for malaria elimination in a Plasmodium vivax predominant setting: a qualitative study in two provinces in Thailand,Thailand
Hydrogen peroxide from l-amino acid oxidase of king cobra (Ophiophagus hannah) venom attenuates Pseudomonas biofilms,Thailand
Roles of extracellular adenosine triphosphate on the functions of periodontal ligament cells,Thailand
Is automatic cephalometric software using artificial intelligence better than orthodontist experts in landmark identification?,China
Effect of mixed light emitting diode spectrum on antioxidants content and antioxidant activity of red lettuce grown in a closed soilless system,Thailand
Automatic identification of medically important mosquitoes using embedded learning approach-based image-retrieval system,Thailand
Computational model for lipid binding regions in phospholipase (Ves a 1) from Vespa venom,Thailand
Exploring the Xylariaceae and its relatives,Thailand
First-principles demonstration of band filling-induced significant improvement in thermodynamic stability and mechanical properties of Sc 1-x Ta x B 2 solid solutions,Thailand
Wear effects between polymethyl methacrylate occlusal splints and opposing dentin surfaces during bruxism mimicking events,Thailand
European survey on the use of patient contact shielding during radiological examinations,Italy
Techno-economic assessment of co-production of edible bioplastic and food supplements from Spirulina,Thailand
"Cross-cultural translation, reliability and validity of the Thai version of the Patient‑Reported Outcomes Measurement Information System (PROMIS) Parent Proxy Upper Extremity Short Form 8a in children with congenital upper extremity anomalies",Thailand
Effects of PmDOME and PmSTAT knockdown on white spot syndrome virus infection in Penaeus monodon,Thailand
"Correction: Phoyunnanin E inhibits migration of non-small cell lung cancer cells via suppression of epithelial-to-mesenchymal transition and integrin αv and integrin β3 (BMC Complementary and Alternative Medicine, (2017), 17, 1, (553), 10.1186/s12906-017-2059-7)",Thailand
Signaling mechanisms in renal compensatory hypertrophy revealed by multi-omics,United States
"Correction: Multivariate analysis and model building for classifying patients in the peroxisomal disorders X-linked adrenoleukodystrophy and Zellweger syndrome in Chinese pediatric patients (Orphanet Journal of Rare Diseases, (2023), 18, 1, (102), 10.1186/s13023-023-02673-x)",China
Running exercise with and without calcium supplementation from tuna bone reduced bone impairment caused by low calcium intake in young adult rats,Thailand
Thai version of shortened Oral Impact on Daily Performances index for evaluating oral lichen planus patients,Thailand
Upgradation of methane in the biogas by hydrogenation of CO2 in a prototype reactor with double pass operation over optimized Ni-Ce/Al-MCM-41 catalyst,Thailand
Association of reproductive factors and exogenous hormone use with distal sensory polyneuropathy among postmenopausal women in the United States: results from 1999 to 2004 NHANES,Thailand
34-kDa salivary protein enhances duck Tembusu virus infectivity in the salivary glands of Aedes albopictus by modulating the innate immune response,Thailand
Combination of genetically diverse Pseudomonas phages enhances the cocktail efficiency against bacteria,Thailand
Detecting introgressive hybridization to maintain genetic integrity in endangered large waterbird: a case study in milky stork,Thailand
"Natural vectors of Plasmodium knowlesi and other primate, avian and ungulate malaria parasites in Narathiwat Province, Southern Thailand",Thailand
Effect of Smilax spp. and Phellinus linteus combination on cytotoxicity and cell proliferation of breast cancer cells,Thailand
Structural modification of resveratrol analogue exhibits anticancer activity against lung cancer stem cells via suppression of Akt signaling pathway,Thailand
"Evaluation of the chemical, physical, and biological properties of a newly developed bioceramic cement derived from cockle shells: an in vitro study",Thailand
Development of liver inflammatory injury in biliary atresia: from basic to clinical research,Canada
Comparative genome features and secondary metabolite biosynthetic potential of Kutzneria chonburiensis and other species of the genus Kutzneria,Thailand
Applications of Metformin in Dentistry—A review,Pakistan
Effects of ketogenic diet on health outcomes: an umbrella review of meta-analyses of randomized clinical trials,United States
Impact of prescription length supply policy on patient medication adherence in Thailand,Thailand
Effects of probiotics on pancreatic inflammation and intestinal integrity in mice with acute pancreatitis,Thailand
The first-trimester serum high-temperature requirement protease A4 and uterine artery Doppler for the prediction of preeclampsia,Thailand
"Author Correction: The 8-bromobaicalein inhibited the replication of dengue, and Zika viruses and targeted the dengue polymerase (Scientific Reports, (2023), 13, 1, (4891), 10.1038/s41598-023-32049-x)",Thailand
Bacteriospermia and its antimicrobial resistance in relation to boar sperm quality during short-term storage with or without antibiotics in a tropical environment,Thailand
Trends of cannabis use and related harms before and after legalization for recreational purpose in a developing country in Asia,Thailand
"Author Correction: Intradermal needle-free injection prevents African Swine Fever transmission, while intramuscular needle injection does not (Scientific Reports, (2023), 13, 1, (4600), 10.1038/s41598-023-31199-2)",Thailand
Effects of blue-light LED toothbrush on reducing dental plaque and gingival inflammation in orthodontic patients with fixed appliances: a crossover randomized controlled trial,Thailand
Quaternization of high molecular weight chitosan for increasing intestinal drug absorption using Caco-2 cells as an in vitro intestinal model,Thailand
Multivariate analysis and model building for classifying patients in the peroxisomal disorders X-linked adrenoleukodystrophy and Zellweger syndrome in Chinese pediatric patients,China
Trehalose versus carboxymethylcellulose oral spray for relieving radiation-induced xerostomia in head and neck cancer patients: a randomized controlled trial,Thailand
Practices and challenges for hemophilia management under resource constraints in Thailand,Thailand
Cortical suspensory button fixation has superior biomechanical properties to knotless anchor suture in anterior cruciate ligament repair: a biomechanical study,Thailand
Factors associated with bleeding events from enoxaparin used for patients with acute coronary syndrome,Thailand
Transcriptomic analysis of glutamate-induced HT22 neurotoxicity as a model for screening anti-Alzheimer’s drugs,Thailand
Facilitating dental disease screening program in prisoners using an intraoral camera in teledentistry,Thailand
mTORC2 interactome and localization determine aggressiveness of high-grade glioma cells through association with gelsolin,Thailand
"Comparing mixed oil to soybean oil lipid emulsion in patients on home parenteral nutrition: a pilot prospective double-blind, crossover, randomized trial",Canada
Identification of a novel gut microbiota signature associated with colorectal cancer in Thai population,Thailand
Immunogenicity and protective efficacy of SARS-CoV-2 mRNA vaccine encoding secreted non-stabilized spike in female mice,Thailand
Tooth agenesis patterns and variants in PAX9: A systematic review,Thailand
Feature-based attention warps the perception of visual features,United States
Novel ITGB6 variants cause hypoplastic-hypomineralized amelogenesis imperfecta and taurodontism: characterization of tooth phenotype and review of literature,Thailand
"Acrylonitrile adducts: design, synthesis and biological evaluation as antimicrobial, haemolytic and thrombolytic agent",India
"Effects of extended mixing processes on fresh, hardened and durable properties of cement systems incorporating fly ash",Thailand
Integrated strength of osmotic potential and phosphorus to achieve grain yield of rice under water deficit by arbuscular mycorrhiza fungi,Thailand
Alteration of gut microbiota in wild-borne long-tailed macaques after 1-year being housed in hygienic captivity,Thailand
Two-generation exposure to a high-fat diet induces the change of salty taste preference in rats,Japan
"Author Correction: Compressed composite carbon felt as a negative electrode for a zinc–iron flow battery (Scientific Reports, (2022), 12, 1, (21156), 10.1038/s41598-022-25763-5)",Thailand
Bacterial microbiome in tropical lichens and the effect of the isolation method on culturable lichen-derived actinobacteria,Thailand
Molecular detection and genetic characterization of porcine circovirus 4 (PCV4) in Thailand during 2019–2020,Thailand
Empathy level towards patients among thai dental students: a cross-sectional study,Thailand
"Comparative genomic analysis of Colistin resistant Escherichia coli isolated from pigs, a human and wastewater on colistin withdrawn pig farm",Thailand
New insights into the neuroprotective and beta-secretase1 inhibitor profiles of tirandamycin B isolated from a newly found Streptomyces composti sp. nov.,Thailand
"The 8-bromobaicalein inhibited the replication of dengue, and Zika viruses and targeted the dengue polymerase",Thailand
A universal model for the Lorenz curve with novel applications for datasets containing zeros and/or exhibiting extreme inequality,Thailand
"Author Correction: Adaptive effect of sericin on hepatic mitochondrial conformation through its regulation of apoptosis, autophagy and energy maintenance: a proteomics approach (Scientific Reports, (2018), 8, 1, (14943), 10.1038/s41598-018-33372-4)",Thailand
"Intradermal needle-free injection prevents African Swine Fever transmission, while intramuscular needle injection does not",Thailand
Elucidating the NB-UVB mechanism by comparing transcriptome alteration on the edge and center of psoriatic plaques,Thailand
"Correction: Machine learning-based normal tissue complication probability model for predicting albumin-bilirubin (ALBI) grade increase in hepatocellular carcinoma patients (Radiation Oncology, (2022), 17, 1, (202), 10.1186/s13014-022-02138-8)",Thailand
Individual participant data meta-analysis to compare EPDS accuracy to detect major depression with and without the self-harm item,Canada
Granulomatous panuveitis in disseminated sporotrichosis: case report and review of the literature,Thailand
"Analysis of sequence diversity in Plasmodium falciparum glutamic acid-rich protein (PfGARP), an asexual blood stage vaccine candidate",Thailand
Fluorouracil-induced leukoencephalopathy mimicking neuroleptic malignant syndrome: a case report,Thailand
The lack of keratinized mucosa as a risk factor for peri-implantitis: a systematic review and meta-analysis,Thailand
"In vitro and in silico studies of 7′′,8′′-buddlenol D anti-inflammatory lignans from Carallia brachiata as p38 MAP kinase inhibitors",Thailand
An innovative wireless electrochemical card sensor for field-deployable diagnostics of Hepatitis B surface antigen,Thailand
Telepharmacy during home isolation: drug-related problems and pharmaceutical care in COVID-19 patients receiving antiviral therapy in Thailand,Thailand
Nine patients with KCNQ2-related neonatal seizures and functional studies of two missense variants,Thailand
Implementation of helicase-dependent amplification with SYBR Green I for prompt naked-eye detection of bacterial contaminants in platelet products,Thailand
Delivery of microRNA-302a-3p by APTES modified hydroxyapatite nanoparticles to promote osteogenic differentiation in vitro,Thailand
Cold atmospheric microwave plasma (CAMP) stimulates dermal papilla cell proliferation by inducing β-catenin signaling,South Korea
Investigation of autism-related transcription factors underlying sex differences in the effects of bisphenol A on transcriptome profiles and synaptogenesis in the offspring hippocampus,Thailand
Efficacy and safety of topical 0.1% cannabidiol for managing recurrent aphthous ulcers: a randomized controlled trial,Thailand
Antibiotic-loaded hydroxyapatite scaffolds fabricated from Nile tilapia bones for orthopaedics,Thailand
Ideal cardiovascular health and all-cause or cardiovascular mortality in a longitudinal study of the Thai National Health Examination Survey IV and V,Thailand
Economic burden of becoming a dentist in Thailand,Thailand
In vitro and in vivo antiplasmodial activities of leaf extracts from Sonchus arvensis L.,Thailand
Sizing down and functionalizing polylactide (PLA) resin for synthesis of PLA-based polyurethanes for use in biomedical applications,Thailand
High-intensity interval training in children and adolescents with special educational needs: a systematic review and narrative synthesis,Hong Kong
Effects of Platelet-Rich Plasma in Tear Size Reduction in Partial-Thickness Tear of the Supraspinatus Tendon Compared to Corticosteroids Injection,Thailand
Water-soluble organic former selection for methane hydrates by supervised machine learning,Thailand
Simultaneous detection of omicron and other SARS-CoV-2 variants by multiplex PCR MassARRAY technology,Thailand
Dynamics of fatty acid and non-volatile polar metabolite profiles in colostrum and milk depending on the lactation stage and parity number of sows,Thailand
Molecular characterization and antimicrobial susceptibility profiles of Thai Mycoplasma synoviae isolates,Thailand
"Author Correction: Impact of the adjunctive use criteria for intravascular ultrasound-guided percutaneous coronary intervention and clinical outcomes (Scientific Reports, (2023), 13, 1, (711), 10.1038/s41598-022-27250-3)",Thailand
"Detection of Babesia bovis using loop-mediated isothermal amplification (LAMP) with improved thermostability, sensitivity and alternative visualization methods",Thailand
Toxic Ag+ detection based on Au@Ag core shell nanostructure formation using Tannic acid assisted synthesis of Pullulan stabilized gold nanoparticles,Thailand
BORC complex specific components and Kinesin-1 mediate autophagy evasion by the autophagy-resistant Mycobacterium tuberculosis Beijing strain,Thailand
"Does socioeconomic factors and healthcare coverage affect postpartum sterilization uptake in an urban, tertiary hospital?",Thailand
Identifying molecular targets of Aspiletrein-derived steroidal saponins in lung cancer using network pharmacology and molecular docking-based assessments,Thailand
Utilisation of exome sequencing for muscular disorders in Thai paediatric patients: diagnostic yield and mutational spectrum,Thailand
Combined four neurovascular compression syndromes: the first case report and literature review,Thailand
The efficacy of gait rehabilitations for the treatment of incomplete spinal cord injury: a systematic review and network meta-analysis,Thailand
Patterns of nonsyndromic tooth agenesis and sexual dimorphism,Thailand
Oral status is associated with chewing difficulty in Thai older adults: data from a National Oral Health Survey,Thailand
A multidisciplinary approach to verify and de-label of drug allergic histories in a university hospital in Thailand: a retrospective descriptive study,Thailand
Elastic solution of surface loaded layer with couple and surface stress effects,Thailand
White spot syndrome virus impact on the expression of immune genes and gut microbiome of black tiger shrimp Penaeus monodon,Thailand
Pathogenic variant detection rate by whole exome sequencing in Thai patients with biopsy-proven focal segmental glomerulosclerosis,Thailand
"Multiplex recombinase polymerase amplification for high-risk and low-risk type HPV detection, as potential local use in single tube",Thailand
Inhibition of histone deacetylase 6 destabilizes ERK phosphorylation and suppresses cancer proliferation via modulation of the tubulin acetylation-GRP78 interaction,Thailand
Impact of the adjunctive use criteria for intravascular ultrasound-guided percutaneous coronary intervention and clinical outcomes,Thailand
"Primary isolated right ventricular failure after heart transplantation: prevalence, right ventricular characteristics, and outcomes",Thailand
3D reconstruction of proximal femoral fracture from biplanar radiographs with fractural representative learning,Thailand
Alleviation of soil acidification and modification of soil bacterial community by biochar derived from water hyacinth Eichhornia crassipes,Thailand
“Assessing exposure of printing factory workers in thailand to selected heavy metals using urine and hair as non-invasive matrices”,Thailand
Insight into pathway of monosaccharide production from integrated enzymatic hydrolysis of rice straw waste as feed stock for anaerobic digestion,Thailand
Myzomyia and Pyretophorus series of Anopheles mosquitoes acting as probable vectors of the goat malaria parasite Plasmodium caprae in Thailand,Thailand
Resilience level and its association with maladaptive coping behaviours in the COVID-19 pandemic: a global survey of the general populations,Hong Kong
The relationship between supply chain management activities and firm performance with the mediating and moderating effect,Thailand
Continuation of common bile duct clearance with gallbladder stenting after duodenal perforation with subsequent treatment for tension pneumoperitoneum and pneumothorax,Thailand
Differences in acid and catalytic properties of W incorporated spherical SiO2 and 1%Al-doped SiO2 in propene metathesis,Thailand
Investigation of field output factors using IAEA-AAPM TRS-483 code of practice recommendations and Monte Carlo simulation for 6 MV photon beams,Thailand
Using environmental DNA to better inform decision making around decommissioning alternatives for offshore oil and gas infrastructure,Australia
Thermo-mechanical analysis of bhimal fiber (Grewia optiva)-CaCO3/flyash/TiO2 reinforced epoxy bio-composites,India
Photo-assisted charging supercapacitors of BiOBr via exposed [1 1 0] facets using pH-dependent control by precipitation method,Thailand
Modeling local interfacial area concentration for adiabatic and boiling bubbly flows,Hong Kong
Simultaneous immobilization enhances synergistic interactions and crude oil removal of bacterial consortium,{}
Investigating the synergistic effect of graphene nanoplatelets and fly ash on the mechanical properties and microstructure of calcium aluminate cement composites,Thailand
Extracellular self-photosensitizer combined with metal oxide-based nano bio-hybrid system encapsulated by alginate improves hydrogen production in the presence of oxygen,Thailand
A novel traffic load balancing approach for scheduling of optical transparent antennas (OTAs) on mobile terminals,India
Waste plastics derived nickel-palladium alloy filled carbon nanotubes for hydrogen evolution reaction,Thailand
Electrically controlled transdermal drug release of ionic and non-ionic drug from kappa-iota carrageenan cryogel,Thailand
A density functional theory study on how γ-Al2O3 – Boehmite transformation affects carbon evolution during aqueous-phase reaction,Thailand
Chaotic heterogeneous comprehensive learning PSO method for size and shape optimization of structures,Thailand
A novel approach for the prediction and analysis of daily concentrations of particulate matter using machine learning,Thailand
Combining magnet-assisted soil washing and soil amendment with zero-valent iron to restore safe rice cultivation in real cadmium-contaminated paddy fields,Thailand
Electron beam irradiation for enhancing the properties of natural rubber latex,Thailand
Growth evolution and polarization-dependent photoluminescence of lateral InSb/CdTe nanowires,Thailand
Novel smart fiber/metal/chitosan composite as a filter for self-detoxifying photocatalytic wastewater remediation and biomedical applications,Thailand
Comparative study on indolium-fluorophore conjugates as dual sensors for cyanide ion in aqueous media,Thailand
Effect of inlet gas and liquid velocity profiles on one-group interfacial area transport equation in a vertical large rectangular channel,Thailand
"A review on dielectric barrier discharge nonthermal plasma generation, factors affecting reactive species, and microbial inactivation",Thailand
Bifunctional acid–base strontium–titanium mixed oxides supported on SBA-15 for selective synthesis of renewable branched bio-jet fuel precursor,Thailand
Effect of Phytoplankton Feed on Growth and Renieramycin M Producing of a Blue Marine Sponge (Xestospongia Sp.),Thailand
Effect of the ethanol-to-water ratio on the properties of silica–carbon core–shell materials for prolonged antibacterial activity of thymol,Thailand
Rapid electrochemical lateral flow device for the detection of Δ9-tetrahydrocannabinol,Thailand
3D-printed polyacrylamide-based hydrogel polymer electrolytes for flexible zinc-ion battery,Thailand
"Bio-thymol containing new high-performance thymolphthalein based polybenzoxazine: Thermal, superhydrophobic and dielectric properties",India
Trends in Economic Burden and Mortality of Hospitalized Patients With Aortic Stenosis in Thailand,Thailand
EV71 virus induced silver nanoparticles self-assembly in polymer composites with an application as virus biosensor,Thailand
Sustainable functionalized chitosan based nano-composites for wound dressings applications: A review,Thailand
High current density charging of zinc-air flow batteries: Investigating the impact of flow rate and current density on zinc electrodeposition,Thailand
"Insight into characteristics and pathogenicity of five rapidly growing non-tuberculous Mycobacterium species isolated from the Siamese fighting fish, Betta splendens",Thailand
Isogeometric gradient-free proportional topology optimization (IGA-PTO) for compliance problem,Viet Nam
"Role of anharmonicity in phonon-mediated superconductivity of quasi- van der Waals layered XP2 (X = As, Sb, Bi) structures: Insight from first-principles calculations",Thailand
Capillary flow-driven immunoassay platform for COVID-19 antigen diagnostics,United States
Self-protecting PVDF-PDA-TiO2 membranes towards highly efficient and prolonged dye wastewater treatment by photocatalytic membranes,Thailand
"A qualitative study on knowledge, attitude, and practice (KAP) toward swine influenza, information on pig farms and zoonosis reporting systems in Thailand",Thailand
Effect of raw material structural composition on the fermentation process of ethanol production,Thailand
Tacrolimus/hydroxypropyl-β-cyclodextrin-loaded nanoemulsions stabilized by Zein-Soluplus® nanoparticles for retinal diseases,Thailand
Estimation of premature death attributed to short- and long-term PM2.5 exposure in Thailand,Thailand
Dengue overview: An updated systemic review,Taiwan
Anxiety due to Long COVID is partially driven by activation of the tryptophan catabolite (TRYCAT) pathway,Iraq
Understanding vitality of public space: A review with an example of capital city Kathmandu in Nepal,Thailand
Safety and effectiveness of intravenous CT-P13 in inflammatory arthritis: post-marketing surveillance study in Thailand,Thailand
Anthocyanin Rich-Berry extracts coated magnetic Fe3O4 bionanocomposites and their antibacterial activity,Thailand
"A new large pantherine and a sabre-toothed cat (Mammalia, Carnivora, Felidae) from the late Miocene hominoid-bearing Khorat sand pits, Nakhon Ratchasima Province, northeastern Thailand",France
Evaluating the efficacy of the Thai Health Improvement Profile intervention for preventing weight gain in people with early stage psychosis: A randomized controlled trial,Thailand
Metal-organic framework-derived nanomaterials: Promising green catalysts for industrially relevant oxidation and hydrogenation,China
Reverse cholesterol transport and lipid peroxidation biomarkers in major depression and bipolar disorder: A systematic review and meta-analysis,Thailand
Synergistic redox of dual-shaped silver nanostructures for highly selective sensing of hydrogen peroxide,Thailand
Genetic diversity and characterization of Wolbachia endosymbiont in canine filariasis,Thailand
Bioaugmentation of activated sludge with the immobilized 2-mercaptobenzothiazole-degrading bacterial consortium for rubber industrial wastewater treatment,Thailand
The effect of different prepared TiCl4-MgCl2 catalysts on the behavior of gas-phase ethylene/1-hexene copolymerization,Thailand
Evaluation of electrochemical behavior combined with the sensitive and selective determination of ceftriaxone using molecularly imprinted polymer-based sensor,Thailand
Rapid photocatalytic gold recovery from industrial cyanide-based gold plating wastewater via TiO2/WO3 nanocomposites: Role of mixed hole scavengers and operating conditions,Thailand
"Flood risk and household losses: Empirical findings from a rural community in Khyber Pakhtunkhwa, Pakistan",Thailand
Enhancing PEEK surface bioactivity: Investigating the effects of combining sulfonation with sub-millimeter laser machining,Thailand
"Thalassemia-related complications in pediatric, adolescent, and young adult patients with transfusion-dependent thalassemia: A multicenter study in Thailand",Thailand
Enhancement by pyrazolones of colistin efficacy against mcr-1-expressing E. coli: an in silico and in vitro investigation,Thailand
Flexural and shear behavior of ultra-high performance concrete segmental joints,Thailand
Improvement of methyl ester and itaconic acid production utilizing biorefinery approach on Scenedesmus sp.,Thailand
Machine learning techniques for evaluating the nonlinear link between built-environment characteristics and travel behaviors: A systematic review,Thailand
Validation of the academic research consortium high bleeding risk definition in Thai PCI registry,Thailand
Facile construction of a water-defendable Li anode protection enables rechargeable Li-O2 battery operating in humid atmosphere,China
New trend of applied plasma science in ISAPS ’22,Thailand
Similar outcomes between transtendon repair and tear completion repair techniques for partial articular-sided supraspinatus tendon avulsion lesions: a systematic review and meta-analysis,Thailand
Effect of Balloon Pulmonary Valvuloplasty on Growth of Pulmonary Annulus in Infants with Tetralogy of Fallot,Thailand
Visual and melanopic performance of a tropical daylight-mimicking lighting: a case study in Thailand,Thailand
A novel recycling route for aluminum alloys: Synthesis of Fe/Al bimetallic materials and magnetic separation,Japan
Mechanistic study of iodinated trihalomethanes adsorption onto MOF-derived carbons: Effect of porous structures and adsorption mechanisms,Thailand
Identifying the determinants of face mask disposal behavior and policy implications: An application of the extended theory of planned behavior,Thailand
Microplastics in construction and built environment,Thailand
Paper-based electrochemical immunosensor for the determination of symmetric dimethylarginine,Austria
Can 1.25 mm thin-section images generated with Deep Learning Image Reconstruction technique replace standard-of-care 5 mm images in abdominal CT?,United States
Steroidogenic potential of the gonad during sex differentiation in the rice field frog Hoplobatrachus rugulosus (Anura: Dicroglossidae),Thailand
Impedance characteristics under different voltages of n-β-FeSi2/p-Si heterojunctions constructed via facing target sputtering,Thailand
Influences of epoxidized natural rubber and fiber modification on injection molded-pulp/poly(lactic acid) biocomposites: Analysis of mechanical-thermal and weathering stability,Thailand
