Title,Author_count,subtype,Subject_area_count,Cite_count
Quasars That Have Transitioned from Radio-quiet to Radio-loud on Decadal Timescales Revealed by VLASS and FIRST,24,ar,2,42
3HWC: The Third HAWC Catalog of Very-high-energy Gamma-Ray Sources,106,ar,2,85
Behavior of concrete confined with epoxy bonded fiber ropes under axial load,4,ar,3,26
"Willingness to pay for flood insurance: A case study in Phang Khon, Sakon Nakhon Province, Thailand",3,cp,2,2
Introducing raspberry Pi and its peripherals to a mechatronics course under COVID-19 Disruption,2,cp,3,2
"Search for bottom-type, vectorlike quark pair production in a fully hadronic final state in proton-proton collisions at s =13 TeV",2340,ar,1,34
"2D Sequential Restoration and Basin Evolution of the Wichianburi Sub-basin, Phetchabun Basin, Central Thailand",3,ar,1,2
Enhanced selective cytotoxicity of doxorubicin to breast cancer cells by methoxypolyethylene glycol conjugation via a novel beta-thiopropanamide linker,9,ar,4,5
Enrichment and characterization of bacterial consortia for degrading 2-mercaptobenzothiazole in rubber industrial wastewater,5,ar,5,10
Ca2+/Calmodulin Complex Triggers CAMTA Transcriptional Machinery Under Stress in Plants: Signaling Cascade and Molecular Regulation,4,re,1,37
The Pain–to–Well-Being Relationship in Patients Experiencing Chronic Orofacial Pain,6,ar,2,4
The Expression of Proteins Related to Serotonin Pathway in Pulmonary Arteries of Dogs Affected With Pulmonary Hypertension Secondary to Degenerative Mitral Valve Disease,3,ar,1,3
Computational Design of 25-mer Peptide Binders of SARS-CoV-2,2,ar,3,30
"Enhanced post-licensure safety surveillance of a new recombinant acellular pertussis vaccine licensed as a monovalent (aP, Pertagen®) and tetanus, reduced-dose diphtheria combination (TdaP, Boostagen®) vaccine for immunization of adolescents and adults in Thailand",8,ar,5,7
Comparative study of Tetra-N-Butyl ammonium bromide and cyclopentane on the methane hydrate formation and dissociation,5,ar,6,5
Trends and determinants of ebf among adolescent children born to adolescent mothers in rural Bangladesh,3,ar,3,3
"Spatial Distribution and Contamination Status of Copper and Chromium in Transshipment Area, Sichang Island, Thailand",2,cp,2,0
"Distribution of phylogenetic groups, adhesin genes, biofilm formation, and antimicrobial resistance of uropathogenic Escherichia coli isolated from hospitalized patients in Thailand",6,ar,3,18
Comparison of the effects of chair height and anterior seat inclination on sit-to-stand ability in children with spastic diplegic cerebral palsy,2,ar,4,1
Endotoxemia and circulating bacteriome in severe COVID-19 patients,32,ar,3,54
Is interleukin 17 (Il-17) expression a common point in the pathogenesis of depression and obesity?,7,ar,1,8
Physicochemical and functional characteristics of rd43 rice flour and its food application,3,ar,5,10
INNOVATIVE ENTREPRENEURSHIP MODEL FOR AGRICULTURAL PROCESSING SMES IN THAILAND’S DIGITAL AND INDUSTRIES 4.0 ERA,3,ar,3,1
NEW PRODUCT DEVELOPMENT CO CREATION PROCESS: A THAI CASE OF MICRO COMMUNITY ENTERPRISES OF NON-FOOD HERBAL PRODUCTS AND R&D GOVERNMENT ORGANIZATIONS,4,ar,3,0
Measurement of single-diffractive dijet production in proton–proton collisions at √s=8Te with the CMS and TOTEM experiments,2366,ar,2,5
Functional disability and quality of life in older adults with chronic low back pain,6,ar,1,0
Composition inspired by ASEAN drums: Sakodai,2,re,4,2
"Three pillars of a sustainable creative City in ASEAN: Examples from Thailand, Singapore & Indonesia",1,re,4,1
"As one door closes, another one opens new opportunities from COVID crisis",1,ed,4,0
Recursive tube-partitioning algorithm for a class imbalance problem,2,ar,1,1
"Trace metal composition of rainwater and aerosol from Kolkata, a megacity in eastern India",4,ar,6,8
Rabbit as a reservoir of multidrug-resistant Acinetobacter baumannii expressing the Ade multidrug efflux pumps,2,ar,1,0
Gel protein supplementation enhanced serum IGF-1 concentration in pre-weaning piglets,3,ar,1,1
The status of antimicrobial resistance in Campylobacter spp. isolated from animals and humans in Southeast Asia: A review,3,re,1,2
"Outcomes of a single-step endoscopic ultrasound-guided drainage of pancreatic-fluid collections using an electrocautery-enhanced coaxial lumen-apposing, self-expanding metal stent with and without fluoroscopy",13,ar,1,2
"Revision of neorthostigma belokobylskij, 1998 (hymenoptera, braconidae, alysiinae) with description of a new species from Papua New Guinea",4,ar,2,1
Neuroevolution Architecture Backbone for X-ray Object Detection,3,cp,3,2
Linear parameter-varying model for a refuellable zinc-air battery: LPV model for a refuellable ZAB,7,ar,1,7
Combined UV-C irradiation and precursor feeding enhances mulberroside: A production in Morus alba L. cell suspension cultures,5,ar,1,2
Oriented polysaccharide bigels from interfacial crosslinking,5,ar,1,1
Seismic strengthening of nonductile bridge piers using low-cost glass fiber polymers,5,ar,5,5
Hyaluronic acid-based hydrogels with tobacco mosaic virus containing cell adhesive peptide induce bone repair in normal and osteoporotic rats,7,ar,4,10
Predictive Factors of Severe Adverse Events in Pediatric Oncologic Patients with Febrile Neutropenia,7,ar,4,2
Predictive validity of three home fall hazard assessment tools for older adults in Thailand,11,ar,1,3
Successful direct-acting antiviral therapy improves circulating mucosal-associated invariant T cells in patients with chronic HCV infection,7,ar,1,6
Computational fluid dynamic model of nonisothermal circulating fluidized bed riser for CO2 capture,4,ar,1,2
A novel methodology for designing solar power purchase agreement of rooftop PVs under the behind-the-meter scheme,2,ar,1,1
Canals and Orchards: The Impact of Transport Network Access on Agricultural Productivity in Nineteenth-Century Bangkok,2,ar,3,4
Lateral response of cement clay interlocking brick masonry walls subjected to earthquake loads,2,ar,1,3
Longitudinal analysis of peripheral and colonic cd161+ cd4+ t cell dysfunction in acute hiv-1 infection and effects of early treatment initiation,25,ar,2,1
Treatment of wastewater containing reactive red 239 using fenton oxidation processes with photo-assisted regeneration of fe2+ catalyst,5,ar,3,1
Global systematic review of cost of illness and economic evaluation studies associated with snakebite,6,ar,2,11
Investigation of diclofenac toxicity on ionic regulation of plasma and Gill ATPase activity of fish,3,re,7,0
Nonbacterial Thrombotic Endocarditis Related to Adenocarcinoma of the Uterine Cervix,7,ar,1,1
Alternative liquid fuel from pyrolysis of polyethylene wax,4,ar,1,5
Development of bim-based quantity takeoff for light-gauge steel wall framing systems,3,ar,3,2
A simple levelized cost of electricity for ev charging with pv and battery energy storage system: Thailand case study,2,ar,2,4
Happiness around the world: A combined etic-emic approach across 63 countries,138,ar,1,16
Effect of gold nanoparticles on the TLR2-mediated inflammatory responses induced by Leptospira in TLR2-overexpressed HEK293 cells,8,ar,2,3
Simultaneous and non-simultaneous quenching for a system of multi-dimensional semi-linear heat equations,3,ar,4,0
The unequal benefits of tax subsidies for household saving and investment: Evidence from thailand's tax return data,2,ar,3,2
A Deep Neural Network for Simultaneous Estimation of b Jet Energy and Resolution,2299,ar,3,16
Efficacy of Endoscopic Variceal Ligation in the Control of Variceal Bleeding: A Real World Setting,5,ar,1,0
"Comparison of Treatment Outcomes between Laparoscopic and Robot-Assisted Laparoscopic Radical Prostatectomy in Clinically Localized Prostate Cancer, A Single-Surgeon Experience",2,ar,1,0
Effect of Synbiotic Supplementation in Children with Nonalcoholic Fatty Liver Disease: A Randomized Controlled Trial,5,ar,1,1
Drugs-Herbs-Dietary Supplements-induced Liver Injury: A Hidden but Emerging Clinical Problem,6,ar,1,1
Long-term outcomes of children with gastroesophageal reflux disease who underwent fundoplication: a single center experience,4,ar,1,0
Dependence of inclusive jet production on the anti-kT distance parameter in pp collisions at √s = 13 TeV,2316,ar,1,8
Butaphosphan and Cyanocobalamin Supplementation in Semen Extender on Chilled Boar Sperm Quality and Life Span,4,ar,1,1
No Difference in Pain After Spine Surgery with Local Wound Filtration of Morphine and Ketorolac: A Randomized Controlled Trial,6,ar,2,6
Inclusive search for highly boosted Higgs bosons decaying to bottom quark-antiquark pairs in proton-proton collisions at √s = 13 TeV,2366,ar,1,21
"First evidence of carp edema virus infection of koi cyprinus carpio in chiang mai province, thailand",5,ar,2,10
Extent of aging across education and income subgroups in Thailand: Application of a characteristic-based age approach,3,ar,1,6
Rhinacanthus nasutus “Tea” infusions and the medicinal benefits of the constituent phytochemicals,5,ar,2,15
Accelerated nucleophilic substitution reactions of dansyl chloride with aniline under ambient conditions via dual-tip reactive paper spray,10,ar,1,7
Marginal operators and supersymmetry enhancement in 3d S-fold SCFTs,3,ar,1,15
A Pathogenic Variant in ALPK3 Is Associated With an Autosomal Dominant Adult-onset Hypertrophic Cardiomyopathy,8,ar,3,7
Application of cell immobilization technology to promote nitritation: A review,4,ar,1,17
Genistein attenuated gastric inflammation and apoptosis in Helicobacter pylori-induced gastropathy in rats,7,ar,1,21
Skin manifestations after bariatric surgery,9,ar,1,4
Future of CAR T cells in multiple myeloma,3,ar,1,19
Thrombolytic therapy in acute venous thromboembolism,2,ar,1,2
The potential of sea grapes (caulerpa lentilifera) extracted polysaccharide as prebiotics on inhibiting pathogenic bacteria vibrio parahaemolyticus,4,ar,1,3
Functional properties and bioactivities of cleistocalyx nervosum var. Paniala berry plant: A review,6,ar,2,5
Barrier and facilitator on breastfeeding education and promotion: A literature review,3,ar,5,2
"Acute effects of red chili, a natural capsaicin receptor agonist, on gastric accommodation and upper gastrointestinal symptoms in healthy volunteers and gastroesophageal reflux disease patients",4,ar,2,10
Rescued chlorhexidine activity by resveratrol against carbapenem-resistant Acinetobacter baumannii via down-regulation of AdeB efflux pump,5,ar,1,17
Impact of disease stage and age at Parkinson’s onset on patients’ primary concerns: Insights for targeted management,10,ar,1,4
Scattering of charged fermion to two-dimensional wormhole with constant axial magnetic flux,3,ar,2,1
Preferred oriented cation configurations in high pressure phases IV and V of methylammonium lead iodide perovskite,7,ar,1,2
Prevalence and subtype distribution of blastocystis infection in patients with diabetes mellitus in Thailand,6,ar,3,6
Novel potential application of chitosan oligosaccharide for attenuation of renal cyst growth in the treatment of polycystic kidney disease,4,ar,7,7
Shared neuroimmune and oxidative pathways underpinning Chagas disease and major depressive disorder,5,re,3,7
Development of lightweight and high-performance ballistic helmet based on poly(Benzoxazine-co-urethane) matrix reinforced with aramid fabric and multi-walled carbon nanotubes,7,ar,2,4
Net ultrafiltration prescription survey in Europe,5,ar,1,9
Effect of immobilization methods on the production of polyethylene-cellulose biocomposites via ethylene polymerization with metallocene/MAO catalyst,3,ar,2,0
Detection of Extrapulmonary Malignancy During Lung Cancer Screening: 5-Year Analysis at a Tertiary Hospital,8,ar,1,4
Compressive behavior of extremely low strength concrete conﬁned with low-cost glass FRP composites,4,ar,1,26
Factors influencing pre-ovulatory follicle diameter and weaning-to-ovulation interval in spontaneously ovulating sows in tropical environment,4,ar,3,2
"Comparison of acid-, alkaline-, and ionic liquid–treated Napier grass as an immobilization carrier for butanol production by Clostridium beijerinckii JCM 8026",5,ar,1,10
Influence of nitric acid-assisted hydrothermal conditions on the characteristics of TiO2 catalysts and their activity in the oxidative steam reforming of methanol,3,ar,2,4
Systems biology analysis of osteogenic differentiation behavior by canine mesenchymal stem cells derived from bone marrow and dental pulp,8,ar,1,12
Tensile properties improvement by homogenized nitrogen solid solution strengthening of commercially pure titanium through powder metallurgy process,7,ar,4,17
Cloth and Skin Deformation with a Triangle Mesh Based Convolutional Neural Network,5,ar,1,10
High ambient temperature directly decreases milk synthesis in the mammary gland in Saanen goats,4,ar,4,8
Curcuma longa rhizome extract and Curcumin reduce the adhesion of Acanthamoeba triangularis trophozoites and cysts in polystyrene plastic surface and contact lens,14,ar,3,14
Socio-economic inequalities in the association between alcohol use disorder and depressive disorder among Thai adults: a population-based study,6,ar,1,7
Metabolic Engineering and Synthetic Biology of Cyanobacteria for Carbon Capture and Utilization,4,ar,4,12
Reference Values for Chronotropic Index from 1280 Incremental Cycle Ergometry Tests,6,ar,2,4
Modeling and simulation of onset of condensation-induced water hammer,7,ar,4,9
Influence of frictional contact on indentation of elastic layer under surface energy effects,4,ar,5,4
"Persistence of pdm2009-H1N1 internal genes of swine influenza in pigs, Thailand",8,ar,1,3
Effect of incubation temperature on lactogenic function of goat milk-derived mammary epithelial cells,4,ar,2,1
A randomized controlled trial comparing the efficacies of ketorolac and parecoxib for early pain management after total knee arthroplasty,6,ar,1,5
Decreased circulating clusterin reflects severe liver complications after hepatoportoenterostomy of biliary atresia,5,ar,1,3
Ceria nanorod supported gold nanoparticles as structured catalysts for the oxidative steam reforming of methanol: Effect of CTAB concentration on physiochemical properties and catalyst performance,4,ar,2,9
Application of synthetic hureaulite as a new precursor for the synthesis of lithiophilite nanoparticles,3,ar,3,3
Prevalence and risk factors of primary sarcopenia in community-dwelling outpatient elderly: a cross-sectional study,3,ar,1,33
The investigation of binary and ternary sulfobutylether-β-cyclodextrin inclusion complexes with asiaticoside in solution and in solid state,6,ar,3,18
"Probability of major depression classification based on the SCID, CIDI, and MINI diagnostic interviews: A synthesis of three individual participant data meta-analyses",239,ar,3,16
Validation of the D:A:D Chronic Kidney Disease Risk Score Model among People Living with HIV in the Asia-Pacific,24,ar,2,5
"Publisher Correction: COVID-19-associated acute kidney injury: consensus report of the 25th Acute Disease Quality Initiative (ADQI) Workgroup (Nature Reviews Nephrology, (2020), 10.1038/s41581-020-00356-5)",35,er,1,11
Phenotype prediction and characterization of 25 pharmacogenes in Thais from whole genome sequencing for clinical implementation,9,ar,1,10
Precision renal replacement therapy,3,re,1,1
Performance controlled via surface oxygen-vacancy in Ti-based oxide catalyst during methyl oleate epoxidation,6,ar,1,23
Treatment of Chronic Severe Flexion Contractures of Fingers with Bilateral Side-Finger Flaps (Wing Flaps) and Full-Thickness Skin Graft,1,ar,2,1
Gigantol targets MYC for ubiquitin-proteasomal degradation and suppresses lung cancer cell growth,3,ar,4,8
A review of the recovery of precious metals using ionic liquid extractants in hydrometallurgical processes,4,ar,3,38
DNA metabarcoding to unravel plant species composition in selected herbal medicines on the National List of Essential Medicines (NLEM) of Thailand,4,ar,1,18
"Recommendations for the adjuvant use of the poly-antibiotic–resistant probiotic Bacillus clausii (O/C, SIN, N/R, T) in acute, chronic, and antibiotic-associated diarrhea in children: consensus from Asian experts",14,re,2,12
"Multivariate statistical analysis of the hydrochemical characteristics of a volcano sedimentary aquifer in Saraburi Province, Thailand",3,ar,2,17
Pathogenesis and immune response of Nile tilapia (Oreochromis niloticus) exposed to Tilapia lake virus by intragastric route,5,ar,4,16
Route to high- Tc superconductivity of BC 7 via strong bonding of boron–carbon compound at high pressure,6,ar,1,10
Death acceptance from a Thai Buddhist perspective: A qualitative study,2,ar,1,6
3D Bioprinting of Lignocellulosic Biomaterials,6,re,3,35
NOD2-dependent BCG-induced trained immunity: A way to regulate innate responses to SARS-CoV2?,2,sh,2,8
COVID-19 Highlights the Need for More Effective Wildlife Trade Legislation,35,sh,1,54
A novel model of injured liver ductal organoids to investigate cholangiocyte apoptosis with relevance to biliary atresia,8,ar,2,10
"Identifying indoor radon sources in Pa Miang, Chiang Mai, Thailand",7,ar,1,14
Clearance of micronutrients during continuous renal replacement therapy,3,ar,1,12
"Serological evidence of avian influenza virus subtype H5 and H9 in live bird market, Myanmar",10,ar,5,3
A novel indirect cryogenic cooling system for improving surface finish and reducing cutting forces when turning ASTM F-1537 cobalt-chromium alloys,5,ar,5,6
Properties and performance of the basalt-fiber reinforced texture roof tiles,6,ar,1,5
Evaluating the effect of rice (Oryza sativa L.: SRNC05053-6-2) crude extract on psoriasis using in vitro and in vivo models,7,ar,1,11
Rapid production of SARS-CoV-2 receptor binding domain (RBD) and spike specific monoclonal antibody CR3022 in Nicotiana benthamiana,11,ar,1,89
Endothelial dysfunction in neuroprogressive disorders—causes and suggested treatments,8,re,1,44
Investigation into the variation in follicular and endocrine responses of prepubertal gilts treated with exogenous gonadotropins,3,ar,3,2
Changes in hepatic fibrosis and vitamin D levels after viral hepatitis C eradication using direct-acting antiviral therapy,13,ar,1,3
CO2methanation over nickel-based catalysts supported on MCM-41 with in situ doping of zirconium,5,ar,3,30
Expanding phenotypic and mutational spectra of mitochondrial HMG-CoA synthase deficiency,12,ar,2,4
COVID-19-associated acute kidney injury: consensus report of the 25th Acute Disease Quality Initiative (ADQI) Workgroup,35,re,1,372
The need for financial knowledge acquisition tools and technology by small business entrepreneurs,5,ar,5,10
Enhanced polyhydroxybutyrate (PHB) accumulation in heterotrophically grown Arthrospira platensis under nitrogen deprivation,4,ar,2,10
"Pain or No Pain, We Will Give You Opioids: Relationship Between Number of Opioid Pills Prescribed and Severity of Pain after Operation in US vs Non-US Patients",23,cp,1,20
"Potential influence of jaggery-based biofloc technology at different C:N ratios on water quality, growth performance, innate immunity, immune-related genes expression profiles, and disease resistance against Aeromonas hydrophila in Nile tilapia (Oreochromis niloticus)",9,ar,4,24
Characteristics of pyrolysis products from pyrolysis and co-pyrolysis of rubber wood and oil palm trunk biomass for biofuel and value-added applications,4,ar,4,48
Detection of tuberculosis in cynomolgus macaques (Macaca fascicularis) using a supplementary Monkey Interferon Gamma Releasing Assay (mIGRA),16,ar,1,10
Investigation on the increased stability of the Ni–Co bi-metallic catalysts for the carbon dioxide reforming of methane,3,ar,2,10
A Kaluza–Klein inspired Brans–Dicke gravity with dark matter and dark energy model,4,ar,2,2
Non-thermal dielectric barrier discharge plasma hydrogenation for production of margarine with low trans-fatty acid formation,5,ar,3,19
NF-κB and STAT3 co-operation enhances high glucose induced aggressiveness of cholangiocarcinoma cells,11,ar,2,8
Gas-phase polymerization of ethylene over Ti-based Ziegler–Natta catalysts prepared from different magnesium sources,3,ar,6,2
Different water removal methods for facilitating biodiesel production from low-cost waste cooking oil containing high water content in hybridized reactive distillation,5,ar,1,14
Atrial fibrillation ablation in the 21st century: Almost no stroke risk?,1,ed,2,0
Promising effect of in-situ lyticase enzyme therapy on peritoneal dialysis catheter obstruction from Acremonium fungal biofilm: A case report,6,ar,2,2
Can endolysosomal deacidification and inhibition of autophagy prevent severe COVID-19?,10,re,2,6
Molecular epidemiology of the first wave of severe acute respiratory syndrome coronavirus 2 infection in Thailand in 2020,12,ar,1,24
Detecting personally identifiable information transmission in android applications using light-weight static analysis,3,ar,2,4
Lactobacillus reuteri DSM 17938 and ATCC PTA 5289 ameliorates chemotherapy-induced oral mucositis,4,ar,1,19
Effects of Heat Treatment on Mechanical Properties of Jute Fiber-Reinforced Polymer Composites for Concrete Confinement,6,ar,4,13
Many-objective low-cost airline cockpit crew rostering optimisation,2,ar,2,11
Common and rare susceptibility genetic variants predisposing to Brugada syndrome in Thailand,29,ar,2,22
"Emerging MDR-Pseudomonas aeruginosa in fish commonly harbor oprL and toxA virulence genes and bla TEM, bla CTX-M, and tetA antibiotic-resistance genes",8,ar,1,650
Natural rubber nanocomposites based on hybrid filler of zinc nanoparticles and carbon nanotubes: Electrical conductivity and other related properties,5,ar,5,4
Diterpenoids from the aerial parts of Euphorbia antiquorum and their efficacy on nitric oxide inhibition,4,ar,4,8
"Supplementing post-wash asthenozoospermic human spermatozoa with coenzyme Q10 for 1 hr in vitro improves sperm motility, but not oxidative stress",4,ar,2,3
Recovery of γ-oryzanol from rice bran oil soapstock derived calcium soap: Consideration of Hansen solubility parameters and preferential extractability in various solvents,2,ar,1,5
Screening and eradication of Helicobacter pylori for gastric cancer prevention: The Taipei global consensus,29,re,1,178
New prospects on the horizon: Genome editing to engineer plants for desirable traits,5,re,5,20
Efficacy and Safety of Oral Minoxidil 5 mg Once Daily in the Treatment of Male Patients with Androgenetic Alopecia: An Open-Label and Global Photographic Assessment,2,ar,1,27
Assessment of agricultural waste-derived activated carbon in multiple applications,12,ar,2,27
Early origin and global colonisation of foot-and-mouth disease virus,3,ar,1,6
Comparison of the accuracy of implant position for two-implants supported fixed dental prosthesis using static and dynamic computer-assisted implant surgery: A randomized controlled clinical trial,6,ar,2,38
Conflicting Orders in Physician Orders for Life-Sustaining Treatment Forms,6,ar,1,6
Meropenem dosing recommendations for critically ill patients receiving continuous renal replacement therapy,6,ar,1,8
Opioids after Surgery in the United States Versus the Rest of the World: The International Patterns of Opioid Prescribing (iPOP) Multicenter Study,35,ar,1,69
Detection of Leishmania infantum DNA by real-time PCR in saliva of dogs,11,ar,5,5
Thermally induced structural organization of nanodiscs by coarse-grained molecular dynamics simulations,4,ar,3,4
"Fast dissolving, hermetically sealable, edible whey protein isolate-based films for instant food and/or dry ingredient pouches",4,ar,1,19
"Source apportionment of polycyclic aromatic hydrocarbons in the terrestrial soils of King George Island, Antarctica",8,ar,2,18
Composite core-supported stainless steel crowns enhance fracture resistance of severely damaged primary posterior teeth,5,ar,2,1
High-energy conversion efficiency of drum kiln with heat distribution pipe for charcoal and biochar production,3,ar,3,14
Serratia marcescens secretes proteases and chitinases with larvicidal activity against Anopheles dirus,13,ar,4,10
"Differentiation of Cyanthillium cinereum, a smoking cessation herb, from its adulterant Emilia sonchifolia using macroscopic and microscopic examination, HPTLC profiles and DNA barcodes",10,ar,1,15
"Expression optimization, purification and in vitro characterization of human epidermal growth factor produced in Nicotiana benthamiana",6,ar,2,13
Encapsulated titanium dioxide nanoparticle-Escherichia coli hybrid system improves light driven hydrogen production under aerobic condition,2,ar,4,16
Novel bacterial cellulose nanocrystals/polyether block amide microporous membranes as separators for lithium-ion batteries,2,ar,5,23
Refined grain formation behavior and strengthening mechanism of α-titanium with nitrogen fabricated by selective laser melting,4,ar,4,34
Synthesis of ZnO/SiO2-modified starch-graft-polyacrylate superabsorbent polymer for agricultural application,3,ar,3,29
Detection of Mycobacterium tuberculosis complex infection in Asian elephants (Elephas maximus) using an interferon gamma release assay in a captive elephant herd,10,ar,1,11
Hsa-miR-30e-3p inhibits influenza B virus replication by targeting viral NA and NP genes,7,ar,1,4
Skin manifestations in COVID-19: The tropics experience,9,le,1,10
The study of the causal relationship between innovativeness and entrepreneurial intention among undergraduate students,3,ar,5,32
Phosphoproteomic analysis of dengue virus infected U937 cells and identification of pyruvate kinase M2 as a differentially phosphorylated phosphoprotein,8,ar,1,2
Decadal increase of the summer precipitation in Thailand after the mid-1990s,6,ar,1,11
Walled-off peripancreatic fluid collections in Asian population: Paradigm shift from surgical and percutaneous to endoscopic drainage,10,ar,1,12
"Efficacy and tolerability of low-dose spironolactone and topical benzoyl peroxide in adult female acne: A randomized, double-blind, placebo-controlled trial",5,ar,1,2
Short-term outcomes of tablet/smartphone-based (OBEST) application among obese Thai school-aged children and adolescents: A randomized controlled trial,5,ar,3,5
Molecular modelling investigation for drugs and nutraceuticals against protease of SARS-CoV-2,4,ar,4,23
Conjunctival sporotrichosis from cat to human: Case report,6,ar,1,5
Good practice and lesson learned in promoting vetiver as solution for slope stabilisation and erosion control in Thailand,2,ar,4,26
"Recent progress and new developments of applications of artificial intelligence (AI), knowledge-based systems (KBS), and Machine Learning (ML) in the petroleum industry",6,ar,5,15
Ultrasound-assisted modified pectin from unripe fruit pomace of raspberry (Rubus chingii Hu): Structural characterization and antioxidant activities,8,ar,1,26
First molecular investigation of haemosporidian parasites in Thai bat species,8,ar,3,8
Role of Al in Na-ZSM-5 zeolite structure on catalyst stability in butene cracking reaction,6,ar,1,18
Effect of drug metabolizing enzymes and transporters in Thai colorectal cancer patients treated with irinotecan-based chemotherapy,8,ar,1,15
"Ozone disinfection kinetics of poliovirus 1 determined by cell culture assay, RT-qPCR and ethidium monoazide qPCR reduction in a continuous quench-flow reactor",4,ar,2,3
NOTCH2 participates in Jagged1-induced osteogenic differentiation in human periodontal ligament cells,6,ar,1,12
An integrated rotating biological contactor and membrane separation process for domestic wastewater treatment,6,ar,1,21
"Ecological risk assessment of arsenic, cadmium, copper, and lead contamination in soil in e-waste separating household area, Buriram province, Thailand",5,ar,3,23
What every Intensivist should know about COVID-19 associated acute kidney injury,4,re,1,16
Upregulation of Hox-hydrogenase gene expression by nutrient adjustment in the filamentous non-heterocystous cyanobacterium Arthrospira sp. PCC 8005,5,ar,2,3
Development of international mirroring system for real-time web of meteorological satellite data,12,ar,1,3
Active targeting liposome-PLGA composite for cisplatin delivery against cervical cancer,11,ar,4,29
"Hepatitis B surface antigen, core-related antigen and HBV RNA: Predicting clinical relapse after NA therapy discontinuation",7,ar,1,23
A retrospective study on paediatric dental treatment under general anaesthesia at a tertiary public facility in Australia,5,ar,2,1
Eco composites with synergistic combinations of natural rubber latex and wood flour toughened recycled HDPE,3,ar,3,8
Utilization of Palm Olein-Based Polyol for Polyurethane Foam Sponge Synthesis: Potential as a Sorbent Material,6,ar,3,7
Natural rubber as a renewable carbon source for mesoporous carbon/silica nanocomposites,9,ar,1,12
