Title,cover_date,authkey_word
"Neuroprotective effects of a medium chain fatty acid, decanoic acid, isolated from H. leucospilota against Parkinsonism in C. elegans PD model",2022-12-13,"C. elegans, decanoic acid, dopaminergic neurons, Holothuria leucospilota, Parkinson’s disease, α-synuclein"
The contribution of a catchment-scale advice network to successful agricultural drought adaptation in Northern Thailand,2022-12-12,"Asia, drought communication, drought information, social network analysis, vulnerability"
Search for new particles in an extended Higgs sector with four b quarks in the final state at s=13TeV,2022-12-10,"2HDM, BSM, CMS, Higgs"
Advancement on mixed microalgal-bacterial cultivation systems for nitrogen and phosphorus recoveries from wastewater to promote sustainable bioeconomy,2022-12-10,"BCG economy, Bioremediation, Microalgae, Mixed microalgal-bacterial consortium, Waste recovery, Wastewater treatment"
Reduced nickel on cobalt sulphide with carbon supported (Ni-CoS/C) composite material as a low-cost and efficient electrocatalyst for hydrogen evolution reaction,2022-12-10,"Electrocatalyst, Hydrogen evolution reaction, Metal catalyst, Nickel nanoparticles, Water splitting"
Phosphonated graphene oxide-modified polyacrylamide hydrogel electrolytes for solid-state zinc-ion batteries,2022-12-10,"Flexible battery, Gel polymer electrolyte, Hydrogen bound, Manganese oxide, X-ray tomography"
Nuclear modification of Y states in pPb collisions at sNN=5.02TeV,2022-12-10,"Bottomonium, CMS, Heavy ion collisions, Quark-gluon plasma, Quarkonium suppression"
First-principles calculation on effects of oxygen vacancy on α-MnO2 and β-MnO2 during oxygen reduction reaction for rechargeable metal-air batteries,2022-12-10,"Computational hydrogen electrode, Defect surface, Density functional theory, Manganese dioxide electrocatalysts, ORR"
Molecular Farming Strategy for the Rapid Production of Protein-Based Reagents for Use in Infectious Disease Diagnostics,2022-12-09,"Biopharmaceuticals, diagnostics, molecular farming, plant biotechnology, recombinant proteins, transient expression"
"Effects of physical activity on regulatory emotional self-efficacy, resilience, and emotional intelligence of nurses during the COVID-19 pandemic",2022-12-09,"emotional intelligence, nurse, physical activity, regulatory emotional self-efficacy, resilience"
"Optimization for the efficient recovery of poly(3-hydroxybutyrate) using the green solvent 1,3-dioxolane",2022-12-06,"1,3-dioxolane, environmentally friendly solvent, green solvent, poly(3-hydroxybutyrate), recovery, scale-up"
"Cage egg producers' perspectives on the adoption of cage-free systems in China, Japan, Indonesia, Malaysia, Philippines, and Thailand",2022-12-05,"animal welfare, Asia, chickens, egg, hens, production"
Characterization of the three-dimensional multiple translative tiles,2022-12-03,"Belt, Dihedral adjacent wheel, Multiple tiling, Parallelohedron, Zonotope"
Metal-Free Synthesis of Guanidines from Thioureas in Water Reactions Mediated by Visible Light,2022-12-02,"cetyltrimethylammonium bromide, guanidines, in water, phenazine ethosulfate, photocatalyst"
Feasibility of plant-expression system for production of recombinant anti-human IgE: An alternative production platform for therapeutic monoclonal antibodies,2022-12-02,"asthma, immunoglobulin E, monoclonal antibody, recombinant proteins, respiratory ailments, transient expression"
Systemizing a rural livelihood diversification framework for sustainable community-based agritourism: A participatory approach to ensure resilience,2022-12-02,"community resilience, community-based agritourism, rural livelihood diversification, sustainable local food systems, sustainable rural development"
Phosphoproteomic Analysis Defines BABAM1 as mTORC2 Downstream Effector Promoting DNA Damage Response in Glioblastoma Cells,2022-12-02,"BABAM1, DNA damage response, glioblastoma, mTORC2, phosphoproteomics"
10th Anniversary of the Asia Pacific Stroke Organization: State of Stroke Care and Stroke Research in the Asia-Pacific,2022-12-02,"Anniversary, Asia Pacific Stroke Organization, Education, Research, Stroke, Systems of care"
Keratoconus in Thai population - A cross-sectional hospital-based study,2022-12-01,"collagen crosslinking, corneal ectasia, intracorneal ring, keratoconus, refractive surgery"
"Key population-led community-based same-day antiretroviral therapy (CB-SDART) initiation hub in Bangkok, Thailand: a protocol for a hybrid type 3 implementation trial",2022-12-01,"Antiretroviral therapy initiation, Community-based service, HIV, Implementation research, Key population, Men who have sex with men, Telehealth, Transgender women"
Urinary neutrophil gelatinase-associated lipocalin: A novel biomarker for predicting chronic kidney disease in patients with nonalcoholic fatty liver disease,2022-12-01,"chronic kidney disease, nonalcoholic fatty liver disease, urinary neutrophil gelatinase-associated lipocalin"
Nonalcoholic fatty liver disease (NAFLD) among older adults,2022-12-01,"aging, fatty liver, MAFLD, NAFLD, older adults"
Unveiling the Power of ESG: How it Shapes Brand Image and Fuels Purchase Intentions-An Empirical Exploration,2022-12-01,"Brand Image, Environmental activities, Environmental, Social, and Governance (ESG), Purchase Intention, SEM, Thailand"
Understanding the Impact of ESG on Brand Trust and Customer Engagement,2022-12-01,"Brand Trust, Customer Engagement, Environmental Social and Governance (ESG), Thailand"
Experimental models to study osteoarthritis pain and develop therapeutics,2022-12-01,"Microphysiological system, Nerve, Osteoarthritis, Pain, Pain mediators, Tissue chip"
Modification of waste sugarcane bagasse fly ash for CO2 capture application,2022-12-01,"Adsorbent, Adsorption, Carbon capture, Fly ash, Sugarcane bagasse"
"Inventory Model for Deteriorating Stocks Items with Time-Dependent Demand, Backlogged Partially When Late Payment is Allowed",2022-12-01,"Deteriorating Items, Inventory control, Permissible Delay in payments, Time-Dependent Demand"
Policy Entrepreneurship and the Drafting of Refugee Law in a Non-Signatory Country: The Case of Thailand's National Screening Mechanism,2022-12-01,"non-signatory state, policy entrepreneurship, refugee law, refugee screening mechanism, Thailand"
Interactions of chikungunya virus with Asian tiger mosquitoes (Aedes albopictus): vector competence and diversity of midgut bacteria,2022-12-01,"asian tiger mosquito, bacteria, chikungunya virus, microbiome, vector competence"
Effects of chronic melatonin administration on pregnancy rate in dairy cows submitted to a fixed-time AI protocol during summer and winter seasons,2022-12-01,"dairy cow, melatonin, pregnancy rate, season"
Effects of dietary supplementation of Pseudomonas aeruginosa FARP72 on the immunomodulation and resistance to Edwardsiella tarda in Pangasius pangasius,2022-12-01,"Antagonistic bacterium, Dietary supplementation, Disease resistance, Immune gene expression, Non-specific immunity, Yellowtail catfish"
Classification of 3D Point Cloud Data from Mobile Mapping System for Detecting Road Surfaces and Potholes using Convolution Neural Networks,2022-12-01,"Classification, Convolution Neural Networks, Mobile Mapping System, Point Cloud"
Temporal trend of drug-resistant tuberculosis among Thai children during 2006–2021,2022-12-01,"children, drug-resistant tuberculosis, fluoroquinolone, isoniazid-monoresistant tuberculosis (Hr-TB), multidrug-resistant tuberculosis (MDR-TB), pre-extensively drug-resistant tuberculosis (pre-XDR-TB), rifampicin-monoresistant tuberculosis (Rr-TB)"
Learning Physics with a Hierarchical Graph Network,2022-12-01,"CCS Concepts, Physical simulation, • Computing methodologies → Neural networks"
The seasonal effect on the performance of pigs reared in a backyard pig farm in Thailand: retrospective study,2022-12-01,"Growth, Nursery pig, Open barn, production, Seasonal effect"
A rare post-coronavirus disease 2019 complication of maxillary mucormycotic osteomyelitis in a Southeast Asian patient,2022-12-01,"Coronavirus disease 2019, Mucormycosis, Osteomyelitis, Plastic surgery"
Brand as a leader or a servant? The effect of anthropomorphized brand roles and goal types on consumer responses,2022-12-01,"brand role, goal attainment, goal progress, goal pursuit"
Transphonologization of onset voicing: Revisiting Northern and Eastern Kmhmu',2022-12-01,"Kmhmu', phonation, register, tone"
Trends and Spatial Heterogeneity of Climate Extremes in the Southwestern Region of Bangladesh,2022-12-01,"Bangladesh, climate change, climate extremes, Climatic indices, trend analysis"
A urinary proteomic study in hypercalciuric dogs with and without calcium oxalate urolithiasis,2022-12-01,"calcium oxalate stone, dog, hypercalciuria, urinary biomarker"
Effect of Na promoter and reducing atmosphere on phase evolution of Fe-based catalyst and its CO2 hydrogenation performance Fe 基催化剂物相演变及 CO2 加氢反应性能影响,2022-12-01,"Fe-based catalyst, in-situ XRD, Na-promoter, phases evolution, reducing atmosphere"
Movement analysis of the starting phase of 15-m speed climbing: a case study of thai national rock climber,2022-12-01,"Classic start, Movement analysis, Speed climbing, Starting phase, Tomoa skip"
Mathematical Modeling of177 Lu-DOTATATE for Neuroendocrine Tumor Treatment,2022-12-01,"177 Lu-DOTATATE, mathematical model of177 Lu-DOTATATE for neuroendocrine tumor treatment, neuroendocrine tumor"
Comparison of confidence intervals for variance components in an unbalanced one-way random effects model,2022-12-01,"coverage probability, fiducial inference, pivotal quantity, unbalanced one-way random effects model, variance components"
"Association of Phenotypic Aging Marker with comorbidities, frailty and inflammatory markers in people living with HIV",2022-12-01,"Aging, Comorbidities, Frailty, HIV/AIDS, Phenotypic age acceleration, Phenotypic aging marker, Thailand"
Metagenomic analysis of viral genes integrated in whole genome sequencing data of Thai patients with Brugada syndrome,2022-12-01,"Brugada syndrome, human endogenous retrovirus K, metagenome, VIRIN, virus integration breakpoint, whole genome sequencing"
Changing epidemiology of acute kidney injury in critically ill patients with COVID-19: a prospective cohort,2022-12-01,"Acute kidney injury, COVID-19, Critically ill, Kidney replacement therapy, Wave"
Genetic diagnosis for adult patients at a genetic clinic,2022-12-01,"aortic aneurysm, cleft palate, cleft upper lip, disproportionate tall stature, generalized tonic–clonic seizures on awakening, intellectual disability, moderate, intellectual disability, severe, primary congenital glaucoma, skeletal myopathy"
Impact of serum C-reactive protein level as a biomarker of cancer dissemination in canine lymphoid neoplasia,2022-12-01,"advanced stage lymphoma, biomarker, dogs, serum C-reactive protein"
Thermal Comfort Improvement with Passive Design Strategies in Child Development Centers in Thailand,2022-12-01,"child development center, passive design strategies, Thailand, thermal comfort"
The reversible effects of gossypol toxicity on male pigeons’ reproductive performance,2022-12-01,"gossypol, pigeon, sperm morphology, sperm motility, sperm viability"
Heavy Metal Contamination and Ecological Risk Assessment in the Sediment Cores of the Wetlands in Southern Thailand,2022-12-01,"enrichment factor, environmental risk, heavy metal, sediment cores, wetland"
Estimating the Generation of Discarded Mobile Phones and Highlighting Areas for Recycling Precious Metals from Printed Circuit Boards in Thailand,2022-12-01,"discarded mobile phone, mobile phone waste, precious metal, rare earth elements, recycling, waste estimation, WEEE"
PEG Reinforced Scaffold Promotes Uniform Distribution of Human MSC-Created Cartilage Matrix,2022-12-01,"cartilage tissue engineering, hydrogel, mesenchymal stromal cells, migration"
Influence of Annealing on the Microstructure and Mechanical Properties of Ni-W/Boron Composite Coatings,2022-12-01,"electrodeposition, hardness, heat treatment, Ni-W/B composite coatings, wear"
Enhanced Nasal Deposition and Anti-Coronavirus Effect of Favipiravir-Loaded Mucoadhesive Chitosan–Alginate Nanoparticles,2022-12-01,"alginate, antiviral, Box–Behnken design, chitosan, favipiravir, intra-nasal, polymeric nanoparticles, response surface methodology, SARS-CoV-2"
Viscoelastic Analysis of Pectin Hydrogels Regenerated from Citrus Pomelo Waste by Gelling Effects of Calcium Ion Crosslinking at Different pHs,2022-12-01,"Ca2+ crosslinking, gelation, pectin hydrogel, pH-effect, pomelo albedo, viscoelasticity"
"Molecular Epidemiology of Antimicrobial Resistance and Virulence Profiles of Escherichia coli, Salmonella spp., and Vibrio spp. Isolated from Coastal Seawater for Aquaculture",2022-12-01,"antimicrobial resistance, coastal aquaculture, E. coli, ESBL, resistance genes, Salmonella, V. cholerae, V. parahaemolyticus"
Telerehabilitation in Older Thai Community-Dwelling Adults,2022-12-01,"community, fall, healthy elderly, physical performance, rehabilitation, telemedicine, wearable devices"
"Insecticidal activities of long pepper (Piper retrofractum Vahl) fruit extracts against seed beetles (Callosobruchus maculatus Fabricius, Callosobruchus chinensis Linnaeus, and Sitophilus zeamais Motschulsky) and their effects on seed germination",2022-12-01,"Botanical insecticide, Bruchid beetles, Film seeds coating method, Hexane extract, Long pepper, Maize weevil"
Effect of lameness on daily milk yield in dairy cow,2022-12-01,"Dairy cow, Lameness, Locomotion score, Milk yield"
"Distribution, cholesterol-lowering and immunomodulation effects of lactic acid bacteria from fermented mussel (Hoi-dong)",2022-12-01,"Cholesterol-lowering effects, Immunomodulation, Lactic acid bacteria (LAB), Probiotics, Thai fermented mussel"
Guava (Psidium guajava L.) Leaf Extract as Bioactive Substances for Anti-Androgen and Antioxidant Activities,2022-12-01,"5α-reductase, androgenetic alopecia, anti-hair loss, dermal papilla, DU-145, guava, hair follicle, hair growth, HFDPC, SRD5A"
TOPSIS Method Based on Hamacher Choquet-Integral Aggregation Operators for Atanassov-Intuitionistic Fuzzy Sets and Their Applications in Decision-Making,2022-12-01,"aggregation operators, Choquet integral, decision-making problem based on TOPSIS methods, Hamacher t-norm and t-conorm, intuitionistic fuzzy sets"
IPChain: Blockchain-Based Security Protocol for IoT Address Management Servers in Smart Homes,2022-12-01,"authentication, blockchain, DHCP, IoT, IoTAMS, smart contract, smart homes"
How to Distinguish Cospectral Graphs,2022-12-01,"cospectral graphs, generalized adjacency matrix, graph isomorphism problem"
"White Feces Syndrome, A Multifactorial Syndrome of Cultured Shrimp: A Mini Review",2022-12-01,"Enterocytozoon hepatopenaei, gastrointestinal syndrome, gut dysbiosis, Vibrio, white feces"
Adaptive Pincer Grasping of Soft Pneumatic Grippers Based on Object Stiffness for Modellable and Controllable Grasping Quality,2022-12-01,"controllable quality, grasping quality, pincer grasping, pneumatic gripper, soft gripper"
"Immunogenicity, Immune Dynamics, and Subsequent Response to the Booster Dose of Heterologous versus Homologous Prime-Boost Regimens with Adenoviral Vector and mRNA SARS-CoV-2 Vaccine among Liver Transplant Recipients: A Prospective Study",2022-12-01,"heterologous, immunogenicity, liver transplant, SARS-CoV-2, vaccination"
Harnessing the Potential of Plant Expression System towards the Production of Vaccines for the Prevention of Human Papillomavirus and Cervical Cancer,2022-12-01,"cervical cancer, human papillomavirus, immunotherapy, plant-made pharmaceuticals, recombinant drugs, therapeutic vaccine"
Photonic Sensor for Multiple Targets Detection under Adverse Weather Conditions in Autonomous Vehicles,2022-12-01,"autonomous vehicles, fog, photonic radar, rain, wavelength division multiplexing"
A Current Overview of Cyclodextrin-Based Nanocarriers for Enhanced Antifungal Delivery,2022-12-01,"antifungal, bioavailability, cyclodextrins, drug delivery, nanotechnology, solubilization"
Antifungal activity of endophytic Streptomyces strains from Dendrobium orchids and the secondary metabolites of strain DR7-3 with its genome analysis,2022-12-01,"Antifungal activity, Dendrobium, Gc-ms, Genome analysis, Orchids, Secondary metabolites, Streptomyces"
Burden of Respiratory Syncytial Virus Related Acute Lower Respiratory Tract Infection in Hospitalized Thai Children: A 6-Year National Data Analysis,2022-12-01,"children, mortality, respiratory syncytial virus, respiratory tract infection"
Fabrication of Curcumin Diethyl γ-Aminobutyrate-Loaded Chitosan-Coated Magnetic Nanocarriers for Improvement of Cytotoxicity against Breast Cancer Cells,2022-12-01,"Box–Behnken design, cytotoxicity, iron oxide nanoparticles, magnetic targeting delivery, prodrug"
"Towards a Circular Economy: Study of the Mechanical, Thermal, and Electrical Properties of Recycled Polypropylene and Their Composite Materials",2022-12-01,"carbon black, mechanical properties, plastic waste, polypropylene, sustainability"
"Target Identification of 22-(4-Pyridinecarbonyl) Jorunnamycin A, a Tetrahydroisoquinoline Derivative from the Sponge Xestospongia sp., in Mediating Non-Small-Cell Lung Cancer Cell Apoptosis",2022-12-01,"22-(4-pyridinecarbonyl) jorunnamycin A, apoptosis, mitogen-activated protein kinase, network pharmacology, non-small cell lung cancer"
"Quinoxalinones as A Novel Inhibitor Scaffold for EGFR (L858R/T790M/C797S) Tyrosine Kinase: Molecular Docking, Biological Evaluations, and Computational Insights",2022-12-01,"EGFR (L858R/T790M/C797S) TK, EGFR tyrosine kinase, in silico drug discovery and development, lung cancer, non-small cell lung cancer"
"Phytoextraction Potential of Sunn Hemp, Sunflower, and Marigold for Carbaryl Contamination: Hydroponic Experiment",2022-12-01,"bioaccumulation, carbaryl, flower plants, toxicity"
The Role of Food Literacy in Managing Nutritional Precarity in the Migrant Experience: Dietary Lifestyles of Cambodia Migrants in Thailand,2022-12-01,"Cambodia, COVID-19, food literacy, migration, precarity, Thailand"
High-Risk Human Papillomavirus Detection via Cobas® 4800 and REBA HPV-ID® Assays,2022-12-01,"cervical cancer, HPV testing"
"Thioether and Ether Furofuran Lignans: Semisynthesis, Reaction Mechanism, and Inhibitory Effect against α-Glucosidase and Free Radicals",2022-12-01,"alcohols, antioxidant, furofuran lignan, glucosidase, thiols"
Candida Administration in 5/6 Nephrectomized Mice Enhanced Fibrosis in Internal Organs: An Impact of Lipopolysaccharide and (1→3)-β-D-Glucan from Leaky Gut,2022-12-01,"5/6 nephrectomized mice, Candida, chronic kidney disease, fibrosis, gut leakage, gut-derived uremic toxins"
Simultaneous Production of a Virus-Like Particle Linked to dsRNA to Enhance dsRNA Delivery for Yellow Head Virus Inhibition,2022-12-01,"dspro, inhibition, Penaeus stylirostris densovirus, shrimp, virus-like particle, yellow head virus"
Spontaneous Hemorrhage of the Thyroid Gland in a Deceased with Hypertensive Emergency Presented with Hemorrhagic Stroke: A Case Report and Literature Review,2022-12-01,"Autopsy, Hemorrhage, Hemorrhagic stroke, Hypertensive emergency, Intracerebral hemorrhage, Thyroid"
Correlation between Perfusion Index and Lactate Level in Critically Ill Patients,2022-12-01,"Lactate, Microcirculatory monitoring, Perfusion index, Peripheral tissue perfusion, PI"
Significance of the Śrāvastī Miracles According to Buddhist Texts and Dvāravatī Artefacts,2022-12-01,"Buddhist texts, Dvāravatī, Twin Miracle, votive tablets, Śrāvastī miracles"
"Thai Guidelines for Transcatheter Aortic Valve Implantation, TAVI 2021",2022-12-01,"Aortic stenosis, Transcatheter aortic valve implantation (TAVI)"
Mangosteen vinegar from Garcinia mangostana: quality improvement and antioxidant properties,2022-12-01,"Antioxidant activity, Mangosteen vinegar, Phenolic contents, Quality improvement, Sensory evaluation"
Utility of gated SPECT parameters in detection of coronary artery disease in patients with normal perfusion images,2022-12-01,"Coronary artery disease, Gated SPECT, Myocardial perfusion imaging, Radionuclide imaging"
Sex differences on outcomes of catheter ablation of ventricular tachycardia in patients with structural heart disease: A real-world systematic review and meta-analysis,2022-12-01,"Ablation, Gender, Meta-analysis, Mortality, Recurrence rates, Sex, Systematic review, Ventricular tachycardia"
Brugada syndrome in Thailand: Three decades of progress,2022-12-01,"Ablation, Brugada syndrome, Ion channelopathy, Sudden cardiac death, Sudden unexplained death syndrome, Ventricular fibrillation"
The epidemiology of inflammatory bowel disease in Asia and Asian immigrants to Western countries,2022-12-01,"Asia, epidemiology, immigrants, inflammatory bowel disease"
"Quartz c-axis fabric characterization of the strike-slip ductile deformation within the Three Pagodas shear zone, western Thailand",2022-12-01,"Kinematic vorticity, Quartz c-axis, Sinistral, Thailand, Three Pagodas shear zone"
Quantum Key Distribution Protocol Selector Based on Machine Learning for Next-Generation Networks,2022-12-01,"6G networks, deep convolutional neural network, internet of things, quantum communications, quantum security"
DNA extraction of burnt bone and teeth casework samples using bead-beating homogenization technique,2022-12-01,"Burnt bone, Forensic casework, Tissue homogenization"
Agglomeration–Flotation of Microplastics Using Kerosene as Bridging Liquid for Particle Size Enlargement,2022-12-01,"bubble attachment, flotation, microplastics, particle size enlargement, water treatment"
Evaluating the Expression and Prognostic Value of Genes Encoding Microtubule-Associated Proteins in Lung Cancer,2022-12-01,"diagnosis, gene expression, lung cancer, microtubule-associated proteins, prognosis"
ASSESSMENT OF ASYMMETRICAL STRESS PROFILE WITHIN WOOD USING RESTORING FORCE TECHNIQUE,2022-12-01,"Asymmetrical Stress Profile, Elastic Beam Theory, Finite Element Model, Stress Assessment, Wooden Specimen"
Purification and Characterization of Novel Anti-MRSA Peptides Produced by Brevibacillus sp. SPR-20,2022-12-01,"anti-MRSA substances, antimicrobial peptides, Brevibacillus sp. SPR-20, peptide sequencing, purification"
Improving carbon yield of bacterial cellulose derived carbon by phosphorus/nitrogen doping,2022-12-01,"Bacterial cellulose mat, Carbon electrode, Carbon nanofilament, Freeze-thawing, P/N doping"
Meteorological and Water Quality Factors Associated with Microbial Diversity in Coastal Water from Intensified Oyster Production Areas of Thailand,2022-12-01,"E. coli, environment, oyster aquaculture, Salmonella, V. cholerae, V. parahaemolyticus"
Primary Aldosteronism: State-of-the-Art Review,2022-12-01,"adrenal, aldosterone, blood pressure, hypertension, primary aldosteronism, renin"
Prolonged and Severe Drought in the Most Dammed Tributaries of the Lower Mekong Basin,2022-12-01,"3S basin, drought intensity, runoff, Standardized Runoff Index, streamflow, SWAT"
Microplastic-Contaminated Feed Interferes with Antioxidant Enzyme and Lysozyme Gene Expression of Pacific White Shrimp (Litopenaeus vannamei) Leading to Hepatopancreas Damage and Increased Mortality,2022-12-01,"gene expression, high-density polyethylene, histopathology, microplastics, nonspecific immune system, Pacific white shrimp"
Akt/mTOR Targeting Activity of Resveratrol Derivatives in Non-Small Lung Cancer,2022-12-01,"Akt/mTOR targeting, non-small lung cancer, resveratrol derivatives"
Cycloartocarpin Inhibits Migration through the Suppression of Epithelial-to-Mesenchymal Transition and FAK/AKT Signaling in Non-Small-Cell Lung Cancer Cells,2022-12-01,"cycloartocarpin, epithelial–mesenchymal transition (EMT), lung cancer, metastasis, migration"
Diagnostic performance of the Anyplex MTB/NTM real-time PCR in detection of Mycobacterium tuberculosis complex and nontuberculous mycobacteria from pulmonary and extrapulmonary specimens,2022-12-01,"Mycobacterium tuberculosis complex, Nontuberculous mycobacteria, Real-time PCR, Tuberculosis diagnosis"
Machine learning-based normal tissue complication probability model for predicting albumin-bilirubin (ALBI) grade increase in hepatocellular carcinoma patients,2022-12-01,"Albumin-bilirubin grade, Hepatocellular carcinoma, Machine learning, Normal tissue complication probability model, Radiation-induced liver toxicity"
Examining the ride-hailing adoption behaviors among older adults in an Indonesian city: The case of Yogyakarta,2022-12-01,"Developing country, Nested logit, Older adults, Ride-hailing, Technology response"
Communicating innovation and sustainability in family businesses through successions,2022-12-01,"Communication, Family business, Innovation, Succession, Sustainability"
"Effects of Low Dietary Cation and Anion Difference on Blood Gas, Renal Electrolyte, and Acid Excretions in Goats in Tropical Conditions",2022-12-01,"DCAD, goat, heat stress, hypocapnia, urolithiasis"
Effects of Re and Co additions on lattice parameters and lattice misfit in cast Ni-based superalloys,2022-12-01,"cobalt, lattice misfit, rhenium, superalloy, topologically close-packed phases"
Influence of pre-and post-weld heat treats on microstructures of laser welded GTD-111 with IN-718 as filler metal,2022-12-01,"GTD-111, Inconel 718, laser welding, post-weld heat treatment, pre-weld heat treatment"
Feline Cyst-like Lymphocytic Cholangiohepatitis in a Cat: First Case Report,2022-12-01,"cat, cholangiohepatitis, cholangitis, cyst, liver"
Combating with Compassion Fatigue: The Perspective of Family Caregivers of People with Schizophrenia,2022-12-01,"caregivers, compassion fatigue, grounded theory, schizophrenia"
