Title,ref_count,Author_count,Subject_area_count,Unique_affiliations_count,Open_access,subtype,Cite_count
A global & environmental coral analysis system with spa-based semantic computing for integrating and visualizing ocean-phenomena with “5-dimensional world-map”,26,5,1,3,1,cp,2
A concept for control and program based on the semantic space model,20,3,1,3,1,cp,2
Characteristics evaluation of fluorescein sodium as fluorescent tracer for petroleum wells,8,2,2,1,1,cp,0
Syntheses and anti-HIV and human cluster of differentiation 4 (CD4) down-modulating potencies of pyridine-fused cyclotriazadisulfonamide (CADA) compounds,125,9,7,3,2,ar,5
"Incidence, Persistence, and Factors Associated with HPV Infection among Male Adolescents with and Without Perinatally Acquired HIV Infection",31,11,2,6,1,cp,2
Bio-methanol production from oil palm residues: A thermodynamic analysis,35,3,4,3,2,ar,19
What matters in cost of debt: audit partner public-client specialization or busyness?,65,1,3,1,0,ar,2
Electrically controlled release of anticancer drug 5-fluorouracil from carboxymethyl cellulose hydrogels,63,3,5,2,0,ar,20
Culturally relevant constructionist design: exploring the role of community in identity development,30,2,3,2,0,ar,3
Effect of amine types and temperature of a natural rubber based composite material on the carbon dioxide capture,37,3,4,1,0,ar,6
Synergistic Effect of the Oleic Acid and Oleylamine Mixed-Liquid Matrix on Particle Size and Stability of Sputtered Metal Nanoparticles,49,7,4,2,2,ar,13
Understanding the Effects of Antecedents on Continuance Intention to Gather Food Safety Information on Websites,75,3,1,2,1,ar,13
A Dual Approach in Direct Ink Writing of Thermally Cured Shape Memory Rubber Toughened Epoxy,38,7,3,4,2,ar,23
An agile-stage-gate model for medical startups: A case study of a medical product startup in Thailand,11,3,8,2,0,cp,0
Decision Support System for Power Plant Improvement Investment Using Life-Cycle Cost,18,2,4,1,0,cp,0
Observation of electroweak production of Wγ with two jets in proton-proton collisions at s=13 TeV,50,2355,1,273,1,ar,28
Quasars That Have Transitioned from Radio-quiet to Radio-loud on Decadal Timescales Revealed by VLASS and FIRST,160,24,2,19,1,ar,42
3HWC: The Third HAWC Catalog of Very-high-energy Gamma-Ray Sources,47,106,2,31,1,ar,85
Behavior of concrete confined with epoxy bonded fiber ropes under axial load,58,4,3,3,0,ar,26
"Willingness to pay for flood insurance: A case study in Phang Khon, Sakon Nakhon Province, Thailand",17,3,2,1,1,cp,2
Introducing raspberry Pi and its peripherals to a mechatronics course under COVID-19 Disruption,15,2,3,1,1,cp,2
"Search for bottom-type, vectorlike quark pair production in a fully hadronic final state in proton-proton collisions at s =13 TeV",55,2340,1,271,1,ar,34
"2D Sequential Restoration and Basin Evolution of the Wichianburi Sub-basin, Phetchabun Basin, Central Thailand",24,3,1,2,1,ar,2
Enhanced selective cytotoxicity of doxorubicin to breast cancer cells by methoxypolyethylene glycol conjugation via a novel beta-thiopropanamide linker,39,9,4,5,0,ar,5
Enrichment and characterization of bacterial consortia for degrading 2-mercaptobenzothiazole in rubber industrial wastewater,53,5,5,4,0,ar,10
Ca2+/Calmodulin Complex Triggers CAMTA Transcriptional Machinery Under Stress in Plants: Signaling Cascade and Molecular Regulation,174,4,1,3,1,re,37
The Pain–to–Well-Being Relationship in Patients Experiencing Chronic Orofacial Pain,83,6,2,6,1,ar,4
The Expression of Proteins Related to Serotonin Pathway in Pulmonary Arteries of Dogs Affected With Pulmonary Hypertension Secondary to Degenerative Mitral Valve Disease,71,3,1,1,1,ar,3
Computational Design of 25-mer Peptide Binders of SARS-CoV-2,65,2,3,1,0,ar,30
"Enhanced post-licensure safety surveillance of a new recombinant acellular pertussis vaccine licensed as a monovalent (aP, Pertagen®) and tetanus, reduced-dose diphtheria combination (TdaP, Boostagen®) vaccine for immunization of adolescents and adults in Thailand",50,8,5,3,1,ar,7
Comparative study of Tetra-N-Butyl ammonium bromide and cyclopentane on the methane hydrate formation and dissociation,35,5,6,2,1,ar,5
Trends and determinants of ebf among adolescent children born to adolescent mothers in rural Bangladesh,46,3,3,2,1,ar,3
"Spatial Distribution and Contamination Status of Copper and Chromium in Transshipment Area, Sichang Island, Thailand",30,2,2,1,1,cp,0
"Distribution of phylogenetic groups, adhesin genes, biofilm formation, and antimicrobial resistance of uropathogenic Escherichia coli isolated from hospitalized patients in Thailand",46,6,3,3,1,ar,18
Comparison of the effects of chair height and anterior seat inclination on sit-to-stand ability in children with spastic diplegic cerebral palsy,20,2,4,1,0,ar,1
Endotoxemia and circulating bacteriome in severe COVID-19 patients,45,32,3,8,1,ar,54
Is interleukin 17 (Il-17) expression a common point in the pathogenesis of depression and obesity?,55,7,1,4,1,ar,8
Physicochemical and functional characteristics of rd43 rice flour and its food application,46,3,5,1,1,ar,10
INNOVATIVE ENTREPRENEURSHIP MODEL FOR AGRICULTURAL PROCESSING SMES IN THAILAND’S DIGITAL AND INDUSTRIES 4.0 ERA,48,3,3,1,,ar,1
NEW PRODUCT DEVELOPMENT CO CREATION PROCESS: A THAI CASE OF MICRO COMMUNITY ENTERPRISES OF NON-FOOD HERBAL PRODUCTS AND R&D GOVERNMENT ORGANIZATIONS,28,4,3,1,,ar,0
Measurement of single-diffractive dijet production in proton–proton collisions at √s=8Te with the CMS and TOTEM experiments,44,2366,2,189,1,ar,5
Functional disability and quality of life in older adults with chronic low back pain,28,6,1,7,,ar,0
Composition inspired by ASEAN drums: Sakodai,13,2,4,1,,re,2
"Three pillars of a sustainable creative City in ASEAN: Examples from Thailand, Singapore & Indonesia",55,1,4,1,,re,1
"As one door closes, another one opens new opportunities from COVID crisis",,1,4,1,,ed,0
Recursive tube-partitioning algorithm for a class imbalance problem,28,2,1,1,,ar,1
"Trace metal composition of rainwater and aerosol from Kolkata, a megacity in eastern India",130,4,6,3,1,ar,8
Rabbit as a reservoir of multidrug-resistant Acinetobacter baumannii expressing the Ade multidrug efflux pumps,27,2,1,1,,ar,0
Gel protein supplementation enhanced serum IGF-1 concentration in pre-weaning piglets,31,3,1,1,,ar,1
The status of antimicrobial resistance in Campylobacter spp. isolated from animals and humans in Southeast Asia: A review,37,3,1,2,,re,2
"Outcomes of a single-step endoscopic ultrasound-guided drainage of pancreatic-fluid collections using an electrocautery-enhanced coaxial lumen-apposing, self-expanding metal stent with and without fluoroscopy",21,13,1,6,1,ar,2
"Revision of neorthostigma belokobylskij, 1998 (hymenoptera, braconidae, alysiinae) with description of a new species from Papua New Guinea",26,4,2,5,1,ar,1
Neuroevolution Architecture Backbone for X-ray Object Detection,13,3,3,2,0,cp,2
Linear parameter-varying model for a refuellable zinc-air battery: LPV model for a refuellable ZAB,44,7,1,4,1,ar,7
Combined UV-C irradiation and precursor feeding enhances mulberroside: A production in Morus alba L. cell suspension cultures,26,5,1,3,1,ar,2
Oriented polysaccharide bigels from interfacial crosslinking,16,5,1,2,0,ar,1
Seismic strengthening of nonductile bridge piers using low-cost glass fiber polymers,47,5,5,5,,ar,5
Hyaluronic acid-based hydrogels with tobacco mosaic virus containing cell adhesive peptide induce bone repair in normal and osteoporotic rats,34,7,4,5,,ar,10
Predictive Factors of Severe Adverse Events in Pediatric Oncologic Patients with Febrile Neutropenia,19,7,4,2,1,ar,2
Predictive validity of three home fall hazard assessment tools for older adults in Thailand,55,11,1,4,1,ar,3
Successful direct-acting antiviral therapy improves circulating mucosal-associated invariant T cells in patients with chronic HCV infection,29,7,1,3,1,ar,6
Computational fluid dynamic model of nonisothermal circulating fluidized bed riser for CO2 capture,16,4,1,1,1,ar,2
A novel methodology for designing solar power purchase agreement of rooftop PVs under the behind-the-meter scheme,21,2,1,1,1,ar,1
Canals and Orchards: The Impact of Transport Network Access on Agricultural Productivity in Nineteenth-Century Bangkok,52,2,3,1,0,ar,4
Lateral response of cement clay interlocking brick masonry walls subjected to earthquake loads,29,2,1,2,,ar,3
Longitudinal analysis of peripheral and colonic cd161+ cd4+ t cell dysfunction in acute hiv-1 infection and effects of early treatment initiation,46,25,2,12,1,ar,1
Treatment of wastewater containing reactive red 239 using fenton oxidation processes with photo-assisted regeneration of fe2+ catalyst,37,5,3,3,0,ar,1
Global systematic review of cost of illness and economic evaluation studies associated with snakebite,41,6,2,4,1,ar,11
Investigation of diclofenac toxicity on ionic regulation of plasma and Gill ATPase activity of fish,40,3,7,3,,re,0
Nonbacterial Thrombotic Endocarditis Related to Adenocarcinoma of the Uterine Cervix,9,7,1,3,1,ar,1
Alternative liquid fuel from pyrolysis of polyethylene wax,18,4,1,2,1,ar,5
Development of bim-based quantity takeoff for light-gauge steel wall framing systems,46,3,3,2,1,ar,2
A simple levelized cost of electricity for ev charging with pv and battery energy storage system: Thailand case study,27,2,2,1,1,ar,4
Happiness around the world: A combined etic-emic approach across 63 countries,54,138,1,102,1,ar,16
Effect of gold nanoparticles on the TLR2-mediated inflammatory responses induced by Leptospira in TLR2-overexpressed HEK293 cells,35,8,2,2,1,ar,3
Simultaneous and non-simultaneous quenching for a system of multi-dimensional semi-linear heat equations,9,3,4,2,1,ar,0
The unequal benefits of tax subsidies for household saving and investment: Evidence from thailand's tax return data,18,2,3,1,,ar,2
A Deep Neural Network for Simultaneous Estimation of b Jet Energy and Resolution,45,2299,3,189,1,ar,16
Efficacy of Endoscopic Variceal Ligation in the Control of Variceal Bleeding: A Real World Setting,30,5,1,1,0,ar,0
"Comparison of Treatment Outcomes between Laparoscopic and Robot-Assisted Laparoscopic Radical Prostatectomy in Clinically Localized Prostate Cancer, A Single-Surgeon Experience",24,2,1,1,0,ar,0
Effect of Synbiotic Supplementation in Children with Nonalcoholic Fatty Liver Disease: A Randomized Controlled Trial,30,5,1,1,0,ar,1
Drugs-Herbs-Dietary Supplements-induced Liver Injury: A Hidden but Emerging Clinical Problem,30,6,1,2,0,ar,1
Long-term outcomes of children with gastroesophageal reflux disease who underwent fundoplication: a single center experience,22,4,1,1,0,ar,0
Dependence of inclusive jet production on the anti-kT distance parameter in pp collisions at √s = 13 TeV,67,2316,1,260,1,ar,8
Butaphosphan and Cyanocobalamin Supplementation in Semen Extender on Chilled Boar Sperm Quality and Life Span,33,4,1,1,1,ar,1
No Difference in Pain After Spine Surgery with Local Wound Filtration of Morphine and Ketorolac: A Randomized Controlled Trial,17,6,2,3,1,ar,6
Inclusive search for highly boosted Higgs bosons decaying to bottom quark-antiquark pairs in proton-proton collisions at √s = 13 TeV,107,2366,1,272,1,ar,21
"First evidence of carp edema virus infection of koi cyprinus carpio in chiang mai province, thailand",38,5,2,3,1,ar,10
Extent of aging across education and income subgroups in Thailand: Application of a characteristic-based age approach,37,3,1,3,1,ar,6
Rhinacanthus nasutus “Tea” infusions and the medicinal benefits of the constituent phytochemicals,91,5,2,1,1,ar,15
Accelerated nucleophilic substitution reactions of dansyl chloride with aniline under ambient conditions via dual-tip reactive paper spray,70,10,1,4,1,ar,7
Marginal operators and supersymmetry enhancement in 3d S-fold SCFTs,44,3,1,3,1,ar,15
A Pathogenic Variant in ALPK3 Is Associated With an Autosomal Dominant Adult-onset Hypertrophic Cardiomyopathy,5,8,3,8,1,ar,7
Application of cell immobilization technology to promote nitritation: A review,104,4,1,2,1,ar,17
Genistein attenuated gastric inflammation and apoptosis in Helicobacter pylori-induced gastropathy in rats,38,7,1,1,1,ar,21
Skin manifestations after bariatric surgery,28,9,1,1,1,ar,4
Future of CAR T cells in multiple myeloma,52,3,1,4,1,ar,19
Thrombolytic therapy in acute venous thromboembolism,40,2,1,2,1,ar,2
The potential of sea grapes (caulerpa lentilifera) extracted polysaccharide as prebiotics on inhibiting pathogenic bacteria vibrio parahaemolyticus,18,4,1,2,1,ar,3
Functional properties and bioactivities of cleistocalyx nervosum var. Paniala berry plant: A review,37,6,2,3,1,ar,5
Barrier and facilitator on breastfeeding education and promotion: A literature review,60,3,5,2,1,ar,2
"Acute effects of red chili, a natural capsaicin receptor agonist, on gastric accommodation and upper gastrointestinal symptoms in healthy volunteers and gastroesophageal reflux disease patients",24,4,2,2,1,ar,10
Rescued chlorhexidine activity by resveratrol against carbapenem-resistant Acinetobacter baumannii via down-regulation of AdeB efflux pump,37,5,1,5,1,ar,17
Impact of disease stage and age at Parkinson’s onset on patients’ primary concerns: Insights for targeted management,44,10,1,3,1,ar,4
Scattering of charged fermion to two-dimensional wormhole with constant axial magnetic flux,32,3,2,2,1,ar,1
Preferred oriented cation configurations in high pressure phases IV and V of methylammonium lead iodide perovskite,62,7,1,2,1,ar,2
Prevalence and subtype distribution of blastocystis infection in patients with diabetes mellitus in Thailand,61,6,3,3,1,ar,6
Novel potential application of chitosan oligosaccharide for attenuation of renal cyst growth in the treatment of polycystic kidney disease,56,4,7,3,1,ar,7
Shared neuroimmune and oxidative pathways underpinning Chagas disease and major depressive disorder,113,5,3,5,1,re,7
Development of lightweight and high-performance ballistic helmet based on poly(Benzoxazine-co-urethane) matrix reinforced with aramid fabric and multi-walled carbon nanotubes,33,7,2,4,1,ar,4
Net ultrafiltration prescription survey in Europe,37,5,1,5,1,ar,9
Effect of immobilization methods on the production of polyethylene-cellulose biocomposites via ethylene polymerization with metallocene/MAO catalyst,39,3,2,2,1,ar,0
Detection of Extrapulmonary Malignancy During Lung Cancer Screening: 5-Year Analysis at a Tertiary Hospital,40,8,1,2,0,ar,4
Compressive behavior of extremely low strength concrete conﬁned with low-cost glass FRP composites,54,4,1,4,1,ar,26
Factors influencing pre-ovulatory follicle diameter and weaning-to-ovulation interval in spontaneously ovulating sows in tropical environment,21,4,3,3,0,ar,2
"Comparison of acid-, alkaline-, and ionic liquid–treated Napier grass as an immobilization carrier for butanol production by Clostridium beijerinckii JCM 8026",50,5,1,2,0,ar,10
Influence of nitric acid-assisted hydrothermal conditions on the characteristics of TiO2 catalysts and their activity in the oxidative steam reforming of methanol,37,3,2,1,0,ar,4
Systems biology analysis of osteogenic differentiation behavior by canine mesenchymal stem cells derived from bone marrow and dental pulp,83,8,1,1,1,ar,12
Tensile properties improvement by homogenized nitrogen solid solution strengthening of commercially pure titanium through powder metallurgy process,40,7,4,3,1,ar,17
Cloth and Skin Deformation with a Triangle Mesh Based Convolutional Neural Network,50,5,1,3,0,ar,10
High ambient temperature directly decreases milk synthesis in the mammary gland in Saanen goats,36,4,4,2,0,ar,8
Curcuma longa rhizome extract and Curcumin reduce the adhesion of Acanthamoeba triangularis trophozoites and cysts in polystyrene plastic surface and contact lens,35,14,3,12,1,ar,14
Socio-economic inequalities in the association between alcohol use disorder and depressive disorder among Thai adults: a population-based study,53,6,1,6,1,ar,7
Metabolic Engineering and Synthetic Biology of Cyanobacteria for Carbon Capture and Utilization,138,4,4,3,0,ar,12
Reference Values for Chronotropic Index from 1280 Incremental Cycle Ergometry Tests,27,6,2,2,0,ar,4
Modeling and simulation of onset of condensation-induced water hammer,32,7,4,3,0,ar,9
Influence of frictional contact on indentation of elastic layer under surface energy effects,34,4,5,2,0,ar,4
"Persistence of pdm2009-H1N1 internal genes of swine influenza in pigs, Thailand",35,8,1,1,1,ar,3
Effect of incubation temperature on lactogenic function of goat milk-derived mammary epithelial cells,24,4,2,3,0,ar,1
A randomized controlled trial comparing the efficacies of ketorolac and parecoxib for early pain management after total knee arthroplasty,28,6,1,3,0,ar,5
Decreased circulating clusterin reflects severe liver complications after hepatoportoenterostomy of biliary atresia,27,5,1,2,1,ar,3
Ceria nanorod supported gold nanoparticles as structured catalysts for the oxidative steam reforming of methanol: Effect of CTAB concentration on physiochemical properties and catalyst performance,52,4,2,3,2,ar,9
Application of synthetic hureaulite as a new precursor for the synthesis of lithiophilite nanoparticles,45,3,3,1,0,ar,3
Prevalence and risk factors of primary sarcopenia in community-dwelling outpatient elderly: a cross-sectional study,46,3,1,1,1,ar,33
The investigation of binary and ternary sulfobutylether-β-cyclodextrin inclusion complexes with asiaticoside in solution and in solid state,63,6,3,1,0,ar,18
"Probability of major depression classification based on the SCID, CIDI, and MINI diagnostic interviews: A synthesis of three individual participant data meta-analyses",46,239,3,171,2,ar,16
Validation of the D:A:D Chronic Kidney Disease Risk Score Model among People Living with HIV in the Asia-Pacific,35,24,2,24,1,ar,5
"Publisher Correction: COVID-19-associated acute kidney injury: consensus report of the 25th Acute Disease Quality Initiative (ADQI) Workgroup (Nature Reviews Nephrology, (2020), 10.1038/s41581-020-00356-5)",,35,1,37,1,er,11
Phenotype prediction and characterization of 25 pharmacogenes in Thais from whole genome sequencing for clinical implementation,26,9,1,3,1,ar,10
Precision renal replacement therapy,50,3,1,6,0,re,1
Performance controlled via surface oxygen-vacancy in Ti-based oxide catalyst during methyl oleate epoxidation,41,6,1,1,1,ar,23
Treatment of Chronic Severe Flexion Contractures of Fingers with Bilateral Side-Finger Flaps (Wing Flaps) and Full-Thickness Skin Graft,,1,2,1,0,ar,1
Gigantol targets MYC for ubiquitin-proteasomal degradation and suppresses lung cancer cell growth,26,3,4,2,1,ar,8
A review of the recovery of precious metals using ionic liquid extractants in hydrometallurgical processes,129,4,3,1,0,ar,38
DNA metabarcoding to unravel plant species composition in selected herbal medicines on the National List of Essential Medicines (NLEM) of Thailand,49,4,1,1,1,ar,18
"Recommendations for the adjuvant use of the poly-antibiotic–resistant probiotic Bacillus clausii (O/C, SIN, N/R, T) in acute, chronic, and antibiotic-associated diarrhea in children: consensus from Asian experts",26,14,2,13,1,re,12
"Multivariate statistical analysis of the hydrochemical characteristics of a volcano sedimentary aquifer in Saraburi Province, Thailand",141,3,2,1,1,ar,17
Pathogenesis and immune response of Nile tilapia (Oreochromis niloticus) exposed to Tilapia lake virus by intragastric route,24,5,4,4,0,ar,16
Route to high- Tc superconductivity of BC 7 via strong bonding of boron–carbon compound at high pressure,45,6,1,5,1,ar,10
Death acceptance from a Thai Buddhist perspective: A qualitative study,28,2,1,1,0,ar,6
3D Bioprinting of Lignocellulosic Biomaterials,182,6,3,6,1,re,35
NOD2-dependent BCG-induced trained immunity: A way to regulate innate responses to SARS-CoV2?,23,2,2,2,1,sh,8
COVID-19 Highlights the Need for More Effective Wildlife Trade Legislation,15,35,1,30,1,sh,54
A novel model of injured liver ductal organoids to investigate cholangiocyte apoptosis with relevance to biliary atresia,35,8,2,3,0,ar,10
"Identifying indoor radon sources in Pa Miang, Chiang Mai, Thailand",63,7,1,3,1,ar,14
Clearance of micronutrients during continuous renal replacement therapy,6,3,1,3,1,ar,12
"Serological evidence of avian influenza virus subtype H5 and H9 in live bird market, Myanmar",22,10,5,3,0,ar,3
A novel indirect cryogenic cooling system for improving surface finish and reducing cutting forces when turning ASTM F-1537 cobalt-chromium alloys,59,5,5,2,2,ar,6
Properties and performance of the basalt-fiber reinforced texture roof tiles,42,6,1,6,1,ar,5
Evaluating the effect of rice (Oryza sativa L.: SRNC05053-6-2) crude extract on psoriasis using in vitro and in vivo models,39,7,1,3,1,ar,11
Rapid production of SARS-CoV-2 receptor binding domain (RBD) and spike specific monoclonal antibody CR3022 in Nicotiana benthamiana,55,11,1,3,1,ar,89
Endothelial dysfunction in neuroprogressive disorders—causes and suggested treatments,591,8,1,9,1,re,44
Investigation into the variation in follicular and endocrine responses of prepubertal gilts treated with exogenous gonadotropins,26,3,3,3,0,ar,2
Changes in hepatic fibrosis and vitamin D levels after viral hepatitis C eradication using direct-acting antiviral therapy,37,13,1,2,1,ar,3
CO2methanation over nickel-based catalysts supported on MCM-41 with in situ doping of zirconium,56,5,3,2,0,ar,30
Expanding phenotypic and mutational spectra of mitochondrial HMG-CoA synthase deficiency,23,12,2,3,0,ar,4
COVID-19-associated acute kidney injury: consensus report of the 25th Acute Disease Quality Initiative (ADQI) Workgroup,149,35,1,37,1,re,372
The need for financial knowledge acquisition tools and technology by small business entrepreneurs,84,5,5,2,1,ar,10
Enhanced polyhydroxybutyrate (PHB) accumulation in heterotrophically grown Arthrospira platensis under nitrogen deprivation,57,4,2,3,0,ar,10
"Pain or No Pain, We Will Give You Opioids: Relationship Between Number of Opioid Pills Prescribed and Severity of Pain after Operation in US vs Non-US Patients",35,23,1,4,0,cp,20
"Potential influence of jaggery-based biofloc technology at different C:N ratios on water quality, growth performance, innate immunity, immune-related genes expression profiles, and disease resistance against Aeromonas hydrophila in Nile tilapia (Oreochromis niloticus)",90,9,4,5,0,ar,24
Characteristics of pyrolysis products from pyrolysis and co-pyrolysis of rubber wood and oil palm trunk biomass for biofuel and value-added applications,74,4,4,2,0,ar,48
Detection of tuberculosis in cynomolgus macaques (Macaca fascicularis) using a supplementary Monkey Interferon Gamma Releasing Assay (mIGRA),39,16,1,3,1,ar,10
Investigation on the increased stability of the Ni–Co bi-metallic catalysts for the carbon dioxide reforming of methane,33,3,2,1,0,ar,10
A Kaluza–Klein inspired Brans–Dicke gravity with dark matter and dark energy model,91,4,2,4,2,ar,2
Non-thermal dielectric barrier discharge plasma hydrogenation for production of margarine with low trans-fatty acid formation,38,5,3,3,0,ar,19
NF-κB and STAT3 co-operation enhances high glucose induced aggressiveness of cholangiocarcinoma cells,61,11,2,4,2,ar,8
Gas-phase polymerization of ethylene over Ti-based Ziegler–Natta catalysts prepared from different magnesium sources,34,3,6,1,0,ar,2
Different water removal methods for facilitating biodiesel production from low-cost waste cooking oil containing high water content in hybridized reactive distillation,54,5,1,3,0,ar,14
Atrial fibrillation ablation in the 21st century: Almost no stroke risk?,10,1,2,1,0,ed,0
Promising effect of in-situ lyticase enzyme therapy on peritoneal dialysis catheter obstruction from Acremonium fungal biofilm: A case report,20,6,2,2,1,ar,2
Can endolysosomal deacidification and inhibition of autophagy prevent severe COVID-19?,340,10,2,7,1,re,6
Molecular epidemiology of the first wave of severe acute respiratory syndrome coronavirus 2 infection in Thailand in 2020,36,12,1,3,1,ar,24
Detecting personally identifiable information transmission in android applications using light-weight static analysis,34,3,2,1,0,ar,4
Lactobacillus reuteri DSM 17938 and ATCC PTA 5289 ameliorates chemotherapy-induced oral mucositis,41,4,1,2,1,ar,19
Effects of Heat Treatment on Mechanical Properties of Jute Fiber-Reinforced Polymer Composites for Concrete Confinement,51,6,4,5,0,ar,13
Many-objective low-cost airline cockpit crew rostering optimisation,35,2,2,2,0,ar,11
Common and rare susceptibility genetic variants predisposing to Brugada syndrome in Thailand,20,29,2,14,0,ar,22
"Emerging MDR-Pseudomonas aeruginosa in fish commonly harbor oprL and toxA virulence genes and bla TEM, bla CTX-M, and tetA antibiotic-resistance genes",65,8,1,7,1,ar,650
Natural rubber nanocomposites based on hybrid filler of zinc nanoparticles and carbon nanotubes: Electrical conductivity and other related properties,41,5,5,3,1,ar,4
Diterpenoids from the aerial parts of Euphorbia antiquorum and their efficacy on nitric oxide inhibition,23,4,4,1,0,ar,8
"Supplementing post-wash asthenozoospermic human spermatozoa with coenzyme Q10 for 1 hr in vitro improves sperm motility, but not oxidative stress",34,4,2,2,1,ar,3
Recovery of γ-oryzanol from rice bran oil soapstock derived calcium soap: Consideration of Hansen solubility parameters and preferential extractability in various solvents,20,2,1,1,0,ar,5
Screening and eradication of Helicobacter pylori for gastric cancer prevention: The Taipei global consensus,150,29,1,23,1,re,178
New prospects on the horizon: Genome editing to engineer plants for desirable traits,157,5,5,4,1,re,20
Efficacy and Safety of Oral Minoxidil 5 mg Once Daily in the Treatment of Male Patients with Androgenetic Alopecia: An Open-Label and Global Photographic Assessment,30,2,1,2,1,ar,27
Assessment of agricultural waste-derived activated carbon in multiple applications,41,12,2,6,0,ar,27
Early origin and global colonisation of foot-and-mouth disease virus,43,3,1,2,1,ar,6
Comparison of the accuracy of implant position for two-implants supported fixed dental prosthesis using static and dynamic computer-assisted implant surgery: A randomized controlled clinical trial,35,6,2,2,0,ar,38
Conflicting Orders in Physician Orders for Life-Sustaining Treatment Forms,29,6,1,3,2,ar,6
Meropenem dosing recommendations for critically ill patients receiving continuous renal replacement therapy,30,6,1,8,0,ar,8
Opioids after Surgery in the United States Versus the Rest of the World: The International Patterns of Opioid Prescribing (iPOP) Multicenter Study,46,35,1,16,0,ar,69
Detection of Leishmania infantum DNA by real-time PCR in saliva of dogs,46,11,5,4,0,ar,5
Thermally induced structural organization of nanodiscs by coarse-grained molecular dynamics simulations,46,4,3,2,0,ar,4
"Fast dissolving, hermetically sealable, edible whey protein isolate-based films for instant food and/or dry ingredient pouches",34,4,1,3,0,ar,19
"Source apportionment of polycyclic aromatic hydrocarbons in the terrestrial soils of King George Island, Antarctica",95,8,2,4,0,ar,18
Composite core-supported stainless steel crowns enhance fracture resistance of severely damaged primary posterior teeth,31,5,2,2,0,ar,1
High-energy conversion efficiency of drum kiln with heat distribution pipe for charcoal and biochar production,25,3,3,2,0,ar,14
Serratia marcescens secretes proteases and chitinases with larvicidal activity against Anopheles dirus,81,13,4,6,2,ar,10
"Differentiation of Cyanthillium cinereum, a smoking cessation herb, from its adulterant Emilia sonchifolia using macroscopic and microscopic examination, HPTLC profiles and DNA barcodes",37,10,1,3,1,ar,15
"Expression optimization, purification and in vitro characterization of human epidermal growth factor produced in Nicotiana benthamiana",49,6,2,1,1,ar,13
Encapsulated titanium dioxide nanoparticle-Escherichia coli hybrid system improves light driven hydrogen production under aerobic condition,26,2,4,2,0,ar,16
Novel bacterial cellulose nanocrystals/polyether block amide microporous membranes as separators for lithium-ion batteries,33,2,5,1,0,ar,23
Refined grain formation behavior and strengthening mechanism of α-titanium with nitrogen fabricated by selective laser melting,60,4,4,2,1,ar,34
Synthesis of ZnO/SiO2-modified starch-graft-polyacrylate superabsorbent polymer for agricultural application,58,3,3,2,0,ar,29
Detection of Mycobacterium tuberculosis complex infection in Asian elephants (Elephas maximus) using an interferon gamma release assay in a captive elephant herd,28,10,1,4,1,ar,11
Hsa-miR-30e-3p inhibits influenza B virus replication by targeting viral NA and NP genes,30,7,1,2,2,ar,4
Skin manifestations in COVID-19: The tropics experience,4,9,1,2,1,le,10
