Title,Author_count,subtype,Subject_area_count,Cite_count
Agroecology and La Vía Campesina II. Peasant agroecology schools and the formation of a sociohistorical and political subject Agroecología y La Vía Campesina II. Las escuelas campesinas de agroecología y la formación de un sujeto sociohistórico y politico,4,ar,2,1
Horizontal and deep scaling of agroecology: Lessons from two organizations that defend seed sovereignty in Colombia Escalamiento horizontal y profundo de la agroecología: Lecciones de dos organizaciones defensoras de la soberanía de semillas en Colombia,5,ar,2,0
4-Hyperclique Decompositions of 3-Hyperdistance Multihypergraphs of Multipartite Graphs,2,ar,1,0
"Diversity, antimicrobial activity, and susceptibility of culturable soil actinobacteria isolated from Sichang Island",4,ar,1,2
"Petrogenesis of mafic-ultramafic and associated rocks along Sa Kaeo and Pattani Sutures, Thailand",5,ar,1,0
Measurement of the top quark mass using events with a single reconstructed top quark in pp collisions at √s = 13 TeV,2371,ar,1,3
Oxyresveratrol and its synthetic derivatives on the stimulation of glucose uptake in skeletal muscle cells and the activation of AMPK,6,ar,1,1
HPV16 E1 dysregulated cellular genes involved in cell proliferation and host DNA damage: A possible role in cervical carcinogenesis,4,ar,1,2
Accuracy assessment of integrated GNSS measurements with LIDAR mobile mapping data in urban environments,3,cp,4,2
Sinovac COVID-19 vaccine–induced cutaneous leukocytoclastic vasculitis,2,ar,1,17
Mental health among Thai medical students: Preadmission evaluation and service utilization,2,ar,1,3
Safety of the second dose of the ChAdOx1 nCoV-19 vaccine in people with persistent anti–platelet factor 4 antibodies,10,le,1,2
Overview of quartz crystal microbalance behavior analysis and measurement,2,re,2,20
An applying colored petri net for computerized accounting system and ledger accounts instruction,4,ar,2,1
Finite element analysis of glass fiber-reinforced polymer-(Gfrp) reinforced continuous concrete beams,6,ar,2,6
In vitro synergism of azithromycin combination with antibiotics against oxa-48-producing klebsiella pneumoniae clinical isolates,3,ar,6,4
Biological Functions and Activities of Rice Bran as a Functional Ingredient: A Review,3,re,3,23
Application of artificial intelligence in non-alcoholic fatty liver disease and liver fibrosis: a systematic review and meta-analysis,4,re,1,11
A scientometric assessment of agri-food technology for research activity and productivity,4,ar,5,3
Experimental study on the behavior of steel–concrete composite decks with different shear span-to-depth ratios,8,ar,3,7
"Lactobacillus rhamnosus attenuates Thai chili extracts induced gut inflammation and dysbiosis despite capsaicin bactericidal effect against the probiotics, a possible toxicity of high dose capsaicin",8,ar,1,25
Application of essential oils for maintaining postharvest quality of ‘rongrien’ rambutan fruit,2,ar,3,2
Search for a heavy resonance decaying to a top quark and a W boson at √s = 13 TeV in the fully hadronic final state,2324,ar,1,4
Exploring moocs that promote innovative public services,4,ar,5,1
Pre- and post-fire mechanical performances of high calcium fly ash geopolymer concrete containing granite waste,6,ar,5,16
Gaucher disease: clinical phenotypes and refining GBA mutational spectrum in Thai patients,12,ar,2,4
"Detachable dissolvable microneedles: intra-epidermal and intradermal diffusion, effect on skin surface, and application in hyperpigmentation treatment",10,ar,1,5
Transformer-based decoder designs for semantic segmentation on remotely sensed images,5,ar,1,15
Nucleic acid vaccines and CpG oligodeoxynucleotides for allergen immunotherapy,1,re,1,6
Applying cassava stems biochar produced from agronomical waste to enhance the yield and productivity of maize in unfertile soil,2,ar,3,3
Lacticaseibacillus casei Strain T21 Attenuates Clostridioides difficile Infection in a Murine Model Through Reduction of Inflammation and Gut Dysbiosis With Decreased Toxin Lethality and Enhanced Mucin Production,6,ar,2,10
Investigating the role of the carbon storage regulator A (CsrA) in Leptospira spp.,6,ar,1,4
The role of viral marketing in social media on brand recognition and preference,2,ar,1,2
Erratum: Complete genome sequences of mycobacterium farcinogenes strains isolated from clinical specimens from patients in Thailand (Microbiology Resource Announcements (2021) 10:46 (e01005-21) DOI: 10.1128/MRA.01005-21),5,er,3,0
Strength enhancement of interlocking hollow brick masonry walls with low-cost mortar and wire mesh,7,ar,5,2
New landscape of data and sustainable development in Asia,3,ar,3,0
Sensitivity and specificity of anti-double-stranded RNA immunofluorescence for universal detection of viral infection in respiratory specimens,6,ar,1,1
Organization benefit as an outcome of organizational security adoption: The role of cyber security readiness and technology readiness,5,ar,8,3
"The effects of the modified transtheoretical theory of stress and coping (TTSC) program on dementia caregivers’ knowledge, burden, and quality of life",2,ar,3,0
Asia pacific stroke organization,6,ar,3,1
Optimization of loading condition for maxillary molar intrusion with midpalatal miniscrews by using finite element analysis,5,ar,6,1
Intermodulation distortions from an array of active nonlinear oscillators,5,ar,4,0
"Evaluation of regulating and provisioning services provided by a park designed to be resilient to climate change in bangkok, Thailand",6,ar,5,10
COVID-19 experience transforming the protective environment of office buildings and spaces,3,ar,9,2
Two or four injections of platelet-rich plasma for osteoarthritic knee did not change synovial biomarkers but similarly improved clinical outcomes,12,ar,1,8
Reheating after inflation by supersymmetry breaking,4,ar,2,3
Awareness and perspectives among asian anesthesiologists on postoperative delirium: A multinational survey,10,ar,1,0
Extensive Lensing Survey of Optical and Near-infrared Dark Objects (El Sonido): HST H-faint Galaxies behind 101 Lensing Clusters,25,ar,2,10
"Chikungunya virus infection: molecular biology, clinical characteristics, and epidemiology in Asian countries",4,re,6,21
Evaluation of Elafin as a Prognostic Biomarker in Acute Graft-versus-Host Disease: M. G. Zewde et al,32,ar,5,9
Genetic population of Plasmodium knowlesi during pre-malaria elimination in Thailand,10,ar,2,1
"Effect of ultra-high-molecular-weight molecular chains on the morphology, crystallization, and mechanical properties of polypropylene",11,ar,2,11
Effect of needle sizes 30 G and 32 G on skin penetration force in cadavers: Implications for pain perception and needle change during botulinum toxin injections,4,le,1,1
Recent developments in magnetic nanoparticles and nano-composites for wastewater treatment,9,ar,4,27
Autism-related transcription factors underlying the sex-specific effects of prenatal bisphenol a exposure on transcriptome-interactome profiles in the offspring prefrontal cortex,8,ar,7,12
Long-term specific IgG response to SARS-CoV-2 nucleocapsid protein in recovered COVID-19 patients,23,ar,1,22
The effects of oral Aloe vera on the efficacy of transplanted human endothelial cells and the expression of matrix metalloproteinases in diabetic wound healing,5,ar,1,3
Training of psychiatry and mental health in a low- and middle-income country: Experience from Thailand before and after COVID-19 outbreak,2,ar,1,2
First record of non-flying mammalian contributors to pollination in a tropical montane forest in Asia,7,ar,3,1
Pongamol inhibits epithelial to mesenchymal transition through suppression of FAK/Akt-mTOR signaling,3,ar,2,3
"Phase II, Randomized Study of Spartalizumab (PDR001), an Anti-PD-1 Antibody, versus Chemotherapy in Patients with Recurrent/Metastatic Nasopharyngeal Cancer",26,ar,1,23
Pressure Support versus Spontaneous Ventilation during Anesthetic Emergence - Effect on Postoperative Atelectasis: A Randomized Controlled Trial,7,ar,1,15
Seroprevalence and incidence of hepatitis A in Southeast Asia: A systematic review,8,re,1,2
"Asplenium appressifolium (Aspleniaceae), a new species from Thailand",2,ar,2,0
Growth-climate relationships and long-term growth trends of the tropical forest tree choerospondias axillaris (Anacardiaceous) in east-central Thailand,13,ar,1,3
What is the risk of intraoperative cerebral oxygen desaturation in patients undergoing shoulder surgery in the beach chair position?,3,ar,2,4
Impacts of blended bombyx mori silk fibroin and recombinant spider silk fibroin hydrogels on cell growth,8,ar,2,7
Supercritical reaction between methanol and glycerol: The effects of reaction products on biodiesel properties,4,ar,4,7
Anisotropic silver nanoparticles gel exhibits antibacterial action and reduced scar formation on wounds contaminated with methicillin-resistant staphylococcus pseudintermedius (Mrsp) in a mice model,7,ar,2,4
In vivo biocompatible self-assembled nanogel based on hyaluronic acid for aqueous solubility and stability enhancement of asiatic acid,7,ar,2,4
Safety of PRRSV-2 MLV vaccines administrated via the intramuscular or intradermal route and evaluation of PRRSV transmission upon needle-free and needle delivery,4,ar,1,9
Porous electrodeposited cu as a potential electrode for electrochemical reduction reactions of co2,6,ar,6,2
Multifunctional polymeric nanogels for biomedical applications,4,re,4,15
Association between daily niacin intake and glaucoma: National health and nutrition examination survey,4,ar,2,6
Limited protection of inactivated SARS-CoV-2 vaccine against wild-type strain and variants of concern,16,ar,3,10
Enhanced energy recovery from food waste by co-production of bioethanol and biomethane process,4,ar,3,10
Patterns and outcomes of immune-related adverse events in solid tumor patients treated with immune checkpoint inhibitors in Thailand: a multicenter analysis,5,ar,3,7
"Related health risk assessment of exposure to arsenic and some heavy metals in gold mines in Banmauk Township, Myanmar",4,ar,1,13
"Klebsiella pneumoniae complex harboring mcr‐1, mcr‐7, and mcr‐8 isolates from slaughtered pigs in thailand",8,ar,3,14
Synergistic effect of starch/polyvinyl alcohol/citric acid films decorated with in-situ green-synthesized nano silver on bioactive packaging films,6,ar,4,15
"COVID-19 vaccine acceptance, hesitancy, and determinants among physicians in a university-based teaching hospital in Thailand",7,ar,1,31
Alteration of extracellular matrix components in the anterior pituitary gland of neonatal rats induced by a maternal bisphenol a diet during pregnancy,6,ar,7,1
Cross-regulation of notch/AKT and serum/glucocorticoid regulated kinase 1 (SGK1) in IL-4-stimulated human macrophages,2,ar,3,1
Changing look AGN Mrk 590: Broad-line region and black hole mass from photometric reverberation mapping,12,ar,2,1
Acute coronary syndrome with non-obstructive coronary arteries (ACS-NOCA) in patients with hypertrophic cardiomyopathy,6,ar,1,5
Food allergy across the globe,37,re,2,63
Evolution of multidrug resistance in plasmodium falciparum: A longitudinal study of genetic resistance markers in the greater mekong subregion,31,ar,3,10
MILITARY POWER DOES NOT DENOTE CAPACITY: The Contest for World Domination,1,ar,1,1
Vascular pythiosis caused by Pythium aphanidermatum: the first case report in Asia,7,ar,1,4
A critical review on second- and third-generation bioethanol production using microwaved-assisted heating (MAH) pretreatment,10,ar,1,27
Thromboembolic and hemorrhagic risks after vaccination against SARS-CoV-2: a systematic review and meta-analysis of randomized controlled trials,4,ar,1,13
"Gymnema wiyadae (Apocynaceae: Asclepiadoideae), a new species from eastern Thailand",1,ar,2,0
GRP78/BiP determines senescence evasion cell fate after cisplatin-based chemotherapy,8,ar,1,4
A simple method for estimating the Lorenz curve,2,ar,5,8
"Author Correction: Women and other risk factors for chronic kidney disease of unknown etiology in Thailand: National Health Examination V Survey (Scientific Reports, (2021), 11, 1, (21366), 10.1038/s41598-021-00694-9)",8,er,1,0
Effects of tube potential selection together with computed tomography automatic tube current modulation on CT imaging performance,3,ar,2,3
Computational redesign of Fab CC12.3 with substantially better predicted binding affinity to SARS-CoV-2 than human ACE2 receptor,3,ar,1,2
Implementation of Seismic Ground Response Analysis in Estimating Liquefaction Potential in Northern Thailand,2,ar,1,5
Definitions of acute renal dysfunction: an evolving clinical and biomarker paradigm,4,re,1,8
Rapid characterization of feline leukemia virus infective stages by a novel nested recombinase polymerase amplification (RPA) and reverse transcriptase-RPA,3,ar,1,6
"Efficacy and safety of weekly paclitaxel with or without ramucirumab as second-line therapy for the treatment of advanced gastric or gastroesophageal junction adenocarcinoma (RAINBOW-Asia): a randomised, multicentre, double-blind, phase 3 trial",17,ar,2,29
A comparison of efficiency and safety between dual and triple immunosuppressive regimens in pediatric living donor liver transplantation at King Chulalongkorn Memorial Hospital,6,ar,2,0
Identification of Highly Potent α-Glucosidase Inhibitors from Artocarpus integer and Molecular Docking Studies,11,ar,5,3
One-pot upgrading of coconut coir lignin over high-efficiency Ni2P catalysts,10,ar,4,4
"Effectiveness of mobile application on changing weight, healthy eating habits, and quality of life in children and adolescents with obesity: a randomized controlled trial",5,ar,1,5
Use of Microbially Induced Calcite Precipitation for Soil Improvement in Compacted Clays,5,ar,2,16
Solidification of Sediments Deposited in Reservoirs with Cement and Fly Ash for Road Construction,6,ar,2,16
Global diversity of the gene encoding the Pfs25 protein—a Plasmodium falciparum transmission-blocking vaccine candidate,9,ar,2,3
A new cluster of rhabdovirus detected in field-caught sand flies (Diptera: Psychodidae: Phlebotominae) collected from southern Thailand,4,ar,2,2
Novel colistin-EDTA combination for successful eradication of colistin-resistant Klebsiella pneumoniae catheter-related biofilm infections,24,ar,1,11
"Effects of pyrrolidine on methane hydrate formation: Thermodynamic, kinetic, and morphology perspectives",5,ar,3,6
"Multidrug-resistant Neisseria gonorrhoeae infection in heterosexual men with reduced susceptibility to ceftriaxone, first report in Thailand",18,ar,1,20
Use of ozone for Vibrio parahaemolyticus inactivation alongside nitrification biofilter treatment in shrimp-rearing recirculating aquaculture system,7,ar,4,5
The chemotherapeutic drug carboplatin affects macrophage responses to LPS and LPS tolerance via epigenetic modifications,6,ar,1,4
Factors affecting optimal antenatal care utilization in Indonesia: implications for policies and practices,7,ar,2,2
Women and other risk factors for chronic kidney disease of unknown etiology in Thailand: National Health Examination V Survey,8,ar,1,6
An Efficient DNA Extraction for a Blue Xestospongia sp. Sponge and Its Associated Microorganisms Containing Cytotoxic Substances,2,ar,2,0
"Biosynthesis, characterization, and antibacterial activity of gold nanoparticles",7,ar,2,62
"Corrigendum to “Drift-flux correlation for gas-liquid two-phase flow in a horizontal pipe” [Int. J. Heat Fluid flow 69 (2018) 33–42] (International Journal of Heat and Fluid Flow (2018) 69 (33–42), (S0142727X17307865), (10.1016/j.ijheatfluidflow.2017.11.002))",2,er,3,0
Leptospira collagenase and LipL32 for antibody detection in leptospirosis,4,ar,2,1
Non-destructive method for discrimination of weedy rice using near infrared spectroscopy and modified self-organizing maps (SOMs),4,ar,4,5
CAMSAP3 depletion induces lung cancer cell senescence-associated phenotypes through extracellular signal-regulated kinase inactivation,6,ar,3,5
"KDM6A mutations promote acute cytoplasmic DNA release, DNA damage response and mitosis defects",6,ar,2,4
Imipenem dosing recommendations for patients undergoing continuous renal replacement therapy: systematic review and Monte Carlo simulations,9,ar,3,1
Fear inoculation among snake experts,4,ar,1,5
Comparison between same-day discharge and overnight stay after atrial fibrillation ablation: Systematic review and meta-analysis,7,ar,1,7
Payment mechanism and hospital admission: New evidence from Thailand healthcare reform,2,ar,2,0
Negative inotropic mechanisms of β-cardiotoxin in cardiomyocytes by depression of myofilament ATPase activity without activation of the classical β-adrenergic pathway,7,ar,1,0
"Contrasting coral community structures between natural and artificial substrates at Koh Tao, Gulf of Thailand",9,ar,3,11
"Fortilin inhibits p53, halts cardiomyocyte apoptosis, and protects the heart against heart failure",5,ar,4,2
Boosting photocurrent density of 1D TiO2 based photoanodes by bismuth vanadium oxide enhancement for photoelectrochemical cell application,4,ar,3,2
Endoscopic ultrasound guided fine needle biopsy (EUS-FNB) from peritoneal lesions: a prospective cohort pilot study,10,ar,1,2
CFD simulation and statistical experimental design analysis of core annular flow in T-junction and Y-junction for oil-water system,3,ar,2,10
Hydroxyxanthone ameliorates IL1β-induced epithelial barrier disruption in colonic-like cells by down-regulation of p-MLC expression,4,ar,3,0
Net energy analysis and techno-economic assessment of co-production of bioethanol and biogas from cellulosic biomass,2,re,3,11
Clinical outcomes of an ultrathin-strut sirolimus-eluting stent in all-comers population: Thailand Orsiro registry,9,ar,1,1
Immunodominant linear B cell epitopes in the spike and membrane proteins of SARS-CoV-2 identified by immunoinformatics prediction and immunoassay,10,ar,1,12
"Effects of high flow nasal cannula on the coordination between swallowing and breathing in postextubation patients, a randomized crossover study",2,ar,1,2
Scale-up and flow behavior of cohesive granular material in a four-bladed mixer: effect of system and particle size,3,ar,2,5
